@relation Sub1_B_64_ERT

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a35 numeric
@attribute a36 numeric
@attribute class {0,1}

@data
1.542517699999999969e+01,3.179366100000000017e+01,9.700851000000000113e+00,2.578640899999999903e+01,-2.178428600000000159e+01,7.245466999999999658e+00,3.787398300000000262e+01,1.326798600000000050e+01,2.286198999999999870e+01,-4.633096000000000103e+00,9.312269000000000574e+00,-7.262456000000000245e+00,5.733874000000000137e+00,3.306038000000000032e+00,-4.556218000000000323e+00,3.052491999999999983e+00,1.782653000000000043e+00,-6.334299999999999653e-02,1.668969099999999983e+01,1.066017800000000015e+01,3.862030999999999992e+00,1.037207700000000088e+01,5.986110000000000042e+00,-5.016236000000000139e+00,2.287098999999999993e+00,2.006172300000000064e+01,5.427310700000000310e+01,1.235289000000000037e+01,3.491613100000000003e+01,7.156386000000000358e+00,-2.135264300000000048e+01,1.376968699999999934e+01,4.232564399999999694e+01,2.576862799999999964e+01,5.183326000000000100e+00,3.687084000000000028e+00,0
-1.396692099999999925e+01,8.654318999999999207e+00,-1.971080299999999852e+01,-1.049077999999999955e+00,-9.206562999999999164e+00,9.131560999999999595e+00,6.100406900000000121e+01,1.553483100000000050e+01,3.637138199999999699e+01,-4.257965000000000444e+00,9.021390000000000242e+00,-1.068927900000000086e+01,7.375607999999999720e+00,4.559702999999999840e+00,-4.808850999999999765e+00,4.089300999999999853e+00,2.355736999999999970e+00,-9.354899999999999327e-02,-6.176573999999999565e+00,3.542350000000000221e-01,-5.079426999999999914e+00,6.637455000000000105e+00,5.357286000000000215e+00,-4.801833000000000240e+00,2.076871000000000134e+00,-2.852210200000000029e+01,9.410595999999999961e+00,1.567978800000000028e+01,-7.834807999999999772e+00,1.350324999999999998e+00,-5.911514000000000379e+00,-6.865432000000000201e+00,1.917181000000000068e+01,4.542567000000000021e+00,1.987641999999999909e+00,3.321298999999999779e+00,0
-2.043451000000000128e+00,6.917144999999999655e+00,-2.555247000000000046e+00,1.150862000000000052e+00,-9.383886999999999645e+00,8.758452999999999378e+00,8.167665399999999920e+01,1.230048099999999955e+01,6.916492800000000329e+01,-9.676830000000000709e+00,7.786421999999999954e+00,-7.160295999999999772e+00,2.662825999999999915e+00,3.344148000000000120e+00,-4.746673000000000364e+00,5.123060999999999865e+00,2.264139000000000124e+00,-1.579180000000000028e-01,-7.790797000000000416e+00,2.008268999999999949e+01,-2.764650000000000163e-01,8.818531000000000120e+00,6.053736999999999924e+00,-8.643605000000000871e+00,2.954419999999999824e+00,-2.716758400000000151e+01,1.356719200000000036e+01,1.571078600000000058e+01,-1.284313999999999956e+00,1.477610899999999994e+01,-1.689895100000000028e+01,-1.229618400000000022e+01,8.093579999999999330e+00,3.725570000000000270e-01,8.400976999999999251e+00,3.941303000000000001e+00,0
-4.157192599999999771e+01,-2.178357600000000005e+01,-4.754145900000000324e+01,-2.259898099999999843e+01,-8.767701999999999884e+00,1.459881500000000010e+01,1.035349750000000029e+02,1.917513399999999990e+01,7.119713199999999631e+01,-1.226412999999999975e+00,5.028322000000000180e+00,-4.543010999999999910e+00,1.158921199999999985e+01,4.236468999999999596e+00,-3.507922999999999902e+00,3.626924999999999955e+00,2.089099000000000039e+00,8.093200000000000394e-02,-3.011451999999999796e+00,1.253223999999999982e+01,2.643558000000000074e+00,7.117034999999999556e+00,4.988870000000000360e+00,-5.302794999999999703e+00,2.164191999999999894e+00,-5.194026000000000209e+01,-3.038120999999999849e+00,1.763029900000000083e+01,-2.558283300000000082e+01,1.159206000000000003e+01,-1.363185900000000039e+01,-2.762085799999999836e+01,3.345118999999999954e+00,-1.888727799999999846e+01,4.901278999999999719e+00,4.165866000000000291e+00,0
-5.159537000000000262e+00,-4.368159999999999821e-01,5.135069999999999801e+00,1.809108499999999964e+01,-7.767889999999999517e-01,1.321807599999999994e+01,7.975191200000000435e+01,1.018171199999999921e+01,6.417354899999999418e+01,-9.367570999999999870e+00,1.232451700000000017e+01,-7.398455000000000226e+00,6.184249000000000329e+00,3.708308000000000160e+00,-5.553503000000000078e+00,3.843306000000000111e+00,2.124115999999999893e+00,6.815999999999999837e-02,1.741118900000000025e+01,4.938077999999999967e+00,1.363520999999999983e+00,7.405555999999999806e+00,4.549049000000000120e+00,-4.052645000000000053e+00,2.661703999999999848e+00,1.695804000000000045e+01,3.314339999999999975e+01,5.983527999999999736e+00,2.673287399999999892e+01,4.389721999999999902e+00,-8.512050999999999590e+00,-1.513838999999999935e+00,1.424772500000000086e+01,7.115823999999999927e+00,2.000207000000000068e+00,2.509202999999999850e+00,0
-4.361576300000000117e+01,-2.417448900000000123e+01,-7.098338599999999587e+01,-5.308196199999999720e+01,-1.116894600000000004e+01,2.135378400000000099e+01,1.770972799999999836e+01,1.086068700000000042e+01,2.988519000000000148e+00,-1.212034200000000084e+01,1.162774399999999986e+01,-9.339517000000000735e+00,1.391397899999999943e+01,6.474408000000000385e+00,-8.866524000000000072e+00,9.630271999999999721e+00,4.763891000000000098e+00,1.603509999999999935e-01,-2.241356100000000140e+01,1.278505999999999920e+00,-4.319331000000000031e+00,7.847946999999999562e+00,6.065159999999999663e+00,-7.619437999999999711e+00,3.293308000000000124e+00,-6.310087699999999700e+01,5.022566000000000308e+00,2.435359300000000005e+01,-3.262399500000000074e+01,6.140539000000000414e+00,-1.309143700000000088e+01,-3.906237800000000249e+01,-7.826516999999999946e+00,-2.193216299999999919e+01,3.022615000000000052e+00,4.535244999999999749e+00,0
-4.396282800000000179e+01,-1.754965100000000078e+01,-2.403465999999999880e+01,2.798934000000000033e+00,-1.744793999999999912e+01,9.052447000000000799e+00,3.805274899999999860e+01,9.539009000000000071e+00,2.640490700000000146e+01,-1.761565099999999973e+01,7.212639000000000244e+00,-7.954454000000000136e+00,5.667917000000000094e+00,4.395141999999999882e+00,-6.056117000000000417e+00,6.107028999999999819e+00,3.241273000000000071e+00,2.614400000000000057e-02,-1.566080200000000033e+01,7.644539999999999669e-01,-8.465854000000000212e+00,4.072388000000000119e+00,6.025095999999999563e+00,-7.892621000000000109e+00,3.212482000000000060e+00,-3.869881399999999871e+01,-2.400839999999999919e-01,1.445923100000000083e+01,-1.481562599999999996e+01,1.330988800000000083e+01,-1.778500800000000126e+01,-8.338584000000000884e+00,6.456994500000000414e+01,2.418105399999999960e+01,6.715862999999999694e+00,4.023824000000000289e+00,0
-9.637653000000000247e+00,1.325405800000000056e+01,3.016126799999999974e+01,4.144389400000000023e+01,-6.940402999999999878e+00,4.188682000000000016e+00,5.850742999999999938e+01,1.146769699999999936e+01,4.553625199999999751e+01,-6.397046999999999706e+00,8.027533000000000030e+00,-4.741087000000000273e+00,9.211275000000000546e+00,4.162270000000000358e+00,-5.294172999999999796e+00,4.581798000000000037e+00,2.234195999999999849e+00,-1.505140000000000089e-01,5.171447999999999823e+00,1.034997399999999956e+01,1.355153000000000052e+00,5.251225999999999949e+00,4.167612000000000094e+00,-6.577397000000000382e+00,3.084569000000000116e+00,-7.774675000000000225e+00,2.701394499999999965e+01,1.269140600000000063e+01,1.274529599999999974e+01,1.275269499999999923e+01,-1.124180300000000088e+01,6.523190900000000170e+01,8.260427300000000628e+01,7.293714199999999437e+01,6.065605999999999831e+00,3.924744000000000010e+00,0
-1.168426499999999990e+01,8.092708000000000013e+00,4.641899000000000441e+00,2.230763900000000177e+01,-9.966499999999999915e+00,1.011173999999999928e+01,5.262316400000000272e+01,1.132910000000000039e+01,3.833167999999999864e+01,8.519250000000000433e-01,9.980828000000000699e+00,-8.368047000000000679e+00,6.115973999999999577e+00,4.007276000000000060e+00,-4.791513000000000133e+00,5.593333999999999584e+00,2.695529000000000064e+00,2.006360000000000088e-01,9.484652999999999778e+00,1.156595899999999943e+01,1.949140000000000039e-01,6.911520999999999582e+00,6.166362999999999595e+00,-7.074772000000000283e+00,3.519763999999999893e+00,-9.331493999999999289e+00,3.634595399999999898e+01,1.678476099999999960e+01,1.807482399999999956e+01,7.966857000000000077e+00,-1.533632000000000062e+01,1.038520600000000016e+01,6.788491399999999487e+01,4.527890899999999874e+01,7.624862000000000251e+00,3.744835999999999832e+00,0
-2.335895999999999972e+01,-8.004257000000000843e+00,-1.318029600000000023e+01,1.378721000000000085e+00,-1.224970300000000023e+01,5.410937999999999803e+00,2.787734899999999882e+01,5.458808000000000327e+00,2.069965300000000141e+01,-6.271671999999999692e+00,1.645235800000000026e+01,-7.096570999999999962e+00,7.026760000000000339e+00,4.245614999999999917e+00,-5.304979999999999585e+00,4.565451999999999622e+00,2.362280000000000157e+00,-1.597939999999999916e-01,-1.722509999999999986e+00,2.182968999999999937e+00,-3.651279000000000163e+00,8.863657999999999149e+00,3.941937999999999942e+00,-4.083827999999999570e+00,1.964820000000000011e+00,-1.657408999999999910e+00,1.690826900000000066e+01,7.912977999999999845e+00,3.206326999999999927e+00,8.051337999999999440e+00,-1.376854299999999931e+01,-3.325793399999999878e+01,9.117039999999999589e-01,-2.360472299999999990e+01,5.152379999999999960e+00,2.969491000000000103e+00,0
-3.339123599999999925e+01,-1.471511699999999934e+01,-1.786166700000000063e+01,-1.152658199999999944e+01,-1.587335700000000038e+01,4.265808999999999962e+00,2.668150199999999828e+01,1.156762799999999913e+01,8.869483999999999924e+00,-2.227488999999999830e+00,1.161713300000000082e+01,-6.780193999999999832e+00,1.060786500000000032e+01,3.889775000000000205e+00,-3.028704999999999981e+00,2.276568000000000147e+00,1.355691999999999897e+00,5.362499999999999906e-02,-2.541348000000000162e+00,1.180754100000000051e+01,2.224444000000000088e+00,5.659529000000000032e+00,3.604079000000000033e+00,-5.079589000000000354e+00,2.639664999999999928e+00,-1.297434600000000060e+01,1.192173599999999922e+01,9.685131000000000157e+00,-2.920116000000000156e+00,1.446792499999999926e+01,-1.295348100000000002e+01,-4.996685200000000293e+01,-3.376098199999999849e+01,-3.992756200000000177e+01,7.498834000000000444e+00,2.800241000000000202e+00,0
-1.307950600000000030e+01,7.102591000000000321e+00,-3.313800700000000177e+01,-5.621808999999999834e+00,-9.731541999999999248e+00,7.298626999999999754e+00,3.263691899999999890e+01,1.723736500000000049e+01,1.430020099999999950e+01,-5.987565000000000026e+00,9.219879999999999853e+00,-6.958167999999999687e+00,7.002755999999999759e+00,3.388473999999999986e+00,-4.792966999999999977e+00,5.330306000000000211e+00,2.217664000000000080e+00,-2.969000000000000111e-02,1.030503000000000036e+01,-9.103799999999999393e-02,-6.288101000000000163e+00,6.436510000000000176e+00,3.109442000000000039e+00,-6.060279000000000416e+00,2.836898000000000142e+00,-2.258476100000000031e+01,5.856544000000000416e+00,1.233306900000000006e+01,-7.324017000000000444e+00,2.742230999999999863e+00,-1.206614700000000084e+01,-5.087839999999999918e+01,-3.444853299999999763e+01,-4.279461599999999777e+01,3.337552000000000074e+00,4.001576000000000022e+00,0
-1.588682200000000044e+01,1.000920999999999950e+00,1.974597999999999942e+01,2.858682900000000160e+01,-4.290377000000000329e+00,9.209825999999999624e+00,-6.595800000000000274e-02,4.699526999999999788e+00,-7.121063000000000365e+00,-1.157319200000000059e+01,1.153542400000000079e+01,-7.884947999999999624e+00,8.421326000000000533e+00,4.076178999999999775e+00,-5.085485000000000255e+00,4.790513999999999939e+00,2.408495999999999970e+00,8.211599999999999455e-02,1.107606499999999983e+01,5.899542000000000286e+00,-4.459986999999999924e+00,6.193683000000000050e+00,5.046837000000000018e+00,-6.318399000000000321e+00,3.013036000000000048e+00,-5.428041000000000338e+00,1.337567400000000006e+01,6.763416000000000317e+00,3.160058999999999951e+00,1.198430800000000040e+01,-6.294075000000000308e+00,-3.684150199999999842e+01,-1.891274100000000047e+01,-2.732538600000000173e+01,6.228024999999999700e+00,4.189512999999999820e+00,0
-3.734157499999999885e+01,-1.626003700000000052e+01,-1.148438600000000065e+01,3.412895999999999930e+00,-5.536808999999999870e+00,8.236520999999999759e+00,-3.787854300000000052e+01,6.085657000000000316e+00,-4.721812400000000309e+01,-9.431402999999999537e+00,4.597735000000000127e+00,-1.136722900000000003e+01,4.934847999999999679e+00,4.185858999999999774e+00,-6.848264000000000351e+00,6.059351000000000376e+00,2.122177999999999898e+00,3.063600000000000004e-02,-8.946570000000000356e-01,5.140340000000000131e+00,-1.789266999999999941e+00,3.541439000000000004e+00,2.126727999999999952e+00,-5.061885000000000190e+00,1.874579999999999913e+00,-2.227500399999999914e+01,-1.758729999999999905e+00,7.434041999999999817e+00,-1.047952899999999943e+01,7.436176999999999815e+00,-7.212276000000000131e+00,-3.759954299999999705e+01,-1.569875000000000043e+01,-2.340125600000000006e+01,5.951795999999999864e+00,3.447958999999999996e+00,0
-2.147247899999999987e+01,7.808993000000000073e+00,-9.093306000000000111e+00,4.794967999999999897e+00,-2.896230000000000082e+00,5.099670999999999843e+00,-8.650910000000000544e-01,1.192087300000000027e+01,-2.147476599999999891e+01,-6.377451999999999899e+00,8.412404999999999688e+00,-8.246767000000000181e+00,9.636843000000000714e+00,3.950280999999999931e+00,-4.043670999999999793e+00,4.063298999999999772e+00,2.070780000000000065e+00,-3.860999999999999849e-02,1.229081099999999971e+01,1.499750099999999975e+01,2.387445000000000039e+00,1.026567000000000007e+01,7.136938999999999922e+00,-5.583980999999999639e+00,2.933282999999999863e+00,-2.309227699999999928e+01,4.036340299999999814e+01,2.295905799999999886e+01,5.754216000000000442e+00,9.544302000000000064e+00,-1.671101900000000029e+01,-2.489754299999999887e+01,9.757129000000000829e+00,-7.230480000000000018e+00,5.357408999999999644e+00,3.315758999999999901e+00,0
-2.341185999999999989e+00,1.365454599999999985e+01,-5.288584000000000174e+00,1.508682999999999996e+00,-3.674224999999999852e+00,8.212590000000000501e+00,-2.142900000000000013e-02,8.880452000000000012e+00,-1.321756599999999970e+01,-8.876673000000000258e+00,6.054355000000000153e+00,-6.280333999999999861e+00,6.963782000000000139e+00,2.698694000000000148e+00,-5.318126999999999605e+00,6.072911000000000392e+00,2.403373999999999899e+00,-1.224999999999999960e-03,2.042542900000000117e+01,9.077901000000000664e+00,-1.005279999999999951e+00,9.959573999999999927e+00,4.446960999999999942e+00,-4.785353999999999886e+00,2.629758999999999958e+00,1.505179999999999962e+00,2.544825700000000168e+01,8.847661999999999694e+00,1.212097900000000017e+01,7.772488000000000063e+00,-8.573581000000000785e+00,-4.898202999999999641e+00,1.366729499999999931e+01,3.153906999999999794e+00,2.830189999999999984e+00,2.702357999999999816e+00,0
-2.058636699999999919e+01,-4.608926000000000300e+00,-4.014406699999999972e+01,-2.401303000000000054e+01,-1.237519600000000075e+01,7.605659000000000169e+00,-2.518023000000000167e+01,1.423970500000000072e+01,-3.795346500000000134e+01,-5.147677999999999976e+00,6.278399000000000285e+00,-8.341127999999999432e+00,7.094746999999999915e+00,3.903948000000000196e+00,-4.585092000000000390e+00,3.000865999999999811e+00,1.574295000000000000e+00,-5.792400000000000326e-02,-1.411314699999999966e+01,3.185014999999999930e+00,-8.883480000000000265e-01,4.945288999999999824e+00,3.745242999999999878e+00,-6.582093000000000416e+00,2.542968999999999813e+00,-3.447120600000000223e+01,8.279873000000000260e+00,1.689446799999999982e+01,-9.010744000000000753e+00,7.547849000000000252e+00,-6.295626999999999640e+00,-8.656078000000000827e+00,1.138707299999999911e+01,1.737041999999999975e+00,4.183315999999999590e+00,2.619164000000000048e+00,0
-1.360835600000000056e+01,8.082789999999999697e-01,-2.551857499999999845e+01,-8.416914000000000229e+00,-1.171304300000000076e+01,1.000606900000000010e+01,7.844818000000000069e+00,1.264470799999999961e+01,-1.065594899999999967e+01,-4.565088000000000257e+00,9.311757000000000062e+00,-6.832054000000000293e+00,5.218460000000000321e+00,3.592318000000000122e+00,-5.821845999999999854e+00,6.328592999999999691e+00,2.448048000000000002e+00,8.458999999999999506e-03,8.693398999999999432e+00,8.508483000000000018e+00,1.327177999999999969e+00,5.768826999999999927e+00,5.167661999999999978e+00,-3.529649000000000036e+00,2.161506000000000149e+00,-1.441870300000000071e+01,2.361598800000000153e+01,1.598793099999999967e+01,1.324642799999999987e+01,7.990416999999999881e+00,-1.154884000000000022e+01,-4.751759999999999984e+00,1.793715100000000007e+01,6.935103999999999935e+00,2.339103999999999850e+00,3.652740000000000098e+00,0
-2.747669399999999840e+01,-1.529727800000000038e+01,-3.763484700000000061e+01,-2.699175599999999875e+01,-1.135542799999999986e+01,1.135845199999999977e+01,-1.005068400000000040e+01,3.481738000000000000e+00,-1.547212200000000060e+01,-5.470409000000000077e+00,7.616064999999999863e+00,-6.316557000000000421e+00,2.829380000000000006e+00,2.651717999999999797e+00,-5.314669000000000310e+00,3.304888000000000048e+00,1.442534999999999901e+00,4.473400000000000293e-02,-1.724117899999999892e+01,1.338269799999999954e+01,2.931293999999999844e+00,6.896404000000000423e+00,3.713165000000000049e+00,-6.606658000000000364e+00,2.681925999999999810e+00,-3.060626900000000106e+01,-1.465217600000000076e+01,6.156149000000000093e+00,-2.016544400000000081e+01,1.409844999999999970e+01,-9.984386999999999901e+00,-1.604571699999999979e+01,-4.125981000000000343e+00,-1.000200899999999926e+01,6.578176000000000023e+00,3.252880000000000216e+00,0
-4.080158000000000129e+01,-1.221432099999999998e+01,-3.899425500000000255e+01,-6.199062999999999768e+00,-1.116802700000000037e+01,1.040195699999999945e+01,1.777680799999999905e+01,1.771727100000000021e+01,1.350308000000000064e+00,-9.310902999999999707e+00,8.322620000000000573e+00,-8.052630999999999872e+00,7.541413000000000366e+00,3.809791000000000150e+00,-5.309891000000000361e+00,4.059725000000000250e+00,2.214002999999999943e+00,-2.285520000000000052e-01,-1.644078400000000073e+01,-4.567260000000000209e-01,-3.368488999999999844e+00,3.655800999999999856e+00,2.828577000000000119e+00,-5.345021000000000022e+00,1.977648999999999990e+00,-4.093304200000000037e+01,-4.867117999999999611e+00,1.345841500000000046e+01,-1.960161899999999946e+01,4.592321000000000097e+00,-1.045814000000000021e+01,-3.510000900000000001e+01,-1.518184100000000036e+01,-2.422229799999999855e+01,2.676149999999999807e+00,3.192334999999999923e+00,0
4.923101700000000136e+01,2.150339350000000138e+02,5.812456099999999992e+01,2.424550120000000106e+02,-4.526399999999999757e+00,1.423805104000000028e+03,7.227442260000000260e+02,2.914277450000000158e+02,2.181765570000000025e+02,-4.875525999999999804e+00,1.018694933999999989e+03,-9.784150000000000347e+00,1.433126850999999988e+03,3.473098469999999907e+02,-4.044525000000000148e+00,2.023426132999999936e+03,3.520949330000000259e+02,6.307684499999999872e+01,2.133150530000000060e+02,7.180840480000000525e+02,1.821502560000000130e+02,3.355397290000000226e+02,3.487294650000000047e+02,-3.247723999999999833e+00,3.537611130000000230e+02,6.362247800000000097e+01,7.256626730000000407e+02,2.836828740000000266e+02,2.343967570000000080e+02,3.074195589999999925e+02,-1.151117799999999924e+01,2.730502299999999849e+01,7.147636310000000321e+02,2.038024609999999939e+02,3.126485529999999926e+02,3.514435530000000085e+02,0
3.812480599999999953e+01,6.401604899999999532e+01,1.070223330000000033e+02,1.204878190000000018e+02,-7.244887000000000299e+00,6.033253000000000199e+00,8.303646799999999928e+01,1.262957100000000032e+01,6.754137000000000057e+01,-3.299458000000000002e+00,9.991986999999999952e+00,-4.706971000000000238e+00,6.234174999999999578e+00,3.223234000000000155e+00,-4.753471000000000224e+00,5.111617999999999995e+00,2.283691999999999833e+00,9.419700000000000295e-02,4.688817900000000094e+01,1.907305600000000112e+01,6.777529000000000359e+00,6.312285000000000146e+00,4.461280000000000356e+00,-4.781563000000000230e+00,2.316377000000000130e+00,6.628101599999999394e+01,9.801876099999999781e+01,1.453254699999999922e+01,8.107810600000000534e+01,1.086933600000000055e+01,-1.260032900000000033e+01,1.512877199999999966e+01,3.972278899999999879e+01,3.011033099999999862e+01,6.196748000000000367e+00,3.399081999999999937e+00,0
5.718234600000000256e+01,6.400353699999999435e+01,1.180007870000000025e+02,1.254722000000000008e+02,-1.266486699999999921e+01,1.225133899999999976e+01,6.884637999999999636e+01,1.554401200000000074e+02,-8.804461700000000235e+01,-3.294734700000000061e+01,1.586259340000000009e+02,-1.052324199999999976e+01,2.749633700000000047e+01,8.377401000000000764e+00,-8.903503999999999863e+00,4.688866900000000015e+01,8.854328999999999894e+00,5.168150000000000244e-01,4.202264900000000125e+01,3.043162999999999840e+00,-3.235689999999999955e+00,6.126069000000000209e+00,4.277499999999999858e+00,-6.300943000000000183e+00,2.826058999999999877e+00,6.260557399999999717e+01,8.550604599999999778e+01,8.239598000000000866e+00,7.474602600000000052e+01,5.611235999999999891e+00,-8.127978000000000591e+00,2.042911799999999900e+01,2.909919500000000170e+01,2.618758000000000052e+01,1.750213999999999936e+00,3.718853999999999882e+00,0
5.980240899999999726e+01,6.614672899999999345e+01,1.115271929999999969e+02,1.248701130000000035e+02,-7.916843000000000075e+00,6.361553999999999931e+00,5.883833299999999866e+01,6.850696200000000147e+01,-2.257183099999999953e+01,-2.950016300000000058e+01,1.106217999999999924e+00,-8.016870000000000829e+00,8.908685999999999439e+00,4.248304000000000080e+00,-6.155015999999999821e+00,4.576850000000000307e+00,2.354372000000000131e+00,-6.012729999999999464e-01,5.812591900000000322e+01,1.183303500000000064e+01,2.665561999999999987e+00,4.874842000000000120e+00,2.962362000000000162e+00,-7.052438999999999680e+00,2.830769000000000091e+00,2.791900599999999955e+01,9.725986100000000079e+01,2.485254300000000072e+01,6.642430199999999729e+01,1.398194699999999990e+01,-9.210568999999999562e+00,3.140031499999999909e+01,4.096726900000000171e+01,3.605754699999999957e+01,5.572166000000000174e+00,5.068972999999999729e+00,0
5.632737000000000194e+01,8.316146200000000022e+01,1.104769330000000025e+02,1.185627829999999960e+02,-7.176796000000000397e+00,8.805042000000000257e+00,1.550201460000000111e+02,2.393297600000000003e+01,1.322206260000000100e+02,-6.147675999999999696e+00,2.827497000000000149e+00,-8.696028000000000091e+00,6.804532000000000025e+00,4.397060999999999886e+00,-4.188085000000000058e+00,3.661770999999999887e+00,1.866195999999999966e+00,-1.776189999999999991e-01,5.444323599999999885e+01,1.227559000000000067e+00,-2.456951000000000107e+00,3.916053999999999924e+00,5.379152999999999629e+00,-5.793982999999999883e+00,2.076760999999999857e+00,3.913279500000000155e+01,1.024034410000000008e+02,2.630608600000000052e+01,6.610093799999999931e+01,4.383721999999999674e+00,-2.055507700000000071e+01,3.103527599999999964e+01,5.520896299999999712e+01,3.769922900000000254e+01,2.823818999999999857e+00,4.223310999999999815e+00,0
5.592083399999999926e+01,6.384924699999999831e+01,9.120722299999999905e+01,9.845731899999999825e+01,-9.268259999999999721e+00,2.919442999999999788e+00,1.555000620000000140e+02,4.325089000000000183e+00,1.485908190000000104e+02,-4.724034999999999762e+00,1.079062700000000063e+01,-4.397687999999999597e+00,8.870684999999999931e+00,3.282741000000000131e+00,-5.467384000000000022e+00,5.680995000000000239e+00,2.123634000000000022e+00,-7.921999999999999875e-02,4.805677399999999722e+01,6.524360999999999855e+00,1.882263999999999937e+00,9.120939999999999159e+00,3.935859000000000218e+00,-6.573229000000000433e+00,3.227479000000000209e+00,5.453283799999999815e+01,7.605176299999999401e+01,8.692667999999999395e+00,6.519726699999999653e+01,8.396663000000000210e+00,-1.132699999999999996e+01,2.519641299999999973e+01,3.813709399999999761e+01,3.073125299999999882e+01,6.250755999999999979e+00,3.993650000000000144e+00,0
1.953593700000000055e+01,4.939443099999999731e+01,5.822811500000000251e+01,8.232728600000000085e+01,-7.190292999999999601e+00,7.880354999999999777e+00,1.405731959999999958e+02,1.291520099999999971e+01,1.228960390000000018e+02,-3.640003000000000100e+00,2.493129999999999846e+00,-7.600782999999999845e+00,6.303105999999999653e+00,2.920123999999999942e+00,-4.446949000000000041e+00,4.916038000000000352e+00,1.695869999999999989e+00,1.404229999999999923e-01,5.060867499999999808e+01,1.138875999999999955e+01,7.322968999999999618e+00,2.293785999999999881e+00,3.198008000000000184e+00,-5.025024000000000157e+00,2.275924999999999976e+00,4.093006400000000156e+01,7.283687199999999962e+01,1.308412700000000051e+01,5.960508500000000254e+01,1.787730000000000041e+00,-8.958175000000000665e+00,3.402060999999999780e+01,5.052329100000000039e+01,4.287706399999999718e+01,2.583572999999999897e+00,2.578516000000000030e+00,0
3.662017000000000078e+00,1.320550599999999974e+01,4.367794700000000319e+01,5.402303700000000219e+01,-5.152261000000000202e+00,9.044978000000000407e+00,1.021388100000000065e+02,6.747775999999999996e+00,9.159210000000000207e+01,-2.356682000000000166e+00,3.916167000000000176e+00,-3.427032000000000078e+00,5.881486999999999910e+00,2.244260000000000144e+00,-2.990892999999999802e+00,3.609684999999999810e+00,1.578521000000000063e+00,6.336400000000000365e-02,3.559451200000000171e+01,-3.196500000000000036e-02,-6.787651000000000323e+00,3.746650999999999954e+00,5.556753999999999749e+00,-5.034366999999999592e+00,2.402193000000000023e+00,2.583399700000000010e+01,4.984918799999999806e+01,9.243354000000000070e+00,3.868126500000000334e+01,1.093595000000000006e+01,-1.206175200000000025e+01,1.284321100000000015e+01,3.935405500000000245e+01,2.240095499999999973e+01,9.480912000000000006e+00,3.593236000000000097e+00,0
1.072646199999999972e+01,2.421087599999999895e+01,2.631394600000000139e+01,4.447500300000000095e+01,-1.189936100000000074e+01,5.805687999999999960e+00,3.885618800000000306e+01,6.178849999999999731e+00,2.826244900000000015e+01,-3.879830000000000112e+00,5.022459999999999702e+00,-6.777809000000000417e+00,6.846680000000000099e+00,3.457638999999999907e+00,-3.789719999999999978e+00,4.578725999999999630e+00,1.930781000000000081e+00,-3.583200000000000274e-02,3.692293999999999699e+01,1.473601900000000064e+01,2.629090999999999845e+00,5.325390999999999764e+00,3.901787000000000116e+00,-4.281596000000000402e+00,2.551711000000000062e+00,1.171907900000000069e+01,5.374210000000000065e+01,1.695397499999999980e+01,3.559204700000000088e+01,7.942647000000000013e+00,-8.459089999999999776e+00,1.901189899999999966e+01,3.202520200000000017e+01,2.627843000000000018e+01,4.168966000000000172e+00,2.716927999999999788e+00,0
-7.185019999999999740e+00,2.621452999999999811e+00,1.617492700000000028e+01,2.694411399999999901e+01,-6.246999999999999886e+00,2.206173999999999857e+00,3.053245300000000029e+01,1.310786099999999976e+01,1.838864399999999932e+01,-4.873673000000000144e+00,5.599338999999999622e+00,-4.247367999999999810e+00,6.177711000000000396e+00,2.651889999999999858e+00,-3.792117000000000182e+00,3.555893000000000193e+00,1.939618000000000064e+00,1.273000000000000000e-02,1.864098600000000161e+01,8.363526999999999489e+00,-1.610916999999999932e+00,6.219655999999999629e+00,5.806616000000000000e+00,-6.339688999999999908e+00,2.957552999999999876e+00,-1.231224699999999928e+01,-2.584763000000000144e+00,3.490635000000000154e+00,-7.035892999999999731e+00,9.283296999999999244e+00,-1.593373700000000071e+01,2.225172999999999845e+00,1.264993300000000076e+01,6.012996000000000230e+00,5.719631999999999827e+00,5.110949999999999882e+00,0
