@relation dwt_64_ert

@attribute a0 numeric
@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute class {0,1,2,3,4,5,6,7}

@data
30,59.35075,96.72875,84.857313,-109.692,-75.488,-99.114813,133.56875,176.46475,160.516125,67.637592,26.32477,11.586967,697.925,766.5075,741.09625,276.878,382.5905,345.373063,35.489879,1
31,61.1575,102.78325,79.083438,-118.7015,-75.48825,-94.024813,139.233,198.4865,169.836313,67.292877,26.427668,11.223937,705.525,756.0325,725.558125,325.855,389.8925,359.722938,34.79079,1
32,63.574,82.495,73.870875,-95.89825,-80.61525,-89.501938,137.76875,193.018,160.504313,58.902348,25.109287,11.634267,698.0475,722.2175,710.674375,330.8335,386.9845,355.400625,33.662455,1
33,82.2755,100.171,94.043,-115.94225,-95.044,-108.862125,170.019,191.4065,184.21025,58.350805,25.321949,10.277322,701.4225,758.615,727.888125,316.92125,415.79625,374.928063,32.560357,1
34,44.82375,85.034,64.367438,-101.8555,-61.40125,-81.304875,156.56725,212.0605,182.653813,61.181354,26.639794,10.975193,673.3425,733.355,690.67625,360.7905,431.13,391.578563,33.602626,1
35,51.17225,78.808,65.4175,-94.165,-65.259,-81.164625,163.42825,215.33225,189.294563,63.460005,27.966446,10.71675,639.9675,698.465,662.4225,372.24375,422.388,394.09875,35.614098,1
36,57.1535,99.16975,73.059063,-114.844,-73.3885,-87.951938,190.60075,218.286,202.606125,69.29505,26.269014,11.756929,617.6725,686.595,653.649375,378.685,454.21975,414.683375,35.472986,1
37,52.368,82.886,66.320938,-98.0955,-67.99325,-81.371938,182.568,221.997,197.674375,69.467231,25.855301,10.972296,581.4475,629.415,607.4825,352.61075,417.48525,383.258375,34.122496,1
38,57.29975,91.602,67.620875,-107.6905,-74.63375,-85.034125,168.286,233.73975,204.363875,66.014782,26.116758,11.737396,551.68475,615.745,575.994938,343.1385,402.5635,374.6705,35.830549,1
39,42.261,84.619,61.621125,-101.24525,-59.7415,-77.874938,169.33575,210.5955,191.851813,61.560716,27.257651,11.19079,508.744,556.8095,541.155063,348.4875,427.8285,392.802688,36.491733,1
40,44.3605,90.82025,60.028,-107.03125,-59.32575,-75.6225,175.87875,217.38275,193.719313,57.797141,25.465549,11.431923,490.99125,549.17,515.245563,363.8665,417.18475,391.770938,35.588318,1
41,49.3405,66.43025,55.9325,-81.2985,-64.16025,-71.22175,177.6125,228.71075,204.126,56.105388,26.063713,10.264664,512.814,533.0785,521.1725,405.957,454.319,437.597063,32.928058,1
42,37.81775,77.8325,58.191,-94.82425,-52.36825,-73.461938,173.80325,229.7365,199.54825,69.364347,26.837841,10.9031,501.542,571.536,532.605688,402.0275,466.3795,436.712063,37.032911,1
43,26.953,79.4675,54.241813,-95.14125,-42.285,-70.56875,187.2315,233.47175,210.8095,68.155548,27.156907,10.930829,533.5225,608.2025,566.496875,416.33125,489.76875,449.914813,33.959532,1
44,44.72675,82.66625,60.199188,-99.31625,-61.18175,-75.47,193.28625,239.9415,211.877563,67.810833,24.788064,11.549818,523.41475,575.025,549.969125,417.93675,489.28325,453.086688,30.871249,1
45,51.44025,81.4695,64.685125,-99.29175,-65.8695,-80.20025,169.6535,219.77575,192.93825,67.672594,25.655756,11.40856,517.87275,545.24,529.86625,369.3365,435.9155,404.725,33.928877,1
46,67.57825,93.042,80.346688,-109.2285,-80.22475,-94.7815,177.0265,224.04825,201.861688,62.251206,26.472435,11.710116,492.58075,546.0445,525.5375,370.899,466.37975,421.703188,34.506371,1
0,39.4285,48.90125,43.279938,-64.0135,-54.175,-58.239813,798.98,818.3125,808.186875,59.870731,25.273976,10.171031,1264.0825,1295.4625,1274.41875,339.2325,409.35075,370.861625,33.362675,3
1,35.2785,76.46475,52.038688,-92.481,-50.48825,-67.43175,778.8825,836.985,810.62625,64.841692,25.909815,10.960195,1230.0275,1312.355,1269.17875,329.19875,411.7215,370.184938,36.008925,3
2,36.74325,76.1475,58.361875,-93.4325,-51.70875,-74.011188,795.235,852.98,816.5875,64.806336,25.511707,10.867829,1221.4575,1290.5475,1264.238125,349.7055,410.25325,376.274313,32.737089,3
3,54.00375,76.074,67.492563,-90.088,-67.041,-81.835875,820.265,830.6375,825.00625,65.184639,24.217168,10.907764,1240.9425,1272.17,1252.03375,366.57975,419.167,386.799375,34.879927,3
4,52.46525,105.66425,75.945938,-119.87275,-66.2355,-89.721625,801.735,849,821.789375,66.984225,25.273932,11.136568,1185.475,1256.42,1229.834375,322.73175,407.95925,350.043313,32.247553,3
5,49.07225,113.13475,89.373688,-127.9785,-65.161,-104.290688,806.155,856.39,834.52125,54.376511,26.354628,10.738385,1192.775,1265.5225,1229.575625,318.06275,394.288,351.866938,38.991162,3
6,75.879,119.8735,96.154938,-134.37475,-88.79425,-111.12075,820.9975,857.96,842.5425,62.773404,26.31795,10.449892,1217.2375,1261.55,1236.951875,313.915,359.86475,344.305563,32.872884,3
7,88.91575,110.49825,104.058813,-125.41475,-104.05225,-118.206563,808.695,852.83,827.930625,62.699158,25.221072,10.231349,1220.0225,1261.425,1235.26375,286.20675,368.40725,335.210938,31.905489,3
8,84.08225,130.322,115.19775,-145.6055,-99.80425,-130.242875,809.915,863.255,831.4775,68.260553,25.76445,11.03794,1237.55,1277.05,1265.366875,330.78625,394.288,350.281,36.489541,3
9,90.088,149.096,119.561688,-165.21,-105.347,-134.478875,800.095,843.8725,820.863125,71.884475,26.338574,11.366123,1258.08,1338.475,1294.4625,316.45425,387.74625,347.344625,33.258942,3
10,108.25175,159.49725,135.638375,-176.001,-122.2165,-151.708813,787.3475,838.525,805.17,60.454094,24.633675,11.461435,1295.4625,1377.1,1335.44875,312.67175,370.2375,328.327125,31.433554,3
11,129.1505,173.26675,157.0375,-189.5995,-143.72525,-172.869938,791.7675,842.1875,812.070625,69.745477,24.833142,11.12121,1361.5975,1413.475,1385.276875,307.5935,335.64625,321.117625,33.19748,3
12,139.67275,165.088,152.282813,-181.4455,-154.7365,-167.712563,775.585,819.0625,795.285625,58.417627,25.335105,10.510371,1390.235,1447.1425,1421.485,266.72225,349.439,318.041375,34.509589,3
13,136.20625,176.07425,153.466875,-192.94425,-150.757,-169.482625,752.62,817.065,786.03625,56.58622,26.657802,10.088195,1425.1975,1498.7275,1453.68125,261.54875,345.2865,297.618688,33.733944,3
14,132.7885,181.104,165.826688,-197.70525,-148.77925,-182.147375,759.71,794.4825,781.2125,65.082108,25.071283,10.628208,1459.47,1529.055,1489.866875,276.002,296.5815,286.7065,32.836368,3
15,130.4445,170.87375,150.842125,-190.33225,-148.0955,-167.7795,734.375,789.7275,760.83,72.750681,25.357173,10.914922,1502.9525,1532.96,1514.93625,254.05225,346.706,287.860875,32.499945,3
16,145.28825,188.13475,164.563,-203.44225,-158.7895,-180.194125,707.18,770.3825,741.033125,63.834065,25.737272,11.113747,1511.06,1551.5425,1539.244375,253.73475,341.2575,294.926875,31.964674,3
17,151.17175,201.58725,173.443688,-217.7735,-168.9205,-190.319813,698.275,739.2525,718.463125,65.771537,26.533232,11.162193,1513.45,1574.8525,1542.255,248.60625,300.3905,273.869875,38.194739,3
18,171.11775,191.0645,183.544813,-206.958,-186.2305,-199.078313,673,714.5275,700.855,58.417627,24.698924,11.269117,1513.5525,1550.9475,1536.504375,237.915,300.17075,266.754438,35.948931,3
19,183.42225,203.39375,194.225938,-219.21375,-199.3405,-209.899938,664.425,715.3275,696.201875,57.074124,24.7991,10.111654,1515.0325,1568.9225,1545.631875,233.95975,332.5195,283.704063,32.134452,3
20,160.18,203.247,184.96675,-220.0685,-176.9295,-200.592188,646.34,695.07,673.66875,62.119331,25.4854,10.467045,1510.3325,1555.7375,1536.336875,280.10025,340.089,309.844688,32.501995,3
21,174.14525,207.05575,190.630938,-222.60725,-190.0875,-206.060563,625.56,688.475,657.62375,62.94311,27.348549,10.648674,1505.5375,1562.4,1530.07125,278.4675,351.34,303.880875,33.071211,3
22,182.2505,199.87775,189.18425,-214.5995,-195.239,-203.387375,621.345,676.4925,656.27125,62.352676,24.81068,11.035931,1511.5725,1541.775,1526.538125,272.82425,349.65875,319.262563,32.943513,3
23,166.0405,188.6965,175.683563,-204.809,-182.17825,-191.8945,614.4,630.93,623.0675,67.394347,24.541334,10.819451,1496.535,1543.51,1516.689375,315.52825,374.53825,349.6105,34.098135,3
24,158.813,196.2405,177.25225,-212.52425,-172.119,-191.979875,582.395,634.11,606.4325,61.493541,26.529491,11.448401,1493.9675,1549.925,1525.443125,327.07475,419.3145,370.6545,33.546034,3
25,161.42625,190.45425,178.314313,-204.5655,-177.8325,-193.652688,563.455,637.43,609.028125,61.115239,26.643504,10.92463,1507.1325,1553.9775,1528.826875,342.77475,410.83975,378.179563,35.765312,3
26,163.08575,194.165,171.9665,-210.35175,-174.8535,-185.736188,549.1725,590.2575,574.07875,56.830172,24.488395,10.507039,1502.7075,1537.2275,1521.82,324.56175,403.56925,364.742,32.776875,3
27,173.047,180.322,176.10475,-194.8,-185.937,-190.22825,552.1925,583.96,571.151875,57.141299,25.353824,10.018809,1501.6625,1556.5175,1532.813125,324.563,418.96825,380.40825,34.977166,3
28,161.76775,189.209,175.268625,-204.05275,-175.977,-189.4105,519.70125,579.12,545.171688,65.601125,26.212329,10.816389,1495.6325,1561.23,1525.763125,306.8115,392.7735,340.313125,35.148501,3
29,158.73975,199.9265,181.5855,-213.6475,-174.34125,-196.276938,497.43525,545.41225,519.213063,62.667692,26.174904,10.538695,1521.9775,1547.56,1535.736875,328.31675,358.68825,344.005125,35.18693,3
30,167.6025,208.9845,184.802125,-222.754,-182.81225,-198.29725,498.58625,516.41025,507.100375,67.949073,24.332264,11.209573,1516.5075,1575.9275,1552.398125,327.1975,388.67075,366.661438,32.27549,3
31,166.72375,200.8055,182.141313,-212.71975,-181.641,-196.106063,463.06225,497.70575,472.558625,62.669813,25.196732,10.941854,1510.3275,1580.4675,1548.1075,296.022,382.91225,336.65275,34.90049,3
32,172.412,207.446,187.267938,-220.8985,-187.4995,-201.3365,435.59725,487.15675,461.927563,58.863811,25.918633,11.266844,1558.4675,1583.155,1569.303125,329.63975,375.82975,356.995563,34.832638,3
33,159.08225,186.93925,177.637063,-203.247,-175.48825,-192.504875,409.013,458.74125,441.97875,58.352926,26.573973,10.546737,1543.8475,1624.8775,1585.644375,341.18725,428.466,379.223813,35.302551,3
34,158.4225,187.939,172.210438,-200.7815,-174.75625,-188.171688,405.02775,428.486,417.160938,61.766838,25.196328,10.527329,1551.4875,1603.7575,1579.303125,347.26375,401.0725,373.887938,33.051116,3
35,160.15625,206.15225,180.438063,-223.02275,-174.12125,-195.617813,384.56775,446.97025,424.082813,61.521825,25.38319,10.545133,1559.1825,1626.59,1598.97125,363.01125,433.522,403.162375,35.716178,3
36,146.58225,193.43275,168.115313,-207.95875,-160.376,-182.65375,399.48475,456.19975,423.3505,66.77174,25.96685,11.058212,1585.52,1620.0425,1598.08625,388.50025,428.10025,408.25175,33.869002,3
37,147.7785,197.7785,168.90275,-210.81525,-163.6475,-183.65475,385.4725,421.04725,405.829875,66.947102,25.547691,11.296516,1551.0275,1601.49,1575.8375,370.23975,430.12125,403.8385,30.755498,3
38,150.2195,167.65175,160.101563,-184.6435,-165.13625,-175.27425,392.14075,417.6755,403.112,68.360962,24.194023,11.109496,1565.33,1601.5625,1583.069375,382.4935,464.18425,426.427938,33.560158,3
39,152.09925,180.3465,162.0055,-197.07,-167.43175,-177.215563,361.5215,406.00925,380.482063,62.041549,25.13049,11.307543,1542.775,1573.37,1559.163125,353.12575,394.82225,375.146688,36.726036,3
40,140.45425,166.11325,151.465,-183.39825,-155.7865,-167.096063,342.31025,396.461,369.8545,51.719911,26.577662,10.586926,1521.6825,1583.6675,1555.8525,364.74775,422.6335,390.5165,36.816836,3
41,129.1265,165.845,147.772563,-180.95725,-143.2615,-162.84175,337.8915,383.81375,370.294063,62.286915,26.553826,10.500692,1520.045,1605.7625,1565.63625,363.8695,419.53025,398.687125,30.315344,3
42,123.75525,152.27025,140.82025,-166.968,-141.5285,-157.3915,355.41925,375.14675,364.869375,68.015541,25.602165,10.520109,1537.26,1575.2925,1551.924375,366.6025,402.195,382.739625,38.689293,3
43,162.988,181.5435,173.431375,-197.33875,-178.833,-189.208813,340.03975,385.95675,365.666688,65.21858,25.433035,11.013267,1505.1,1572.1975,1541.840625,305.932,404.395,357.487688,30.449293,3
44,156.299,196.8995,176.141313,-212.23175,-171.24,-190.881375,328.3205,382.05775,353.674375,69.084333,26.42785,11.682122,1542.8925,1598.17,1568.229375,336.4025,395.04575,365.010063,34.446677,3
45,150.2195,187.8175,164.428688,-205.8105,-167.1875,-181.653063,317.6275,355.73625,341.882188,63.117058,24.136038,11.310426,1535.545,1570.8025,1557.65375,340.7945,369.65175,357.554875,32.602032,3
46,149.4385,175.51275,162.573375,-191.33325,-166.43075,-178.070125,312.4025,364.4795,337.366188,62.46157,24.756427,10.625072,1555.2025,1585.565,1571.904375,379.0755,428.102,398.083625,34.813589,3
47,144.50675,181.2015,160.418813,-197.0945,-161.76825,-175.952188,294.50675,349.87975,316.998813,62.008315,25.800823,10.257488,1527.17,1567.31,1543.0975,326.2455,366.11375,349.194625,34.185298,3
48,145.31225,174.219,161.065625,-189.06225,-160.913,-176.684438,278.93275,321.48375,301.385688,60.354039,26.710346,10.21357,1507.52,1566.5,1532.499375,343.84775,443.31225,380.901875,33.352448,3
49,152.197,191.01575,168.621688,-204.126,-169.7505,-183.313063,266.57875,316.40475,288.800438,64.321968,25.416198,11.181842,1463.6225,1518.8725,1494.096875,369.45825,433.7175,395.288313,33.297921,3
50,142.017,188.525,165.655438,-203.4425,-158.4715,-181.054625,255.12725,294.28675,271.221688,71.850534,24.413653,10.708351,1351.61,1453.835,1411.945,361.305,416.91775,387.773813,33.56834,3
51,182.0555,193.506,185.937375,-209.61925,-195.874,-201.318625,247.338,288.32925,265.154813,68.570619,24.892483,11.607019,1306.155,1403.6875,1353.045625,366.0135,424.90475,393.395375,32.939149,3
52,169.751,190.94225,179.998875,-204.76075,-186.08425,-195.654438,206.9095,258.66725,244.439438,65.97978,26.534245,11.038045,1262.8675,1323.925,1292.01625,369.334,467.9675,421.758563,36.326737,3
53,149.21875,196.1915,175.286875,-210.74175,-164.52625,-191.388,174.75525,227.02675,204.67525,60.076853,25.081365,11.162606,1139.645,1233.79,1192.42,386.74275,417.13925,399.168875,31.951555,3
54,181.95825,198.07075,188.671688,-214.62375,-195.97225,-203.576625,184.3505,214.795,199.255313,58.281155,25.313462,10.470449,1083.98,1147.49,1110.198125,376.68075,421.312,403.5925,34.882198,3
55,178.02725,196.43575,189.325188,-211.5965,-193.38375,-204.583688,145.215,208.52025,171.966313,65.945839,26.187289,10.551651,930.9075,1024.2225,979.786875,364.04,454.39425,407.258,35.157947,3
56,168.9205,214.86775,192.016438,-231.07975,-184.717,-208.0325,135.254,176.5865,156.231563,63.701482,27.0038,10.509326,775.5375,912.015,842.37375,381.69075,442.06625,412.731938,34.804014,3
57,168.06675,204.71175,190.692125,-220.84975,-184.03275,-206.793063,130.2985,149.512,139.300688,69.67512,24.660796,11.408449,668.75,767.435,714.88,406.857,465.5535,433.241688,34.585059,3
58,166.016,189.3555,182.623438,-205.02925,-180.835,-198.168875,84.4235,146.2645,101.666188,63.528948,25.328102,11.010643,585.545,648.5825,614.555625,421.18925,476.6075,442.455688,35.148607,3
59,159.96025,204.61425,188.97075,-221.31375,-175.806,-205.109125,53.19825,129.90725,93.54275,62.769869,25.514405,11.811366,506.2295,591.485,550.1675,422.6575,497.5335,457.507438,32.863474,3
60,142.35875,188.23225,164.477625,-203.14975,-160.05825,-180.597,38.62275,84.69225,65.789688,60.110794,27.197189,10.834581,450.784,536.618,496.973,408.25025,471.925,443.602438,37.501075,3
61,141.6015,176.9045,163.31175,-190.69875,-157.83725,-178.302125,-0.8295,55.2485,33.734188,57.107004,24.747485,10.328222,455.248,499.39075,480.365,403.442,458.5465,432.606375,32.314835,3
62,133.78875,183.12975,157.025063,-199.3165,-151.02525,-173.101688,-3.05125,58.2515,20.593313,64.081198,25.543538,10.309211,452.46525,521.38875,493.365375,428.0075,499.09425,478.265,37.341457,3
63,118.677,151.001,135.064563,-167.871,-134.88825,-150.75725,-41.504,-0.48825,-22.204625,66.636682,26.649682,10.743976,431.591,510.79175,474.517875,439.94425,517.556,486.029313,34.507519,3
64,129.15025,146.48425,141.052188,-163.086,-144.8235,-157.012688,-84.204,-22.1195,-53.076125,66.636682,25.85444,10.883894,463.86725,502.8835,484.888688,455.05425,544.848,491.49275,38.884394,3
65,134.009,156.07925,144.586188,-171.87525,-149.21925,-160.693625,-96.46,-55.93225,-76.84925,67.706889,24.329778,11.343771,464.16175,496.94675,484.356813,466.259,499.34225,481.182313,30.903143,3
66,112.4515,146.89925,130.896,-162.06025,-127.4175,-145.788688,-124.92675,-86.32875,-111.11475,63.667541,24.988114,11.099404,445.385,505.2205,478.983813,454.296,503.9765,471.80775,28.764949,3
67,121.14225,150.805,138.0735,-167.7495,-139.38,-154.992813,-180.24925,-114.6975,-149.621813,59.075236,27.051664,10.946067,466.16375,533.44875,506.37975,410.54725,472.8235,445.690875,31.510089,3
68,115.43,146.48475,132.324375,-163.452,-131.7625,-148.260313,-217.261,-171.2895,-185.498063,58.868054,26.647032,10.720114,510.719,585.3725,540.851063,381.8355,458.80825,429.526563,33.462755,3
69,98.0715,127.54,112.542813,-142.84675,-118.0175,-129.803375,-287.1085,-227.222,-248.980313,64.735626,25.203534,10.384953,511.7605,569.024,537.084125,416.40675,485.4935,452.985313,29.45057,3
70,102.93025,130.63925,113.208,-148.9255,-122.68,-131.048375,-315.7485,-247.949,-293.713625,68.568498,26.397457,10.90834,521.7745,557.15225,539.794313,385.9405,446.532,409.16125,39.599441,3
71,94.21375,114.38,103.46675,-132.2515,-112.2065,-121.215875,-372.09175,-312.2065,-343.059563,66.877806,26.451122,11.263332,518.847,577.03175,549.055813,350.04575,440.91525,410.375813,33.979099,3
72,65.01475,103.51575,90.649563,-120.2635,-81.812,-107.293688,-411.7925,-369.2835,-388.677875,68.501323,25.519445,11.521686,501.5615,580.54275,549.04075,439.058,523.63025,473.662,32.497324,3
73,74.70675,115.79575,91.394,-133.03275,-92.0895,-108.227625,-438.8695,-389.5485,-410.901188,68.051957,25.55891,11.338491,483.40275,539.35325,505.201313,447.56075,511.45075,470.026438,33.433766,3
74,61.572,106.4205,88.989125,-121.5575,-78.711,-104.821813,-477.392,-402.5405,-445.49575,55.589553,25.082942,10.575686,412.25875,488.965,439.002625,382.985,480.15325,419.862125,38.82085,3
75,72.70525,98.315,81.201125,-114.429,-87.06125,-97.363625,-482.25425,-430.6125,-455.9375,55.866739,26.443714,10.205072,344.677,436.7915,389.575563,460.25725,524.11825,486.01125,33.478195,3
76,27.92975,69.8485,51.477,-85.5955,-43.457,-67.089875,-499.2885,-452.97625,-469.309188,64.048672,26.320325,10.849733,286.915,346.72825,319.342625,548.1905,646.5325,581.29875,36.047807,3
77,7.324,35.64425,21.435688,-50.1955,-23.535,-36.517313,-507.22575,-473.485,-491.075188,68.567437,26.050099,10.757365,240.91825,284.17875,265.075813,553.7885,621.3845,585.933563,37.247975,3
78,22.07,45.70325,36.071625,-62.69525,-37.10975,-50.946063,-525.09775,-482.51775,-501.4475,65.325353,25.776514,11.102179,249.1455,306.95675,283.215125,493.527,578.687,536.925125,34.261394,3
79,19.971,63.086,41.906875,-76.44075,-34.13075,-55.5725,-534.24875,-473.635,-505.65825,67.186104,26.525626,11.251845,298.06975,364.86775,320.2695,456.17825,529.515,485.179375,38.489804,3
80,24.26775,49.194,36.65175,-63.2815,-39.258,-51.324625,-554.95975,-512.86525,-533.483938,63.459652,25.480106,12.092699,261.743,315.3555,289.85575,375.31625,433.10475,413.123188,32.60549,3
81,34.78975,46.338,41.027688,-63.013,-47.143,-56.036438,-561.28,-511.79125,-542.089688,58.836941,25.802236,10.355628,239.30625,294.0915,262.591375,316.773,433.15325,380.107813,33.017635,3
82,17.2365,39.3555,29.754625,-55.29825,-31.3965,-44.446063,-573.8525,-522.4425,-550.165625,60.390455,25.477925,10.378872,221.7285,268.9695,244.830375,352.2435,424.83125,387.727188,36.930224,3
83,18.2375,40.38075,29.93775,-56.9335,-34.96125,-45.709188,-562.718,-522.0715,-545.190438,60.492278,27.164706,10.417981,213.89175,260.1315,236.999625,342.50375,438.88825,386.070438,34.522431,3
84,74.9025,105.4925,88.549625,-122.85175,-91.9925,-105.3285,-561.98475,-512.0095,-538.230563,66.156203,24.837852,11.261998,307.34875,343.23925,327.056875,219.06825,326.83175,261.486813,35.387816,3
85,79.4435,90.18575,85.065,-106.05525,-95.75175,-101.184063,-561.7725,-518.21925,-531.930625,65.701887,25.331584,10.826585,287.45325,346.55925,312.226625,185.62125,273.97625,219.318313,36.28023,3
86,65.21025,100.83,83.02625,-117.23625,-82.1775,-99.511438,-531.75925,-484.3265,-504.667688,63.870834,25.475757,11.348215,299.82875,355.7125,328.625438,201.3175,266.649,235.558375,36.254471,3
87,66.21125,99.341,79.577625,-118.189,-82.9345,-96.47225,-521.709,-480.4955,-497.534938,61.079884,26.296511,10.968427,285.571,350.487,325.18875,210.987,279.1005,247.424,36.381335,3
88,47.6805,80.49325,63.140875,-95.825,-62.98825,-78.86975,-505.71075,-465.259,-491.161813,55.313428,24.881172,11.034735,299.68325,343.65,317.412375,213.4275,294.433,259.276813,32.515975,3
89,54.56525,71.77725,62.683125,-86.62075,-69.3845,-77.465563,-493.11125,-455.22225,-473.626063,58.316864,25.182712,10.172233,305.71125,346.31325,331.037438,242.47975,316.47875,290.977625,33.133575,3
90,48.828,87.45175,70.239563,-101.26925,-62.549,-83.990438,-494.799,-449.02425,-476.471375,65.496826,26.239855,10.766596,313.1845,368.82375,345.636625,268.79875,328.639,298.230625,34.26536,3
91,54.8095,95.996,74.62775,-111.499,-71.53325,-90.399125,-507.25325,-459.033,-487.743563,64.079077,26.569602,10.944143,333.64125,391.50475,357.177375,281.56625,332.42325,302.550813,38.187802,3
92,35.7665,76.70925,55.456688,-91.6995,-52.05125,-70.770438,-500.172,-464.7465,-481.494125,67.089584,24.264813,11.212644,332.95825,397.80375,359.735063,401.50925,545.33475,472.014375,31.651067,3
93,20.31225,44.11625,34.057563,-57.666,-33.374,-47.83925,-508.64375,-461.597,-489.55075,63.667895,24.581726,11.235682,238.452,307.0325,268.444875,464.20725,528.70825,491.130625,32.132395,3
94,30.8835,60.91275,42.291188,-76.392,-45.92325,-57.3,-535.2315,-465.0615,-503.032313,60.97205,25.443842,11.383173,156.32325,268.94425,209.814063,448.16725,519.7565,482.5195,34.087092,3
