@relation Sub1_A_32_ERT

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute class {0,1}

@data
6.055725999999999942e+00,3.022520000000000095e+00,-4.734682200000000307e+01,6.837534999999999918e+00,1.916820600000000141e+01,7.159076999999999913e+00,1.059566300000000005e+01,-1.453494099999999989e+01,8.238659999999999428e+00,-1.116859200000000030e+01,1.086313299999999948e+01,6.424895000000000245e+00,1
4.598923000000000094e+00,6.917806999999999817e+00,-7.995322600000000079e+01,4.999563000000000201e+00,3.215832900000000194e+01,5.938543000000000127e+00,1.946515499999999932e+01,-2.978973999999999833e+01,1.330224199999999968e+01,-2.438985500000000073e+01,1.188369199999999992e+01,8.752342999999999762e+00,1
3.684582999999999942e+00,4.946209999999999773e+00,-1.596296759999999892e+02,-8.916895100000000696e+01,2.963379799999999875e+01,5.946240900000000096e+01,3.028871600000000086e+01,-1.158755299999999977e+01,6.197103000000000250e+00,-1.180610000000000070e+01,1.885976099999999889e+01,7.426496000000000208e+00,1
3.071083999999999925e+00,4.814155999999999658e+00,-5.168628100000000103e+01,1.620886999999999967e+00,2.127734399999999937e+01,3.810060099999999750e+01,3.689021799999999729e+01,-2.272259800000000141e+01,1.154855799999999988e+01,-8.983513999999999555e+00,5.846494999999999997e+00,4.719286000000000314e+00,1
4.152364999999999640e+00,6.564509000000000150e+00,-1.501035399999999953e+01,7.390834599999999455e+01,4.270715599999999768e+01,5.858165999999999762e+00,7.788847999999999772e+00,-4.300721000000000060e+01,1.922269899999999865e+01,-1.330529600000000023e+01,1.047518200000000022e+01,5.600749000000000422e+00,1
2.968780999999999892e+00,2.807510999999999868e+00,-1.114359400000000022e+01,2.833585100000000168e+01,1.557937399999999961e+01,4.130352200000000096e+01,2.680603400000000036e+01,-1.496601500000000051e+01,7.239124999999999588e+00,-4.790058000000000149e+00,1.221799399999999913e+01,4.582468999999999681e+00,1
3.752257000000000176e+00,5.878247000000000000e+00,-1.606493179999999938e+02,-6.457135000000000069e+00,5.988957599999999815e+01,2.042999599999999916e+01,2.029248199999999969e+01,-1.845499900000000082e+01,1.203444000000000003e+01,-1.003866499999999995e+01,1.175711399999999962e+01,6.024802000000000213e+00,1
2.911713000000000218e+00,2.352021999999999835e+00,-2.862149519999999825e+02,-9.683247400000000482e+01,8.117717600000000289e+01,3.145534100000000066e+01,2.857157000000000124e+01,-1.633088700000000060e+01,1.195354299999999981e+01,-6.764672000000000018e+00,8.645139000000000351e+00,4.923521000000000036e+00,1
3.066898999999999820e+00,4.275506000000000029e+00,3.747891599999999812e+01,3.321482980000000111e+02,1.173814990000000051e+02,4.010730999999999824e+00,3.744709000000000287e+01,-5.550492700000000212e+01,1.881352400000000102e+01,-2.274532699999999963e+01,7.891907999999999923e+00,7.801631000000000427e+00,1
1.873513999999999902e+00,2.963916999999999913e+00,1.607827560000000062e+02,3.000530009999999947e+02,5.107486200000000309e+01,1.589130499999999913e+01,1.458782599999999974e+01,-1.694319199999999981e+01,1.380306500000000014e+01,-5.838014000000000259e+00,9.512686000000000419e+00,4.441461999999999577e+00,1
4.072524999999999729e+00,3.991356999999999822e+00,1.706335420000000056e+02,4.030044419999999832e+02,1.093332750000000004e+02,2.963315199999999905e+01,4.767517899999999997e+01,-6.626082800000000361e+01,2.835199700000000078e+01,-2.370923000000000158e+01,1.509140799999999949e+01,1.002030799999999999e+01,1
1.495057999999999998e+00,2.722590999999999983e+00,2.575164700000000266e+02,3.942113879999999995e+02,5.509865500000000083e+01,6.215839100000000172e+01,4.307905199999999724e+01,-5.936411999999999800e+00,8.562604000000000326e+00,-1.218003099999999961e+01,1.287299999999999933e+01,6.303161000000000236e+00,1
1.950714999999999977e+00,3.151244000000000156e+00,2.214078230000000076e+02,3.951863149999999791e+02,7.014295900000000472e+01,3.973320700000000016e+01,6.761874500000000410e+01,-3.509383400000000108e+01,1.901832299999999876e+01,-3.328705699999999723e+01,1.780769599999999997e+01,1.158443300000000065e+01,1
4.227496999999999616e+00,5.234151999999999916e+00,-1.159367699999999957e+01,1.268497490000000028e+02,5.579355600000000237e+01,3.851453399999999760e+01,2.393662700000000143e+01,-1.634735799999999983e+01,1.448009899999999917e+01,-6.751777999999999835e+00,1.184811999999999976e+01,5.877111000000000196e+00,1
4.664183999999999664e+00,5.668581999999999788e+00,-8.276524499999999307e+01,1.876884999999999915e+00,3.083166399999999996e+01,3.005575100000000077e+01,2.852843999999999980e+01,-1.894274899999999917e+01,1.088345200000000013e+01,-1.830660400000000010e+01,1.101858900000000041e+01,7.253302999999999834e+00,1
3.266826000000000008e+00,4.748467999999999911e+00,-2.376233489999999904e+02,-1.802872100000000088e+01,8.510762699999999370e+01,2.249155299999999968e+01,4.457632199999999756e+01,-4.890803100000000114e+01,2.202907300000000035e+01,-3.212696900000000255e+01,2.479746700000000104e+01,1.130766200000000055e+01,1
4.963777000000000328e+00,6.330646999999999913e+00,-1.266224809999999934e+02,3.907278800000000274e+01,5.884917399999999787e+01,7.418073400000000106e+01,4.935793199999999814e+01,-4.628650900000000235e+01,2.605019700000000071e+01,-2.078945799999999977e+01,1.769644100000000009e+01,9.556053999999999604e+00,1
2.338830999999999882e+00,5.356789000000000023e+00,-2.254496080000000120e+02,-6.101123199999999969e+01,6.229822699999999713e+01,3.395587799999999845e+01,2.918511700000000175e+01,-2.313076999999999828e+01,1.126122699999999988e+01,-1.122018500000000074e+01,7.904123000000000232e+00,5.080725000000000158e+00,1
3.343850999999999907e+00,5.036844000000000321e+00,-1.593629080000000044e+02,-2.360603199999999902e+01,5.383637699999999882e+01,2.690698400000000134e+01,2.516296499999999980e+01,-1.218519500000000022e+01,9.954062999999999661e+00,-9.607359999999999900e+00,1.309090199999999982e+01,7.002933999999999770e+00,1
2.489561999999999831e+00,3.867566000000000059e+00,-1.906594839999999920e+02,-5.281238000000000099e+00,6.693951599999999758e+01,3.544880100000000311e+01,3.177912200000000098e+01,-3.255113699999999710e+01,1.351273899999999983e+01,-1.171491199999999999e+01,1.057179700000000011e+01,6.740401999999999560e+00,1
3.221392999999999951e+00,3.268200000000000216e+00,5.322757699999999659e+01,1.152133149999999944e+02,2.431865799999999922e+01,1.365721899999999955e+01,1.431997199999999992e+01,-1.600328899999999877e+01,7.792104000000000141e+00,-1.177020800000000023e+01,9.945370999999999739e+00,5.377468000000000359e+00,1
3.669974999999999987e+00,5.673670000000000435e+00,-3.688853600000000199e+01,1.464341019999999958e+02,6.775948599999999544e+01,4.887125199999999836e+01,3.400133499999999742e+01,-1.935698000000000008e+01,1.804355699999999985e+01,-1.441232800000000047e+01,1.497291799999999995e+01,7.145158000000000342e+00,1
3.089271999999999796e+00,5.029601000000000433e+00,-1.859742999999999924e+01,3.895015200000000277e+01,2.506505399999999995e+01,4.258971499999999821e+01,3.111660799999999938e+01,-3.566009300000000337e+01,1.726153199999999899e+01,-1.337705099999999980e+01,1.676822200000000151e+01,7.562744000000000355e+00,1
3.113319999999999865e+00,2.666662000000000088e+00,-2.652459850000000188e+02,-1.466821679999999901e+02,4.680033499999999691e+01,2.289920000000000044e+01,2.603310700000000111e+01,-1.447449100000000044e+01,1.064934799999999981e+01,-8.329940999999999818e+00,8.840353999999999601e+00,5.086793000000000120e+00,1
1.500917000000000057e+00,3.223021000000000136e+00,-9.062466100000000324e+01,3.613373899999999850e+01,4.859297999999999718e+01,3.254977900000000091e+01,2.710456699999999941e+01,-2.187146900000000116e+01,1.493463000000000029e+01,-1.112543199999999999e+01,1.108853900000000081e+01,5.974605999999999639e+00,1
2.547111000000000125e+00,3.072772000000000059e+00,-3.338612120000000232e+02,-7.526224200000000053e+01,1.043520469999999989e+02,1.110250139999999988e+02,5.188743099999999941e+01,-2.751406800000000175e+01,2.495354299999999981e+01,-1.376166699999999921e+01,2.152794700000000105e+01,8.205685000000000784e+00,1
4.031679999999999708e+00,4.277046000000000348e+00,-3.033364040000000159e+02,-2.072526560000000018e+02,3.648897300000000143e+01,-4.382247999999999699e+00,1.222367299999999979e+01,-4.785567499999999797e+01,2.517389400000000066e+01,-1.426367600000000024e+01,1.060242599999999946e+01,7.943046999999999969e+00,1
3.229744999999999866e+00,5.548099999999999810e+00,-1.824238300000000095e+02,-7.462938800000000583e+01,4.321383199999999647e+01,2.684304500000000004e+01,1.240852100000000036e+01,-4.998698000000000263e+01,2.633414399999999844e+01,-2.567135000000000034e+01,2.033442700000000158e+01,1.061293299999999995e+01,1
3.199262000000000050e+00,3.900158999999999931e+00,-1.922860970000000123e+02,-9.306370499999999879e+01,3.674919500000000028e+01,5.242642299999999977e+01,3.661628400000000028e+01,-9.627439000000000746e+00,1.408722999999999992e+01,-9.247920999999999836e+00,1.709489299999999901e+01,7.372994000000000270e+00,1
3.945600999999999914e+00,3.917858999999999980e+00,-1.324191979999999944e+02,-4.820596700000000112e+01,3.324830899999999900e+01,1.953527800000000170e+01,1.567177700000000051e+01,-1.220834499999999956e+01,1.038053500000000007e+01,-8.919688000000000727e+00,6.699278999999999762e+00,4.089610000000000412e+00,1
4.144555000000000433e+00,5.001293000000000433e+00,-6.801255899999999599e+01,-4.452824600000000288e+01,8.434832999999999359e+00,1.967396400000000156e+01,2.212603100000000111e+01,-2.101966200000000029e+01,1.088555000000000028e+01,-8.190224999999999866e+00,9.343987999999999516e+00,5.371967999999999854e+00,1
3.257258999999999904e+00,3.515557999999999961e+00,4.428354600000000119e+01,1.887664100000000076e+02,5.705551799999999929e+01,3.576119700000000279e+01,2.317925800000000081e+01,-2.299504999999999910e+01,1.144702599999999926e+01,-1.608229599999999948e+01,9.777364999999999640e+00,5.449171999999999905e+00,1
2.728899999999999881e+00,1.767080999999999902e+00,-3.178032500000000127e+01,4.426765000000000327e+01,3.009212000000000131e+01,1.465376400000000068e+01,1.743602399999999975e+01,-8.345148000000000010e+00,9.590120000000000644e+00,-7.125848999999999656e+00,8.114530999999999494e+00,3.909962000000000160e+00,1
4.858253000000000377e+00,5.485381000000000284e+00,-7.943249999999999478e-01,2.148397099999999966e+02,7.848823400000000561e+01,7.242038900000000012e+01,5.229780000000000229e+01,-2.161940799999999996e+01,1.712994799999999884e+01,-1.590122000000000035e+01,1.357953499999999991e+01,7.308220000000000383e+00,1
4.668262000000000356e+00,3.300161000000000122e+00,5.859887400000000213e+01,2.449404820000000029e+02,7.308823300000000245e+01,2.834309899999999871e+01,3.005492200000000125e+01,-2.883937600000000145e+01,1.961066399999999987e+01,-1.530536200000000058e+01,1.303215299999999921e+01,7.057534999999999670e+00,1
2.778162000000000020e+00,4.642002999999999879e+00,-9.941639399999999682e+01,1.417335789999999918e+02,1.005750720000000058e+02,6.237639999999999674e+01,4.388738399999999729e+01,-2.324515399999999943e+01,1.933725300000000047e+01,-1.062498899999999935e+01,1.557513199999999998e+01,7.751484999999999737e+00,1
1.991403999999999952e+00,5.597589000000000148e+00,-3.854774700000000109e+01,1.625435879999999997e+02,8.533627699999999550e+01,1.105488199999999921e+01,1.311861999999999995e+01,-3.051761099999999871e+01,1.863293099999999924e+01,-2.046528999999999954e+01,8.368724000000000274e+00,7.184453000000000422e+00,1
4.859892999999999574e+00,5.581527999999999601e+00,4.792322899999999919e+01,1.909305980000000034e+02,5.200491900000000101e+01,4.851878200000000163e+01,1.580732800000000005e+01,-1.950765699999999825e+01,1.359562099999999951e+01,-2.015640300000000096e+01,1.729414900000000088e+01,9.618945999999999330e+00,1
3.050161000000000122e+00,6.677561999999999998e+00,-7.734010100000000421e+01,5.664048300000000324e+01,5.177067199999999758e+01,5.823826600000000298e+01,5.532911800000000113e+01,-3.663054100000000091e+01,1.903136599999999845e+01,-1.648972099999999941e+01,1.498604100000000017e+01,7.787687000000000026e+00,1
3.228295000000000137e+00,4.221063000000000009e+00,2.239535940000000096e+02,3.383213319999999840e+02,4.263512800000000169e+01,5.827822900000000317e+01,4.604442800000000346e+01,-2.338130500000000112e+01,1.654197399999999973e+01,-1.477165899999999965e+01,1.641008499999999870e+01,7.678158999999999956e+00,1
3.876071000000000044e+00,4.930438999999999794e+00,1.184256000000000064e+01,1.402278819999999939e+02,4.637982600000000133e+01,4.410496200000000044e+01,2.293505899999999897e+01,-2.137087999999999877e+00,9.205852000000000146e+00,-6.910662000000000305e+00,1.458148000000000089e+01,6.568497999999999948e+00,1
3.878821999999999992e+00,4.952847000000000222e+00,-7.183435199999999554e+01,8.595370900000000347e+01,6.623774799999999630e+01,9.492231999999999559e+00,1.731975200000000115e+01,-1.343063700000000082e+01,1.201362300000000083e+01,-1.105852400000000024e+01,1.136456100000000013e+01,6.385806999999999789e+00,1
3.835141999999999829e+00,3.605806999999999984e+00,-2.067882419999999968e+02,-5.615370000000000061e+01,5.457301499999999805e+01,2.509154099999999943e+01,1.797597299999999976e+01,-1.413677999999999990e+01,9.968026999999999305e+00,-2.009828399999999959e+01,1.227486299999999986e+01,8.304731000000000307e+00,1
2.977513000000000076e+00,5.294563000000000130e+00,-8.867928200000000061e+01,-7.266385599999999556e+01,6.138997999999999955e+00,2.335090500000000091e+01,1.343752300000000055e+01,-1.308099499999999971e+01,5.849510000000000431e+00,-6.672451999999999828e+00,6.756630000000000358e+00,3.671857000000000149e+00,1
4.676889000000000074e+00,5.479986000000000246e+00,-9.707546899999999823e+01,1.036294860000000000e+02,7.268252699999999322e+01,4.976762099999999833e+01,3.144909900000000036e+01,-1.626161700000000110e+01,1.314697999999999922e+01,-1.365309599999999968e+01,1.789908199999999994e+01,7.998394000000000226e+00,1
2.771180000000000199e+00,3.862314000000000025e+00,1.068247099999999961e+02,2.164847239999999999e+02,4.523363200000000006e+01,3.494998100000000107e+01,2.829360099999999889e+01,-1.108263299999999951e+01,1.190832100000000082e+01,-1.153664900000000060e+01,9.247047999999999490e+00,6.401150999999999591e+00,1
3.137430999999999859e+00,3.549948999999999799e+00,-8.175481000000000620e+01,4.719928800000000280e+01,4.743996899999999783e+01,3.835941600000000307e+01,1.763038099999999986e+01,-2.092218799999999845e+01,1.682654300000000092e+01,-1.674375399999999914e+01,1.187069400000000030e+01,7.411431000000000324e+00,1
5.738599999999999923e+00,4.780541999999999625e+00,-2.355179290000000094e+02,-1.217508800000000058e+01,8.010096199999999556e+01,5.180201199999999773e+01,2.600842799999999855e+01,-4.955278700000000214e+01,1.822643300000000011e+01,-1.385727699999999984e+01,1.723884800000000084e+01,8.497918000000000305e+00,1
3.253706000000000209e+00,3.335164999999999935e+00,-1.115748760000000033e+02,5.748407999999999873e+01,6.698960099999999329e+01,1.551911699999999961e+01,1.775378200000000106e+01,-2.290490199999999987e+01,1.333392100000000013e+01,-1.405540099999999981e+01,1.348510899999999957e+01,6.761959000000000053e+00,1
4.677183000000000312e+00,6.234181000000000417e+00,-9.600054299999999330e+01,9.623556299999999908e+01,7.279755699999999763e+01,4.419005800000000050e+01,4.195082299999999975e+01,-1.156938000000000066e+01,1.128783899999999996e+01,-1.236108100000000043e+01,9.014801000000000286e+00,5.991678000000000281e+00,1
3.044242000000000115e+00,5.896895999999999916e+00,-9.869616399999999601e+01,3.547098100000000187e+01,5.322783499999999890e+01,-2.538523000000000085e+00,2.016044000000000125e+01,-3.377402200000000221e+01,1.222943399999999947e+01,-1.275297300000000078e+01,7.617822000000000315e+00,5.422278000000000375e+00,1
2.509545000000000137e+00,3.380008999999999819e+00,-1.078882499999999993e+02,4.954563300000000226e+01,6.818282700000000318e+01,1.518506799999999934e+01,1.081508799999999937e+01,-2.734252100000000141e+01,1.272713899999999931e+01,-1.109002899999999947e+01,9.683514999999999873e+00,6.426492999999999789e+00,1
3.189058999999999866e+00,1.821253000000000011e+00,-9.412601000000000440e+00,3.514102520000000140e+02,1.432573940000000050e+02,1.781728299999999976e+01,3.135334800000000044e+01,-3.304868299999999692e+01,1.312210600000000049e+01,-2.598669100000000043e+01,1.754967100000000002e+01,1.147631699999999988e+01,1
3.046737999999999946e+00,4.502269000000000077e+00,1.808430979999999977e+02,3.370900619999999890e+02,5.995663199999999904e+01,4.240891599999999784e+01,8.809030999999999167e+00,-1.546496100000000062e+01,1.476693599999999940e+01,-1.334671200000000013e+01,1.377823700000000073e+01,6.927319999999999922e+00,1
3.531320000000000014e+00,4.335816999999999588e+00,-4.870228699999999833e+01,1.091007599999999940e+02,6.368836799999999698e+01,3.678782000000000352e+01,3.147372199999999864e+01,-4.959311100000000039e+01,2.122393699999999939e+01,-1.739990900000000096e+01,1.219894500000000015e+01,7.955527000000000015e+00,1
3.310953000000000035e+00,6.869527999999999857e+00,-1.627501049999999907e+02,-8.385264599999999291e+01,3.069790300000000016e+01,2.757153599999999827e+01,1.432265199999999972e+01,-3.089967299999999994e+01,1.651008799999999965e+01,-9.759123999999999910e+00,1.203817500000000074e+01,6.624628000000000405e+00,1
2.759901000000000160e+00,2.604013999999999829e+00,-2.339699950000000115e+02,-1.678860870000000034e+02,3.008536700000000152e+01,2.192299699999999874e+01,1.990862200000000115e+01,-2.689670599999999823e+01,1.485355000000000025e+01,-1.073661300000000018e+01,1.144688799999999951e+01,6.167062999999999739e+00,1
5.332144000000000439e+00,4.856834000000000096e+00,-9.069122299999999370e+01,5.609094999999999942e+00,4.062060100000000062e+01,1.883996799999999894e+01,1.621208700000000036e+01,-2.984933200000000042e+01,1.539587500000000020e+01,-1.342342900000000050e+01,1.084441400000000044e+01,8.168946999999999292e+00,1
3.273112999999999939e+00,3.055536000000000030e+00,-9.985958800000000224e+01,2.848841429999999946e+02,1.616525479999999959e+02,1.119697400000000087e+01,2.550266600000000139e+01,-6.770126899999999637e+01,2.500447199999999981e+01,-1.763474400000000131e+01,7.608119000000000298e+00,6.101765000000000327e+00,1
4.409323999999999799e+00,6.451075000000000337e+00,1.643670199999999966e+02,4.079567240000000083e+02,9.859699000000000524e+01,9.317574799999999868e+01,4.704798499999999706e+01,-7.881350000000000300e+00,1.191604300000000016e+01,-1.836814599999999942e+01,1.719247899999999873e+01,9.166715999999999198e+00,1
2.921731999999999996e+00,3.478924999999999823e+00,-8.686079999999999757e+01,1.336746829999999875e+02,8.522079499999999541e+01,5.309319800000000100e+01,5.081533199999999795e+01,-4.537249700000000274e+01,2.482739300000000071e+01,-2.991866600000000176e+01,2.193226699999999951e+01,1.384351099999999946e+01,1
4.044796999999999976e+00,6.408500000000000085e+00,-7.825335200000000668e+01,1.472065910000000031e+02,8.496813600000000122e+01,4.689413499999999857e+01,2.541390699999999825e+01,-4.476376199999999983e+01,2.567340199999999939e+01,-1.526610600000000062e+01,2.322954100000000111e+01,1.028296699999999930e+01,1
3.559549000000000074e+00,4.651462999999999681e+00,-2.444764199999999832e+01,1.251302809999999965e+02,5.528233099999999922e+01,4.091961899999999730e+01,5.470412300000000272e+01,-3.908597499999999769e+01,2.454851199999999878e+01,-2.521717599999999848e+01,1.787796900000000022e+01,1.218087399999999931e+01,1
3.049129999999999896e+00,5.167995000000000339e+00,-2.077978799999999993e+01,8.098787500000000250e+01,3.717217300000000080e+01,2.764307600000000065e+01,3.531206300000000198e+01,-3.310879500000000064e+01,1.655135200000000140e+01,-1.798468000000000089e+01,1.218894799999999989e+01,8.768437999999999732e+00,1
5.353523000000000032e+00,9.798441000000000400e+00,-8.178517499999999529e+01,1.736063980000000129e+02,1.005072640000000064e+02,3.469543600000000083e+01,2.061438700000000068e+01,-3.716708599999999763e+01,2.269775399999999976e+01,-6.280177000000000120e+00,1.796989800000000059e+01,7.593047999999999575e+00,1
4.715963000000000349e+00,5.564995999999999832e+00,-7.909734299999999507e+01,-1.050747199999999992e+01,2.793760999999999939e+01,3.095373299999999972e+01,2.220138999999999996e+01,-3.091569900000000004e+01,1.954977900000000091e+01,-1.273488000000000042e+01,1.514595699999999923e+01,9.365522000000000347e+00,1
2.429502999999999968e+00,4.968550999999999718e+00,-1.316992559999999912e+02,-7.412806399999999485e+01,2.086676200000000136e+01,4.044653499999999724e+01,1.682242600000000010e+01,-1.177217500000000072e+01,9.806160000000000210e+00,-8.484325999999999368e+00,1.610570200000000085e+01,6.537315000000000431e+00,1
5.308248999999999995e+00,7.967980999999999980e+00,-2.630197870000000080e+02,-6.016133800000000065e+01,8.048207200000000228e+01,6.401254900000000703e+01,4.077788100000000071e+01,-1.966317700000000102e+01,2.213182199999999966e+01,-1.631250400000000056e+01,2.673937700000000106e+01,1.036391399999999940e+01,1
3.053970000000000073e+00,9.959569999999999368e+00,-4.468891899999999850e+01,5.113623100000000221e+01,4.468621999999999872e+01,1.454636799999999930e+01,3.084063599999999994e+01,-1.311938199999999988e+01,1.184389299999999956e+01,-1.663565699999999836e+01,1.847287599999999941e+01,9.093939999999999912e+00,1
2.860479999999999912e+00,4.854865000000000208e+00,-1.892831869999999981e+02,-8.194510099999999397e+01,4.478105099999999794e+01,1.536842299999999994e+01,1.566523300000000063e+01,-1.338643399999999950e+01,1.188347699999999918e+01,-1.409849400000000053e+01,1.331416199999999961e+01,6.845743999999999829e+00,1
2.368921999999999972e+00,7.447683999999999749e+00,-2.095127090000000010e+02,-1.086032390000000021e+02,3.989418700000000229e+01,2.718979300000000165e+01,2.430674099999999882e+01,-5.037832199999999716e+01,1.890564099999999925e+01,-1.248645100000000063e+01,1.457103299999999990e+01,7.597699000000000424e+00,1
3.084608999999999934e+00,2.040785000000000071e+00,-1.264576600000000042e+02,-4.012111600000000067e+01,3.419998999999999967e+01,5.587920199999999937e+01,2.905615099999999984e+01,-1.623976899999999901e+01,1.015533800000000042e+01,-1.025007899999999950e+01,9.357658000000000698e+00,5.169030000000000236e+00,1
3.235987999999999865e+00,6.432347000000000037e+00,-6.846123900000000617e+01,5.796617700000000184e+01,5.050746199999999675e+01,3.721356500000000267e+01,3.503841400000000306e+01,-1.707980299999999829e+01,1.766928899999999913e+01,-1.016064700000000087e+01,1.188049799999999934e+01,6.370646999999999949e+00,1
3.668245000000000200e+00,5.852977000000000096e+00,-1.852049810000000036e+02,-1.210959700000000083e+01,7.328248000000000673e+01,3.308244799999999941e+01,2.665029499999999985e+01,-1.814363499999999974e+01,1.192123999999999917e+01,-8.766301000000000343e+00,1.739855100000000121e+01,6.907085000000000363e+00,1
3.522944999999999993e+00,2.037862000000000062e+00,3.219962300000000255e+01,1.049764349999999951e+02,2.825251000000000090e+01,4.475984900000000266e+01,2.782636400000000165e+01,-1.345278000000000063e+01,1.241859700000000011e+01,-8.274456000000000699e+00,2.132692400000000177e+01,6.768704999999999750e+00,1
3.981173000000000073e+00,2.474912999999999919e+00,-7.919419999999999504e+01,7.051368000000000080e+00,3.329764699999999777e+01,2.632467799999999869e+01,1.935943699999999978e+01,-1.794737900000000153e+01,1.083941399999999966e+01,-7.420879000000000225e+00,1.238486800000000088e+01,6.393377000000000088e+00,1
3.457425999999999888e+00,6.173541000000000167e+00,-1.184905949999999990e+02,5.098983199999999982e+01,6.136812499999999915e+01,2.829327299999999923e+01,1.979943199999999948e+01,-2.129408700000000110e+01,1.479415299999999966e+01,-8.891826000000000008e+00,1.170611899999999928e+01,6.733883999999999759e+00,1
2.261608999999999980e+00,4.551307000000000436e+00,1.190687949999999944e+02,2.745230869999999754e+02,6.036994299999999924e+01,-3.949869999999999770e-01,1.913300500000000071e+01,-3.687011100000000141e+01,1.283611299999999922e+01,-1.582883499999999977e+01,3.954587000000000074e+00,5.184495000000000076e+00,1
3.679368999999999890e+00,9.255540999999999130e+00,1.171038680000000056e+02,2.608332520000000159e+02,5.344855799999999846e+01,5.227888099999999838e+01,3.272628399999999971e+01,-1.659170800000000057e+01,1.201656499999999994e+01,-6.572594999999999743e+00,1.466447400000000023e+01,5.527476000000000056e+00,1
4.522465999999999653e+00,9.350315999999999406e+00,1.874831700000000012e+01,9.297648100000000682e+01,3.083869500000000130e+01,3.963241099999999761e+01,1.685770000000000124e+01,-2.090946999999999889e+00,1.323417500000000047e+01,-7.255484000000000044e+00,1.302617300000000000e+01,5.797954999999999970e+00,1
3.411667000000000005e+00,4.472222999999999615e+00,-1.113167760000000044e+02,-4.012409099999999995e+01,2.857018000000000058e+01,1.186663999999999941e+00,1.552576700000000010e+01,-1.759018299999999968e+01,7.300851999999999897e+00,-1.049015200000000014e+01,7.245744000000000185e+00,4.652775000000000105e+00,1
3.640606000000000009e+00,6.973914999999999864e+00,9.292979999999999574e-01,6.988332200000000682e+01,2.814702799999999883e+01,5.806390000000000162e-01,8.017053000000000651e+00,-1.019181000000000026e+01,1.014426699999999926e+01,-5.514399000000000051e+00,6.567357000000000333e+00,3.385399000000000047e+00,1
4.099428999999999768e+00,6.521938999999999709e+00,1.615162199999999970e+01,1.338223419999999919e+02,4.376268400000000014e+01,3.158093799999999973e+01,1.763596700000000084e+01,-2.276109999999999900e+01,1.312326999999999977e+01,-1.207330100000000073e+01,1.543130799999999958e+01,6.726924000000000348e+00,1
3.440691999999999862e+00,4.466260000000000119e+00,-2.237915470000000084e+02,1.361201389999999947e+02,1.558559879999999964e+02,1.096744829999999951e+02,8.899944299999999942e+01,-6.914976799999999457e+01,2.918853800000000120e+01,-3.029571800000000081e+01,2.619223500000000016e+01,1.184381400000000006e+01,1
2.694984999999999964e+00,6.005810000000000315e+00,1.356432000000000082e+00,1.487585850000000107e+02,5.258718400000000059e+01,3.003119999999999834e+01,3.324924299999999988e+01,-1.272302799999999934e+01,1.117297699999999949e+01,-1.509703700000000026e+01,1.069818700000000078e+01,5.786363999999999841e+00,1
3.737227999999999994e+00,3.119657999999999820e+00,-7.024159099999999967e+01,2.613321099999999930e+01,3.996411799999999914e+01,3.918845100000000059e+01,2.367594300000000018e+01,-3.488149500000000103e+01,2.016220600000000118e+01,-1.426343999999999923e+01,1.230918100000000059e+01,7.369733000000000089e+00,1
3.795237999999999889e+00,5.352008999999999794e+00,1.071165300000000009e+01,7.863742000000000587e+01,2.635541399999999967e+01,4.977123199999999770e+01,3.027250799999999842e+01,-2.401723900000000000e+01,1.278752800000000001e+01,-1.243979200000000063e+01,1.110614400000000046e+01,6.112991000000000064e+00,1
4.970171720000000164e+02,4.802651240000000143e+02,-4.405396900000000215e+01,1.023894317000000001e+03,4.581848160000000121e+02,1.058261598999999933e+03,4.589702899999999772e+02,-7.853368999999999822e+00,4.952348240000000033e+02,-7.367599000000000231e+00,2.104352804000000106e+03,5.093280700000000252e+02,1
2.608534000000000130e+00,3.706945999999999852e+00,-2.182045860000000062e+02,-3.497434499999999957e+01,7.023959800000000087e+01,2.849659099999999867e+01,1.389338000000000051e+01,-7.114284999999999748e+00,1.425492400000000082e+01,-8.626493999999999218e+00,1.026867099999999944e+01,5.324829000000000256e+00,1
2.952116000000000184e+00,1.498739000000000043e+00,-1.938470880000000136e+02,-1.202633809999999954e+02,2.742763599999999968e+01,1.698283800000000099e+01,1.087149100000000068e+01,-1.066674199999999928e+01,6.336852000000000373e+00,-5.712791000000000174e+00,4.662988000000000355e+00,2.458822000000000063e+00,1
1.684266000000000041e+00,5.909062999999999732e+00,-1.314892089999999882e+02,-1.394877699999999976e+01,4.280567200000000128e+01,1.560357999999999912e+00,8.150501999999999470e+00,-1.599967099999999931e+01,7.271043999999999841e+00,-6.885647999999999769e+00,6.245097000000000342e+00,3.672260000000000080e+00,1
3.337270999999999876e+00,4.960048999999999708e+00,-5.039358299999999957e+01,9.078720000000000123e-01,2.086483199999999982e+01,2.775745399999999918e+01,1.692244600000000077e+01,-1.267358899999999977e+01,1.199229000000000056e+01,-7.838772999999999769e+00,1.255363200000000035e+01,4.983005999999999602e+00,1
