@relation Sub1_A_32_ERT

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute class {0,1}

@data
1.792602000000000029e+00,2.272046000000000010e+00,-1.267350169999999991e+02,5.463895500000000283e+01,6.852849299999999744e+01,1.113903559999999970e+02,4.647113800000000339e+01,-3.611589800000000139e+01,1.818512700000000137e+01,-4.133217899999999645e+01,2.860841299999999876e+01,1.686358500000000049e+01,0
4.187695999999999863e+00,3.550854000000000177e+00,-1.654269569999999874e+02,-1.023024539999999973e+02,2.433044800000000052e+01,5.026564400000000177e+01,2.037742000000000075e+01,-6.671579999999999622e+00,6.161684000000000161e+00,-4.159390100000000245e+01,4.022574099999999930e+01,1.591399499999999989e+01,0
3.680264999999999898e+00,5.812685000000000102e+00,-7.448309100000000171e+01,-5.983042300000000324e+01,5.273757999999999946e+00,1.352802199999999999e+01,6.445846999999999660e+00,-7.494723999999999720e+00,5.419171000000000404e+00,-6.406564999999999621e+00,1.056378499999999931e+01,5.146097000000000143e+00,0
3.043584000000000067e+00,5.573011000000000159e+00,-1.006015840000000026e+02,-3.820092199999999849e+01,2.322199200000000019e+01,-3.320441999999999894e+00,1.252883199999999952e+01,-2.102124399999999937e+01,1.352645899999999912e+01,-4.764254700000000042e+01,1.244544899999999998e+01,1.419631399999999921e+01,0
2.853092999999999879e+00,4.087696000000000218e+00,-1.181825560000000053e+02,7.624679299999999671e+01,7.779153700000000526e+01,1.312510900000000014e+01,5.815635999999999584e+00,-1.204447299999999998e+01,1.725622399999999956e+01,-3.920742400000000316e+01,4.113951699999999789e+01,1.659051300000000140e+01,0
2.924101999999999979e+00,6.832848000000000255e+00,-9.645442599999999800e+01,-4.662232000000000198e+01,1.767119999999999891e+01,9.899379999999999846e-01,6.858716000000000257e+00,-1.280651600000000023e+01,5.401003000000000220e+00,-4.404575999999999603e+00,4.217635999999999719e+00,2.202319999999999833e+00,0
4.691182999999999659e+00,6.108973999999999904e+00,-3.549838600000000355e+01,-2.027646400000000071e+01,6.459227000000000274e+00,6.833103000000000371e+00,4.357427999999999635e+00,-3.109652999999999778e+00,3.794566999999999801e+00,-4.571255999999999986e+00,4.291363999999999734e+00,2.052617000000000136e+00,0
1.219723600000000019e+01,1.210963300000000054e+01,-1.146809900000000049e+01,2.113121699999999947e+01,1.314571699999999943e+01,-4.541479999999999961e-01,6.274042999999999815e+00,-9.434091000000000449e+00,8.397596000000000060e+00,-1.595668299999999995e+01,1.414605300000000021e+01,5.776629999999999932e+00,0
4.773354000000000319e+00,6.067378999999999856e+00,2.978311000000000153e+00,2.423281100000000166e+01,7.672289000000000136e+00,9.008444000000000784e+00,9.116540000000000532e+00,-1.065808499999999981e+01,4.511498999999999704e+00,-5.303656000000000148e+00,4.824836999999999598e+00,3.320310000000000095e+00,0
2.974730999999999792e+00,3.679809999999999803e+00,3.205200000000000049e+00,4.303161200000000264e+01,1.438702199999999998e+01,6.894200999999999802e+00,2.329865999999999993e+00,4.849970000000000114e-01,1.849157500000000098e+01,-4.780046999999999713e+00,1.055150599999999983e+01,4.135157999999999667e+00,0
3.299069999999999947e+00,5.479231999999999658e+00,-1.122261500000000041e+02,-6.479954299999999989e+01,1.811600699999999975e+01,1.324509499999999917e+01,9.818984999999999630e+00,-1.184215099999999943e+01,5.090455000000000396e+00,-7.436566000000000010e+00,5.782701999999999565e+00,3.977349999999999941e+00,0
3.203009000000000217e+00,5.252810000000000201e+00,-4.966636700000000104e+01,3.174189900000000009e+01,3.227680800000000261e+01,-4.485200000000000298e-02,1.039502500000000040e+01,-1.566126399999999919e+01,5.705900999999999890e+00,-1.066057299999999941e+01,7.322940000000000005e+00,4.159866000000000064e+00,0
8.349252999999999147e+00,8.656107000000000440e+00,2.460081399999999974e+01,4.612992599999999754e+01,9.213414999999999466e+00,2.221960699999999989e+01,5.830734999999999779e+00,-1.323283900000000024e+01,8.716578999999999411e+00,-9.066281999999999286e+00,7.899119999999999919e+00,4.088864000000000054e+00,0
2.541882999999999893e+00,6.519364999999999633e+00,8.138668300000000499e+01,1.054631889999999999e+02,8.686916000000000082e+00,2.234089999999999965e-01,2.725140000000000118e+00,-8.159534000000000731e+00,3.136568000000000023e+00,-6.522215000000000096e+00,3.888927999999999940e+00,2.236666000000000043e+00,0
4.967762999999999707e+00,1.192017599999999966e+01,1.806751099999999965e+01,1.010695879999999960e+02,3.129410499999999828e+01,1.284980900000000048e+01,5.399491000000000263e+00,-8.732290000000000330e-01,4.626946000000000225e+00,-2.780349999999999877e+00,5.114336999999999911e+00,2.172083999999999904e+00,0
2.983801000000000148e+00,4.350829000000000057e+00,-1.929866999999999999e+00,3.445325900000000274e+01,1.462384199999999979e+01,5.668089000000000155e+00,6.654685999999999879e+00,-8.027853000000000350e+00,4.220513000000000403e+00,-4.788609000000000115e+00,1.771023000000000014e+00,1.835976000000000052e+00,0
2.100969000000000086e+00,4.001222000000000278e+00,2.106307599999999880e+01,2.799734600000000029e+01,2.939703000000000177e+00,2.911071000000000186e+00,4.749773000000000245e+00,-6.565674999999999706e+00,6.449735000000000440e+00,-6.046668000000000376e+00,4.318825000000000358e+00,2.432034999999999947e+00,0
3.656486999999999821e+00,3.822940000000000005e+00,2.447791300000000092e+01,4.061459599999999881e+01,6.403702000000000005e+00,1.083342999999999989e+01,7.954328000000000287e+00,-1.824652899999999889e+01,7.301733999999999725e+00,-1.439337300000000042e+01,1.017713999999999963e+01,5.103544000000000302e+00,0
2.824091000000000129e+00,6.484334999999999738e+00,9.459272000000000347e+00,5.138236500000000007e+01,1.595501299999999922e+01,1.577127499999999927e+01,7.592908000000000435e+00,-5.593581999999999610e+00,3.238452000000000108e+00,-5.027946000000000026e+00,6.360510999999999804e+00,2.952933999999999948e+00,0
2.778132999999999964e+00,2.847862999999999811e+00,-2.418124399999999952e+01,1.252635199999999926e+01,1.448638799999999982e+01,1.402376800000000046e+01,7.094800000000000217e+00,-1.226073200000000085e+01,8.107098999999999833e+00,-4.821219000000000143e+00,6.051371999999999751e+00,3.006222999999999868e+00,0
2.963964999999999961e+00,4.170725000000000016e+00,1.903044799999999981e+01,2.494280039999999872e+02,8.516567299999999818e+01,2.774119299999999910e+01,1.652996200000000115e+01,-6.289886700000000275e+01,2.142554200000000009e+01,-2.094397299999999973e+01,1.995681899999999942e+01,9.794648999999999717e+00,0
3.392034999999999911e+00,6.351200000000000401e+00,1.921267660000000035e+02,2.320350650000000030e+02,1.476488999999999940e+01,1.200471399999999988e+01,7.335677999999999699e+00,-9.015174999999999272e+00,5.855823000000000000e+00,-1.320438900000000082e+01,9.857445999999999486e+00,4.902311000000000085e+00,0
3.345593000000000039e+00,4.570742000000000083e+00,-4.335076399999999808e+01,8.971851499999999646e+01,5.412870800000000315e+01,7.634153499999999326e+01,4.553576199999999830e+01,-3.369496500000000339e+01,2.196315900000000099e+01,-1.483599700000000077e+01,3.351063899999999762e+01,1.002807100000000062e+01,0
3.817165999999999837e+00,3.627812000000000037e+00,-1.390951000000000048e+00,1.365333489999999870e+02,5.465193299999999965e+01,9.247045999999999211e+00,5.292126999999999803e+00,-2.763883200000000073e+01,1.968692800000000176e+01,-2.175206299999999970e+01,1.956808799999999948e+01,9.497818000000000538e+00,0
3.890360999999999958e+00,4.332893000000000328e+00,-3.999966799999999978e+01,1.119429630000000060e+02,5.664396099999999734e+01,6.575065499999999474e+01,2.707054899999999975e+01,-3.648634500000000003e+01,1.685161799999999843e+01,-8.459606000000000847e+00,2.688973199999999864e+01,7.694516000000000133e+00,0
3.380234000000000183e+00,4.796439999999999593e+00,-6.096714699999999709e+01,-4.280479600000000318e+01,7.269256999999999636e+00,9.748839000000000254e+00,1.690693299999999866e+01,-1.365631699999999960e+01,7.001479999999999926e+00,-7.144692000000000043e+00,5.784246000000000443e+00,3.816831000000000085e+00,0
4.138459000000000110e+00,3.536839000000000066e+00,-9.099868999999999630e+01,-5.323797199999999918e+01,1.396251400000000054e+01,5.812567200000000156e+01,4.244388099999999753e+01,-2.701894499999999866e+01,1.986579499999999854e+01,-1.906582500000000024e+01,1.971953699999999898e+01,8.541000000000000369e+00,0
4.079988000000000170e+00,1.263415400000000055e+01,-9.060313100000000475e+01,-5.975861700000000098e+01,1.313992000000000004e+01,1.821296399999999949e+01,1.176890200000000064e+01,-8.091618000000000421e+00,7.444206999999999574e+00,-5.410929999999999573e+00,8.004426999999999737e+00,3.338598999999999872e+00,0
3.567708999999999797e+00,3.017832999999999988e+00,-6.443443899999999758e+01,-4.962850999999999857e+01,6.513041000000000302e+00,-4.761360000000000037e-01,2.676254000000000133e+00,-7.514542999999999751e+00,2.711977000000000082e+00,-4.365823999999999927e+00,2.974473000000000145e+00,2.091863000000000028e+00,0
9.150405100000000402e+01,8.701767499999999700e+01,-9.894318490000000565e+02,-4.591904000000000430e+00,4.205330180000000269e+02,5.324100899999999825e+01,2.718905000000000172e+01,-3.469089000000000311e+01,2.991993199999999931e+01,-1.087949799999999989e+01,1.165628219999999970e+02,2.924923400000000129e+01,0
7.778169000000000111e+00,1.781295599999999979e+01,-8.688311800000000176e+02,-6.090847220000000561e+02,9.683655299999999500e+01,-1.617098400000000069e+01,4.287365999999999566e+00,-1.218020600000000009e+01,2.922022000000000119e+00,-5.147210000000000285e+00,3.989380000000000148e-01,1.420277999999999929e+00,0
3.934887999999999941e+00,8.059165000000000134e+00,-5.506416229999999814e+02,-4.055735690000000204e+02,5.450586599999999748e+01,-4.951368000000000436e+00,4.872237000000000151e+00,-9.459872999999999976e+00,3.529555999999999916e+00,-5.224745000000000417e+00,1.876570000000000071e+00,2.032516000000000211e+00,0
3.750154999999999905e+00,5.312134000000000356e+00,-3.627246930000000020e+02,-2.647150560000000041e+02,3.700919799999999782e+01,-4.358794999999999753e+00,2.508067000000000046e+00,-4.212347000000000286e+00,1.266488999999999976e+00,-6.327605000000000146e+00,1.512736000000000081e+00,2.263313000000000130e+00,0
4.197744000000000142e+00,6.455670999999999715e+00,-2.405795599999999865e+02,-1.544888379999999870e+02,3.176577800000000096e+01,-3.350849999999999884e+00,2.787357999999999780e+00,-8.630708999999999520e+00,3.768390000000000128e+00,-5.567533000000000065e+00,5.836374000000000173e+00,2.361353999999999953e+00,0
3.465484000000000009e+00,8.493660000000000210e+00,-1.369489350000000059e+02,-6.724651099999999815e+01,2.552027400000000057e+01,-2.596210000000000129e+00,2.895700999999999858e+00,-5.655456000000000039e+00,2.799530999999999992e+00,-4.672886000000000095e+00,3.185305000000000053e+00,2.118412000000000184e+00,0
3.060092000000000034e+00,4.885815000000000019e+00,-4.673472000000000293e+01,-1.810836899999999972e+01,1.071644399999999919e+01,-1.521255000000000024e+00,2.989755999999999858e+00,-4.762254000000000431e+00,1.728148999999999935e+00,-3.067790000000000017e+00,3.264463000000000115e+00,1.712850999999999901e+00,0
3.229049999999999976e+00,5.988137000000000043e+00,6.065927000000000291e+00,4.937944000000000244e+01,1.599755000000000038e+01,-8.252350000000000518e-01,2.728228999999999793e+00,-8.211029999999999163e+00,3.472585000000000033e+00,-3.775901999999999870e+00,3.073593999999999937e+00,1.627928999999999959e+00,0
3.093529000000000195e+00,4.664563000000000237e+00,5.281939100000000309e+01,8.303273000000000081e+01,1.140972900000000045e+01,3.331904999999999895e+00,4.627532999999999674e+00,-4.763405999999999807e+00,1.840540999999999983e+00,-2.467600000000000016e+00,2.351574999999999971e+00,1.185853999999999964e+00,0
3.756775000000000198e+00,4.487300000000000288e+00,8.449365500000000395e+01,1.141387610000000024e+02,1.111425400000000074e+01,3.496153000000000066e+00,3.121478000000000197e+00,-1.351609000000000060e+00,1.153008000000000033e+00,-3.719848999999999961e+00,2.612636000000000180e+00,1.631833000000000089e+00,0
3.701324000000000058e+00,4.374082999999999721e+00,1.214207870000000042e+02,1.275818150000000060e+02,2.230850999999999917e+00,2.391920999999999964e+00,3.765900999999999943e+00,-4.310616999999999699e+00,2.439198000000000199e+00,-2.915745999999999949e+00,3.410123000000000015e+00,1.451094000000000106e+00,0
3.555927000000000060e+00,4.554142999999999830e+00,1.291825169999999900e+02,1.435676740000000109e+02,6.115558000000000050e+00,4.862540000000000195e-01,3.076849999999999863e+00,-2.282134999999999803e+00,1.256453000000000042e+00,-2.391042999999999807e+00,1.395191999999999988e+00,1.012402999999999942e+00,0
3.426649999999999974e+00,4.372128000000000014e+00,1.376479370000000131e+02,1.527174950000000138e+02,6.101046000000000191e+00,1.589029000000000025e+00,3.061755999999999922e+00,-2.802328999999999848e+00,1.853569999999999940e+00,-2.895401999999999809e+00,2.924475999999999853e+00,1.360111000000000070e+00,0
2.325381999999999838e+00,5.012768999999999586e+00,1.472769839999999988e+02,1.554906770000000051e+02,3.443277000000000143e+00,5.787601000000000440e+00,5.798390000000000377e+00,-2.770598999999999812e+00,1.690147999999999984e+00,-1.865609000000000073e+00,4.200332999999999650e+00,1.569655999999999940e+00,0
3.718925000000000036e+00,5.859144999999999825e+00,1.455542580000000044e+02,1.537215109999999925e+02,3.038066999999999851e+00,1.066027999999999976e+00,6.653170000000000472e-01,-6.392127999999999588e+00,2.462686999999999848e+00,-2.124216999999999800e+00,2.170869000000000160e+00,1.311871000000000009e+00,0
3.428010000000000002e+00,5.751043000000000127e+00,1.522842170000000124e+02,1.568340560000000039e+02,1.812113000000000085e+00,2.342417000000000193e+00,1.229959999999999942e+00,-4.581202000000000218e+00,3.126927999999999930e+00,-4.921002999999999794e+00,6.723883999999999972e+00,2.824575999999999976e+00,0
2.531198999999999977e+00,4.994762999999999842e+00,1.999007019999999955e+02,2.138615880000000118e+02,4.975592999999999932e+00,9.526355000000000572e+00,4.258246999999999893e+00,-2.286788000000000043e+00,2.186488999999999905e+00,-2.066546999999999912e+00,4.502652000000000321e+00,1.404012999999999955e+00,0
2.512237999999999971e+00,2.173417999999999850e+00,1.415869840000000011e+02,1.643653250000000128e+02,9.369346000000000174e+00,3.680845000000000145e+00,2.204219000000000150e+00,-5.876209000000000238e+00,2.860136999999999929e+00,-4.684372999999999898e+00,5.200991000000000142e+00,1.968630000000000102e+00,0
2.570297000000000054e+00,3.741607999999999823e+00,1.280522139999999922e+02,1.379329999999999927e+02,3.959448000000000079e+00,2.550373000000000001e+00,1.317307000000000006e+00,-8.759749999999999481e-01,5.465950000000000530e-01,-1.140786000000000078e+00,8.955450000000000355e-01,6.381970000000000143e-01,0
2.699492999999999920e+00,5.244092000000000198e+00,1.020924370000000039e+02,1.233427120000000059e+02,7.909136000000000166e+00,2.701217999999999897e+00,2.761334000000000177e+00,-1.267859000000000069e+00,2.258213000000000026e+00,-1.920285000000000020e+00,1.627694999999999892e+00,1.038966000000000056e+00,0
3.272082999999999853e+00,3.598414000000000001e+00,9.232815300000000036e+01,1.048678639999999973e+02,4.691423000000000343e+00,5.124596000000000373e+00,3.151807999999999943e+00,-9.254393999999999565e+00,3.739022999999999985e+00,-2.181328000000000156e+00,1.616427000000000058e+00,1.136660000000000004e+00,0
3.352737999999999996e+00,9.022975999999999885e+00,9.269647500000000662e+01,1.086318980000000067e+02,6.237303999999999959e+00,1.580038999999999971e+00,2.454632999999999843e+00,-1.010693999999999981e+01,5.140958000000000361e+00,-5.202942000000000178e+00,4.410235000000000127e+00,1.998734000000000011e+00,0
2.989456999999999809e+00,5.867136999999999603e+00,8.144766500000000065e+01,9.200439900000000648e+01,3.884256999999999849e+00,2.028474999999999806e+00,1.165278999999999954e+00,-7.980864999999999654e+00,3.395957999999999810e+00,-3.189179999999999904e+00,4.399807000000000023e+00,1.706978000000000106e+00,0
3.656982999999999873e+00,8.573318999999999690e+00,6.362745799999999718e+01,9.063857000000000141e+01,9.649649999999999395e+00,1.128462299999999985e+01,4.423358000000000345e+00,-9.425535999999999248e+00,5.846759999999999735e+00,-4.227889000000000230e+00,5.897282999999999831e+00,2.434970999999999997e+00,0
3.460604000000000013e+00,4.152595999999999954e+00,6.713621100000000297e+01,7.831403799999999649e+01,4.091173000000000393e+00,4.732408999999999644e+00,6.217424000000000284e+00,-6.778169000000000111e+00,5.149138999999999911e+00,-6.009223999999999677e+00,6.407187000000000410e+00,3.186439000000000021e+00,0
3.749381000000000075e+00,6.284698999999999813e+00,4.043656200000000212e+01,6.097791999999999746e+01,7.283666000000000196e+00,4.522257999999999889e+00,5.377500999999999642e+00,-4.507328000000000223e+00,2.258693000000000062e+00,-4.769177000000000000e+00,4.876204000000000427e+00,2.415544999999999831e+00,0
3.033028999999999975e+00,4.557494000000000156e+00,4.354966799999999694e+01,5.094377599999999973e+01,2.768848000000000198e+00,3.292253000000000096e+00,2.441250000000000142e+00,-1.299946999999999964e+00,1.268523000000000067e+00,-1.473448000000000091e+00,2.072548999999999975e+00,9.351500000000000368e-01,0
4.218612000000000251e+00,8.834937000000000040e+00,4.031250099999999748e+01,4.405780299999999983e+01,1.371513999999999900e+00,3.359099000000000057e+00,2.598233000000000015e+00,-2.200277999999999956e+00,1.739286000000000110e+00,-2.742372000000000032e+00,3.842715000000000103e+00,1.764324999999999921e+00,0
2.235465000000000035e+00,2.261265999999999998e+00,2.708574700000000135e+01,3.910192099999999726e+01,5.045397999999999605e+00,5.494527999999999857e+00,5.653679999999999595e+00,-4.263940999999999981e+00,3.229756000000000071e+00,-6.055486000000000146e+00,3.556456999999999979e+00,2.094095999999999957e+00,0
4.472667000000000392e+00,8.049324000000000368e+00,-6.603873000000000104e+00,2.180461499999999830e+01,1.117205000000000048e+01,8.657759000000000427e+00,6.783230999999999788e+00,-3.379821999999999882e+00,5.277807000000000137e+00,-5.049521999999999622e+00,5.314621999999999957e+00,2.973974000000000117e+00,0
2.864901999999999838e+00,6.655501000000000111e+00,6.228985999999999912e+00,3.242814599999999814e+01,1.086737800000000043e+01,4.365547000000000288e+00,5.191214999999999691e+00,-5.894903000000000226e+00,3.220282000000000089e+00,-7.327372999999999692e+00,6.365262999999999671e+00,3.149351999999999929e+00,0
6.205733999999999639e+00,5.605715000000000003e+00,1.287473300000000087e+01,2.713180799999999948e+01,5.339252000000000109e+00,4.976803000000000310e+00,2.689458000000000126e+00,-5.500613999999999670e+00,4.452638000000000318e+00,-7.833689999999999820e+00,6.855197000000000429e+00,3.775344000000000033e+00,0
3.217627999999999933e+00,6.866794999999999760e+00,-4.276366900000000015e+01,3.475447299999999728e+01,3.098842600000000047e+01,2.105786900000000017e+01,1.337265000000000015e+01,-3.639557400000000342e+01,2.276323899999999867e+01,-2.332120499999999907e+01,2.430223200000000006e+01,1.056713500000000039e+01,0
3.475951999999999931e+00,7.336649999999999672e+00,-8.525352399999999875e+01,-6.915475200000000200e+01,6.402051000000000158e+00,1.940934800000000138e+01,9.806781000000000859e+00,-7.702427000000000135e+00,6.500829000000000413e+00,-3.126273999999999997e+00,8.792377000000000109e+00,2.526844999999999786e+00,0
3.470299999999999940e+00,3.781353000000000186e+00,-5.166912700000000314e+01,-1.533793099999999932e+01,1.455460799999999999e+01,1.382646300000000039e+01,6.453838000000000186e+00,-4.213123999999999647e+00,2.993335000000000079e+00,-9.625939000000000689e+00,7.850147999999999904e+00,3.827736999999999945e+00,0
4.346205999999999570e+00,3.649491999999999958e+00,-4.239989200000000125e+01,-1.834349200000000124e+01,8.897463999999999373e+00,-1.009416000000000091e+00,1.014934999999999921e+00,-6.523531000000000191e+00,4.220360999999999585e+00,-3.061507999999999896e+00,3.522564000000000028e+00,2.251075999999999855e+00,0
3.037901000000000185e+00,4.503911999999999694e+00,-4.132160300000000319e+01,-3.691879999999999740e+01,1.690743000000000107e+00,2.579257000000000133e+00,2.186097999999999875e+00,-1.376656000000000102e+00,1.885143999999999931e+00,-1.558613000000000026e+00,1.733084999999999987e+00,1.013911999999999924e+00,0
2.119985999999999926e+00,5.629877999999999716e+00,-3.046995400000000132e+01,5.843502500000000310e+01,4.037531899999999752e+01,5.273157000000000316e+00,1.576808600000000027e+01,-2.769102000000000174e+01,1.445013299999999923e+01,-1.816178199999999876e+01,1.424060399999999937e+01,7.730846999999999802e+00,0
3.246029000000000053e+00,5.562686000000000242e+00,-3.194612499999999855e+01,2.962185600000000107e+01,2.344978599999999958e+01,3.636578000000000088e+00,7.086538000000000004e+00,-2.612519100000000094e+01,1.530977999999999994e+01,-1.033437699999999992e+01,1.544999900000000004e+01,5.365739999999999732e+00,0
4.576603999999999672e+00,2.529459000000000124e+00,-2.902201099999999911e+01,3.179387799999999942e+01,2.338585799999999892e+01,1.955090600000000123e+01,1.491226799999999919e+01,-1.129055699999999973e+01,1.229554000000000080e+01,-2.276785100000000028e+01,1.756897499999999823e+01,8.073382999999999754e+00,0
2.933021999999999796e+00,4.932897999999999783e+00,-1.562064400000000042e+01,1.635409299999999888e+01,1.177584500000000034e+01,2.351478099999999927e+01,1.157674699999999923e+01,-5.089761000000000202e+00,5.977441999999999922e+00,-4.067840000000000344e+00,6.581368999999999581e+00,2.821721999999999841e+00,0
4.703820999999999586e+00,2.847290000000000099e+00,-1.326575700000000069e+01,-6.641695000000000348e+00,2.426911000000000040e+00,7.013500000000000290e-01,1.517187000000000063e+00,-4.889083000000000290e+00,1.676542999999999894e+00,-2.795126999999999917e+00,3.522613000000000216e+00,1.429292999999999925e+00,0
4.420880000000000365e+00,2.966054999999999886e+00,-3.182018999999999931e+00,1.872736199999999940e+01,8.555263999999999314e+00,8.800750000000000739e+00,5.181311000000000000e+00,-2.552880000000000038e+01,1.040272000000000041e+01,-7.835873999999999562e+00,8.609403000000000361e+00,4.358285999999999660e+00,0
3.976633000000000084e+00,1.020053700000000063e+01,-2.054607000000000028e+01,7.092427999999999955e+00,1.004388199999999998e+01,9.949094999999999800e+00,5.277814000000000227e+00,-7.470626000000000211e+00,5.181648000000000032e+00,-2.792854999999999865e+00,3.032262999999999931e+00,1.390060000000000073e+00,0
2.990044000000000146e+00,4.814001000000000197e+00,-5.277644999999999698e+00,2.124505200000000116e+01,1.041108499999999992e+01,4.940401999999999738e+00,1.409725599999999979e+01,-1.078826500000000088e+01,7.374940999999999747e+00,-1.288108599999999981e+01,1.190577799999999975e+01,6.488171000000000355e+00,0
3.545230999999999799e+00,4.131235000000000213e+00,1.104833600000000082e+01,2.160837400000000130e+01,3.995673000000000030e+00,1.316049999999999942e+00,2.907429000000000041e+00,-6.062475000000000058e+00,2.414633999999999947e+00,-2.519271999999999956e+00,2.543886999999999787e+00,1.400009000000000059e+00,0
3.516188999999999787e+00,4.532510000000000261e+00,7.522022999999999904e+00,2.723624200000000073e+01,7.917946999999999846e+00,5.032418999999999976e+00,4.287544999999999717e+00,-7.694984999999999964e+00,3.516055000000000152e+00,-4.783878999999999770e+00,3.056709999999999816e+00,2.386970999999999954e+00,0
4.317671999999999954e+00,6.734562000000000381e+00,-8.112982000000000582e+00,2.435561900000000080e+01,1.212003200000000014e+01,3.207920099999999763e+01,1.198179400000000072e+01,-3.330152700000000010e+01,1.216360300000000016e+01,-1.341346399999999939e+01,8.205405000000000726e+00,4.474090000000000344e+00,0
2.950131999999999977e+00,2.834814000000000167e+00,1.419831000000000065e+00,2.302703800000000101e+01,7.816588999999999565e+00,-4.639739999999999975e-01,3.822759000000000018e+00,-4.615336000000000105e+00,3.580853999999999981e+00,-4.046762000000000192e+00,3.039541999999999966e+00,1.755864000000000091e+00,0
4.466071000000000346e+00,8.290357999999999450e+00,-1.792296800000000090e+01,8.854551000000000727e+00,1.059012399999999943e+01,1.199976700000000029e+01,6.522845000000000226e+00,-4.009210000000000385e+00,3.247310999999999837e+00,-2.294928000000000079e+00,5.325811999999999991e+00,1.850681999999999938e+00,0
3.269930000000000003e+00,4.593296999999999741e+00,-3.493287899999999979e+01,-2.023584299999999914e+01,6.410421000000000369e+00,3.138231000000000215e+00,1.035954999999999959e+00,-1.134801299999999991e+01,4.703454999999999941e+00,-2.065243000000000162e+00,2.767218000000000178e+00,1.322286999999999990e+00,0
3.752018000000000075e+00,6.296725000000000350e+00,-3.622338500000000039e+01,2.117821999999999871e+00,1.357873099999999944e+01,-2.038850000000000107e-01,2.942293999999999965e+00,-5.898925000000000196e+00,3.530269999999999797e+00,-6.099930999999999770e+00,5.313813999999999815e+00,3.323390999999999984e+00,0
3.665328999999999837e+00,4.122607000000000355e+00,3.701909999999999923e-01,3.895304200000000350e+01,1.477726499999999987e+01,-2.051979999999999915e-01,2.893835999999999853e+00,-5.982409999999999783e+00,3.127409999999999801e+00,-3.290906000000000109e+00,4.594440999999999775e+00,1.917591000000000045e+00,0
7.267294999999999838e+00,5.937173999999999729e+00,-6.296065999999999718e+00,2.630779700000000076e+01,1.303770500000000077e+01,1.010933799999999927e+01,7.750880999999999688e+00,-2.172070999999999863e+00,4.156362999999999808e+00,-5.565945000000000142e+00,4.815065999999999846e+00,2.581602000000000174e+00,0
1.296701900000000052e+01,6.948960999999999721e+00,-1.296611500000000028e+01,1.052150000000000030e-01,5.358737999999999779e+00,3.583943000000000101e+00,4.200827000000000311e+00,-4.645160999999999873e+00,2.928617000000000026e+00,-5.562306000000000417e+00,6.082169999999999632e+00,2.715482000000000173e+00,0
2.184982000000000202e+00,4.623947000000000251e+00,-9.075710000000000832e+00,1.962655300000000125e+01,1.207752799999999915e+01,1.049596999999999891e+00,4.072560000000000180e+00,-2.714390999999999998e+00,2.089926999999999868e+00,-2.543308999999999820e+00,2.781309999999999949e+00,1.477295000000000025e+00,0
2.290948999999999902e+00,6.191512000000000349e+00,-2.652991799999999856e+01,1.914392099999999886e+01,1.698858200000000096e+01,1.025115100000000012e+01,5.361214000000000368e+00,-1.288202999999999987e+00,3.638100999999999807e+00,-4.829779000000000266e+00,3.782045999999999797e+00,1.984485999999999972e+00,0
4.381623000000000268e+00,6.315483999999999654e+00,-1.234609400000000079e+01,-8.109949000000000296e+00,1.871140999999999943e+00,7.885149999999999659e-01,2.212196000000000051e+00,-7.496819999999999595e-01,5.161109999999999864e-01,-2.281973999999999947e+00,2.021795000000000009e+00,8.532659999999999689e-01,0
4.285739000000000409e+00,6.374210999999999849e+00,-9.109486000000000416e+00,1.545508300000000013e+01,9.225229000000000568e+00,5.947937999999999725e+00,4.547526000000000401e+00,-5.866886000000000045e+00,4.415734999999999744e+00,-5.828293999999999642e+00,5.329641999999999769e+00,2.355900999999999801e+00,0
2.908373999999999793e+00,4.041013999999999662e+00,-1.313034999999999952e+00,5.312318999999999569e+00,2.642923999999999829e+00,5.096884000000000192e+00,4.762107000000000312e+00,-1.054322499999999962e+01,5.406392000000000309e+00,-3.298983999999999916e+00,4.822359999999999758e+00,2.480430000000000135e+00,0
3.260545000000000027e+00,2.792654999999999887e+00,-4.319055999999999784e+00,1.362477600000000066e+01,6.581351999999999869e+00,1.144273000000000096e+00,3.947362000000000037e+00,-6.053500999999999799e+00,3.845251999999999892e+00,-5.317431000000000019e+00,4.317128000000000299e+00,2.594605000000000050e+00,0
4.312040999999999791e+00,4.602378999999999998e+00,-4.274157999999999902e+00,1.465212700000000012e+01,7.142843000000000053e+00,8.208187000000000566e+00,5.741221999999999603e+00,-8.774604999999999322e+00,5.180889999999999773e+00,-6.833243000000000400e+00,7.337973999999999997e+00,3.836462000000000039e+00,0
3.767624999999999780e+00,5.550510000000000055e+00,-2.459977400000000003e+01,-8.594844999999999402e+00,6.025261000000000422e+00,2.066085000000000171e+00,2.014838999999999825e+00,-9.016023000000000565e+00,4.252672999999999703e+00,-2.822079000000000004e+00,5.550324999999999953e+00,2.158307999999999893e+00,0
