@relation Sub1_B_64_ERT

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute class {0,1}

@data
-1.871820500000000109e+01,1.020065999999999917e+01,-8.666190000000000282e+00,3.099980800000000158e+01,1.377974900000000069e+01,-3.676566999999999918e+00,3.427417999999999854e+00,-2.541929000000000105e+00,4.801002000000000436e+00,2.037408000000000108e+00,3.411423000000000094e+00,9.537138000000000559e+00,2.388004000000000016e+00,5.999073000000000100e+00,-6.050048000000000314e+00,6.461159999999999570e+00,1.063785099999999950e+01,2.586428400000000138e+01,6.167011999999999716e+00,1.562953300000000034e+01,5.311755999999999922e+00,1.353215199999999996e+01,9.741220999999999464e+00,0
-1.861701400000000106e+01,1.134700999999999915e+01,-3.633687000000000111e+00,2.638970399999999827e+01,7.843628999999999962e+00,1.489446000000000048e+00,4.924845000000000361e+00,-3.037917999999999896e+00,6.088681000000000232e+00,2.440281999999999840e+00,4.143314000000000163e+00,2.749371100000000112e+01,8.594955999999999818e+00,6.907573000000000185e+00,-8.263999999999999346e+00,1.763041899999999984e+01,-1.165074899999999936e+01,1.873030500000000131e+01,1.196649099999999954e+01,2.985999000000000070e+00,-5.179908000000000179e+00,9.106970000000000454e+00,1.182433999999999985e+00,0
-3.222587200000000252e+01,1.022911500000000018e+01,-2.516907399999999839e+01,5.766950999999999716e+00,-1.367070900000000044e+01,-1.029598099999999938e+01,2.136714000000000002e+00,-5.094405000000000072e+00,4.803956000000000337e+00,2.675568999999999864e+00,-3.634520999999999891e+00,1.334387199999999929e+01,7.032922000000000118e+00,8.030487000000000819e+00,-4.123478000000000421e+00,8.833830000000000737e+00,-2.265646699999999925e+01,4.830904999999999561e+00,1.078088900000000017e+01,-9.259195000000000064e+00,-1.321774600000000000e+01,2.657078999999999969e+00,-5.884504999999999875e+00,0
-1.523247100000000032e+01,8.265000999999999820e+00,-1.807847800000000049e+01,-3.491115999999999886e+00,-9.323534000000000432e+00,4.276676700000000153e+01,8.509311000000000291e+00,-1.004633699999999941e+01,2.418876000000000026e+00,2.849765000000000104e+00,4.928931000000000395e+00,1.357740399999999958e+01,3.529061000000000003e+00,2.152734999999999843e+00,-5.337648999999999866e+00,4.676301999999999737e+00,5.096189999999999998e+00,1.993229499999999987e+01,5.471905999999999715e+00,1.128032999999999930e+01,-2.845054999999999890e+00,4.700154000000000387e+00,9.366780000000000106e-01,0
2.768492999999999871e+00,6.614342999999999861e+00,-1.428126199999999990e+01,8.354580000000000339e+00,-2.429476999999999887e+00,8.774546200000000340e+01,4.591515000000000235e+00,-3.212028999999999801e+00,4.378588999999999842e+00,2.117637999999999909e+00,-3.161862999999999868e+00,7.391297999999999924e+00,3.900790000000000202e+00,4.846254000000000062e+00,-8.811517000000000266e+00,3.967023999999999884e+00,7.026055999999999635e+00,2.161385200000000140e+01,5.216740999999999850e+00,1.374548500000000040e+01,2.313823000000000185e+00,1.179010000000000069e+01,5.921827999999999648e+00,0
-5.956559000000000381e+00,7.023613000000000106e+00,-1.642362899999999826e+01,4.091541000000000317e+00,-7.102045999999999637e+00,2.817804200000000137e+01,3.142164999999999875e+00,-5.048229000000000077e+00,4.851361999999999952e+00,2.587247000000000074e+00,-7.380092999999999570e+00,9.038551999999999254e+00,6.159947999999999979e+00,1.739538000000000029e+00,-3.425685999999999787e+00,1.197991099999999953e+01,-1.254783399999999993e+01,1.441696600000000039e+01,9.632472999999999175e+00,2.273095000000000088e+00,-1.972310999999999925e+00,7.512071999999999861e+00,2.543626000000000165e+00,0
-1.344653100000000023e+01,6.057625999999999955e+00,-1.759688699999999884e+01,-7.122691999999999801e+00,-1.246569000000000038e+01,1.511039999999999883e-01,3.589074000000000098e+00,-3.291085999999999956e+00,3.795253999999999905e+00,1.975950000000000095e+00,-2.125549999999999939e-01,4.491329999999999600e+00,2.008020999999999834e+00,2.164197999999999844e+00,-3.755307000000000173e+00,2.333898000000000028e+00,-1.621645499999999984e+01,2.290108000000000033e+00,7.590275000000000105e+00,-3.118408000000000069e+00,-3.670579000000000036e+00,4.716313999999999673e+00,1.777096000000000009e+00,0
-2.623820500000000067e+01,8.435608000000000217e+00,-1.775617099999999837e+01,-4.703021999999999814e+00,-1.381106499999999926e+01,-3.778767200000000059e+01,4.680598999999999954e+00,-3.092115999999999865e+00,3.778464000000000045e+00,1.945478000000000041e+00,-1.992551100000000019e+01,-1.140338900000000066e+01,3.103976999999999986e+00,4.787148000000000181e+00,-5.213764000000000287e+00,2.631473000000000173e+00,-1.118473400000000062e+01,4.035364999999999647e+00,6.644720999999999655e+00,-2.998155000000000125e+00,-2.061848900000000029e+01,-9.937630000000000408e+00,-1.425046799999999969e+01,0
-3.361753499999999661e+01,8.850450000000000372e+00,-2.904856300000000147e+01,-7.822573000000000221e+00,-1.806527099999999919e+01,-4.428618600000000072e+01,2.364011000000000084e+00,-4.090659999999999741e+00,4.022584000000000160e+00,2.098838000000000203e+00,-2.717019200000000012e+01,-8.968092000000000397e+00,6.882825999999999667e+00,2.323647999999999936e+00,-6.662279999999999980e+00,8.335848999999999620e+00,-2.814887999999999835e+01,4.037574000000000218e+00,1.281516099999999980e+01,-6.672072000000000003e+00,-2.071626099999999937e+01,-1.010908700000000060e+01,-1.328381000000000078e+01,0
-3.435710399999999964e+01,1.751409400000000005e+01,-2.827690099999999873e+01,-1.460825000000000040e+00,-8.953877000000000308e+00,-3.864424300000000301e+01,3.041908999999999974e+00,-5.103601000000000276e+00,4.271876999999999924e+00,2.461266999999999872e+00,-3.763115200000000016e+01,-1.169261000000000017e+01,1.055235799999999990e+01,4.031971999999999667e+00,-7.550874000000000308e+00,3.505956999999999990e+00,-4.029048999999999836e+01,4.597076000000000384e+00,1.718423900000000160e+01,-1.136784600000000012e+01,-2.434579499999999896e+01,-9.935329999999999995e-01,-9.848625000000000185e+00,0
9.237802000000000291e+00,4.831762999999999586e+00,9.093918000000000390e+00,2.239156300000000144e+01,1.440552699999999930e+01,-3.673620000000000108e+00,4.238189000000000206e+00,-5.069272999999999918e+00,4.810050999999999632e+00,2.902989999999999959e+00,-3.685923999999999978e+00,1.616065299999999993e+01,7.476924999999999599e+00,7.083609000000000044e+00,-4.246768000000000320e+00,5.555011000000000365e+00,-1.993500000000000133e-02,2.956068399999999841e+01,1.146638399999999969e+01,1.024097199999999930e+01,2.631410999999999945e+00,1.713775700000000057e+01,8.115137999999999963e+00,0
-4.667028000000000176e+00,9.122614999999999696e+00,5.539049999999999585e+00,2.449350000000000094e+01,1.542920699999999989e+01,-4.386052000000000284e+00,4.695585000000000342e+00,-5.567833000000000254e+00,3.789499000000000173e+00,2.096696000000000115e+00,-4.580738000000000198e+00,8.470257999999999399e+00,5.199288000000000132e+00,7.324009000000000214e+00,-5.892803999999999931e+00,1.362894499999999987e+01,1.472658999999999940e+00,2.184353300000000075e+01,8.271943000000000268e+00,1.040335499999999946e+01,-3.419958999999999971e+00,9.954947999999999908e+00,3.944255000000000067e+00,0
1.979317800000000105e+01,4.722919000000000089e+00,2.770365800000000078e+01,3.632056099999999788e+01,3.127109099999999842e+01,8.332653999999999783e+00,3.261159999999999837e+00,-3.537119000000000124e+00,2.038194999999999979e+00,1.535179999999999989e+00,2.393836999999999993e+00,3.322291500000000042e+01,1.231365500000000068e+01,5.158336000000000254e+00,-9.065486999999999185e+00,9.645865000000000578e+00,2.026644599999999841e+01,3.395702299999999951e+01,5.506236000000000352e+00,2.848511999999999844e+01,1.155253300000000038e+01,1.588306500000000021e+01,1.391286700000000032e+01,0
9.563432999999999851e+00,7.964165000000000383e+00,1.341447499999999948e+01,2.580337700000000112e+01,1.876087100000000163e+01,1.638929999999999865e+01,1.658814999999999928e+00,-3.764299999999999979e+00,3.818972000000000033e+00,2.184616999999999809e+00,1.075737999999999950e+01,2.537596500000000077e+01,5.474853000000000414e+00,5.166376999999999775e+00,-4.941997999999999891e+00,5.440589000000000119e+00,3.228606000000000087e+00,2.023187199999999919e+01,6.121589000000000169e+00,1.263815800000000067e+01,-1.906220000000000026e+00,8.218146000000000839e+00,3.212375999999999898e+00,0
1.989035499999999956e+01,5.895343999999999696e+00,1.150064399999999942e+01,2.062520100000000056e+01,1.528995199999999954e+01,1.102777000000000029e+01,2.640003999999999795e+00,-2.023162999999999823e+00,2.042394999999999960e+00,1.292918999999999929e+00,1.207984500000000061e+01,2.653021000000000029e+01,5.734791999999999668e+00,6.523133999999999766e+00,-7.443253000000000341e+00,1.994596000000000036e+00,8.568543999999999272e+00,2.001543399999999906e+01,4.336602000000000068e+00,1.577138899999999921e+01,9.386473999999999762e+00,1.636808100000000010e+01,1.198740100000000020e+01,0
1.091547300000000043e+01,6.927705999999999698e+00,-1.625195899999999938e+01,9.903031999999999613e+00,-2.629020000000000135e+00,-7.987071000000000254e+00,9.886169999999999680e-01,-1.262855000000000061e+00,2.769216000000000122e+00,1.112114999999999965e+00,-5.659244000000000163e+00,1.421137500000000031e+01,7.689739000000000324e+00,2.394077999999999928e+00,-4.958929999999999616e+00,7.848741000000000412e+00,-1.100891900000000057e+01,1.127358399999999961e+01,7.969920000000000115e+00,-6.528969999999999496e-01,2.634767000000000081e+00,9.003099999999999881e+00,5.167087000000000430e+00,0
-1.627508900000000125e+01,9.983335999999999544e+00,-1.635296100000000052e+01,-2.300800000000000067e-01,-9.397814000000000334e+00,1.199913999999999925e+00,4.820847999999999800e+00,-3.289784000000000042e+00,2.261426999999999854e+00,1.510675999999999908e+00,-1.101749999999999952e-01,9.006244999999999834e+00,4.031469000000000413e+00,5.508402000000000243e+00,-9.621074999999999378e+00,2.329902000000000140e+00,-1.333192299999999975e+01,-7.996999999999999664e-01,5.207753000000000299e+00,-8.144049000000000760e+00,-6.383887999999999785e+00,5.525253000000000192e+00,1.290591999999999961e+00,0
-1.292909500000000023e+01,8.143665000000000376e+00,-1.579612999999999934e+00,1.742237599999999986e+01,7.861144000000000354e+00,2.775122999999999784e+00,3.020408000000000204e+00,-4.567281000000000368e+00,3.053796999999999873e+00,2.164565000000000072e+00,-1.092978000000000005e+00,1.827964199999999906e+01,7.944206999999999574e+00,3.369937000000000182e+00,-9.106026999999999205e+00,6.083382000000000289e+00,-1.738140999999999892e+01,7.796570000000000000e+00,9.032398999999999845e+00,-4.882417000000000229e+00,-8.550342999999999805e+00,1.217481699999999911e+01,1.296640999999999933e+00,0
3.728969000000000200e+00,2.860171999999999937e+00,9.877518000000000242e+00,3.005144500000000107e+01,1.849174999999999969e+01,5.821318999999999910e+00,2.812797000000000214e+00,-3.276189000000000018e+00,3.304654999999999898e+00,1.750245999999999968e+00,6.048301999999999623e+00,2.264115299999999920e+01,7.280833999999999584e+00,2.900234000000000201e+00,-5.125074999999999825e+00,7.571892000000000067e+00,1.062082000000000015e+01,2.104599800000000087e+01,4.395538000000000167e+00,1.547020599999999924e+01,8.908115000000000450e+00,1.433041899999999913e+01,1.151387899999999931e+01,0
5.976695000000000313e+00,6.316139999999999866e+00,1.932962799999999959e+01,2.675006799999999885e+01,2.284724800000000045e+01,1.855135500000000093e+01,3.480847999999999942e+00,-5.297997999999999763e+00,4.339133000000000351e+00,2.558835999999999888e+00,8.280032999999999532e+00,2.324745499999999865e+01,5.697712000000000110e+00,7.488979999999999748e+00,-1.048508600000000079e+01,1.222662900000000086e+01,1.468744000000000050e+00,2.006700500000000176e+01,7.138613000000000319e+00,1.235562000000000005e+01,4.077399999999999775e-02,1.019485099999999989e+01,7.322966000000000086e+00,0
-3.219469699999999790e+01,1.090649699999999989e+01,-2.543397900000000078e+01,6.099579999999999558e+00,-1.158692899999999959e+01,-6.131803999999999810e+00,3.178925000000000001e+00,-2.777242999999999906e+00,5.073207000000000022e+00,2.264755000000000074e+00,-1.340146499999999996e+01,1.645866300000000138e+01,1.350648200000000010e+01,2.145766199999999913e+01,-1.427307399999999937e+01,1.653061299999999889e+01,-2.842327999999999832e+01,1.353493699999999933e+01,1.540815399999999968e+01,-5.975823000000000107e+00,-1.507424900000000001e+01,1.038189999999999991e+01,-3.323341999999999796e+00,0
-3.806688599999999667e+01,1.478382500000000022e+01,-2.493768000000000029e+01,-7.261702999999999797e+00,-1.680977100000000135e+01,-1.346309300000000064e+01,7.061398999999999759e+00,-4.552806000000000353e+00,2.260140999999999956e+00,2.102516000000000052e+00,-1.573243599999999986e+01,1.561170599999999986e+01,1.262072599999999944e+01,1.280655199999999994e+01,-1.324360899999999930e+01,9.545256000000000185e+00,-3.588294299999999737e+01,9.347891000000000616e+00,1.637028899999999965e+01,-1.032741200000000070e+01,-2.228183900000000150e+01,1.387491900000000022e+01,-2.480710999999999888e+00,0
-9.891482999999999137e+00,1.312597899999999917e+01,2.408889999999999920e-01,2.454289999999999949e+01,1.596358500000000014e+01,1.677380899999999997e+01,3.096474000000000171e+00,-3.785328999999999944e+00,5.086299999999999599e+00,2.213737000000000066e+00,-1.027798999999999907e+00,2.310518799999999828e+01,9.287167000000000172e+00,9.317717000000000027e+00,-1.145550800000000002e+01,9.728462999999999639e+00,4.171886999999999901e+00,1.799169399999999897e+01,5.569512999999999714e+00,1.047701499999999974e+01,5.836348000000000091e+00,2.022325899999999876e+01,1.360906499999999930e+01,0
1.464038099999999964e+01,9.315365999999999147e+00,1.144844200000000001e+01,2.976321099999999831e+01,1.972706399999999860e+01,7.834915999999999769e+00,4.242441000000000351e+00,-2.279987000000000208e+00,2.788734999999999964e+00,1.351224999999999898e+00,-1.126451499999999939e+01,-4.411100000000000021e-01,3.880295999999999967e+00,2.797880999999999840e+00,-5.229462999999999973e+00,5.565542999999999907e+00,1.498367000000000004e+00,3.831883400000000250e+01,1.321020099999999964e+01,2.209241799999999856e+01,3.574530000000000207e+00,2.407334499999999977e+01,1.107638000000000034e+01,0
-2.169340899999999905e+01,8.793998000000000204e+00,-2.729965599999999881e+01,-1.957635999999999932e+00,-1.114522499999999994e+01,9.779339899999999375e+01,7.504989000000000132e+00,-1.230682599999999915e+01,3.040849000000000135e+00,3.615482000000000085e+00,-2.646654999999999980e+00,7.079424999999999635e+00,3.822184000000000026e+00,4.768621999999999694e+00,-3.926499999999999879e+00,8.086769000000000318e+00,-1.862157499999999999e+01,-1.040046300000000024e+01,3.114993000000000123e+00,-1.563017100000000070e+01,-7.739036999999999722e+00,-5.584961999999999982e+00,-6.665701000000000320e+00,0
-4.081745699999999744e+01,8.877544999999999575e+00,-2.703735999999999962e+01,-9.650145999999999447e+00,-1.853502100000000041e+01,3.371117150000000038e+02,8.500493000000000521e+00,-5.767538000000000054e+00,4.883890000000000065e+00,2.742081999999999908e+00,-1.700359399999999965e+01,6.981090000000000018e+00,9.061915000000000830e+00,4.170455999999999719e+00,-9.461752000000000606e+00,9.056426000000000087e+00,-3.922890600000000205e+01,-1.991131199999999879e+01,7.150009999999999977e+00,-2.902857399999999899e+01,-1.281718500000000027e+01,-5.524154000000000231e+00,-1.036269799999999996e+01,0
-7.424894000000000105e+00,3.534515999999999991e+00,-2.040905300000000011e+01,-1.805225999999999997e+00,-1.255406699999999987e+01,2.030827909999999861e+02,2.821280999999999928e+00,-3.898557999999999968e+00,5.473419999999999952e+00,2.663829999999999920e+00,-8.990683000000000646e+00,1.717210000000000125e-01,3.859707999999999917e+00,4.771798000000000428e+00,-7.932272000000000212e+00,5.516817999999999778e+00,-2.791735800000000012e+01,-1.116271599999999964e+01,6.332000999999999991e+00,-1.931287400000000076e+01,-1.039739900000000006e+01,-1.322642000000000095e+00,-4.833415999999999713e+00,0
-1.394022999999999968e+01,6.713783000000000278e+00,-1.824681700000000006e+01,-4.299990000000000201e+00,-8.286414000000000613e+00,1.613841599999999943e+01,4.387305999999999706e+00,-2.075168999999999819e+00,5.036646000000000178e+00,1.780292999999999903e+00,-1.317364399999999947e+01,-2.997284000000000059e+00,4.052933999999999592e+00,9.901816999999999425e+00,-1.459102799999999966e+01,1.075352400000000053e+01,-2.887481500000000167e+01,-8.740176999999999197e+00,7.166995000000000005e+00,-1.958086199999999977e+01,-9.731014999999999304e+00,-7.788289999999999935e-01,-5.722761000000000209e+00,0
-5.253187499999999943e+01,2.257091000000000136e+01,-5.391019099999999753e+01,-7.494800999999999824e+00,-3.232614999999999839e+01,-1.264080050000000028e+02,2.203158000000000172e+00,-3.194430000000000103e+00,5.688638000000000083e+00,2.580213000000000090e+00,-4.989372699999999838e+01,-3.171234999999999804e+00,1.925655799999999829e+01,1.612357000000000040e+00,-6.219269999999999854e+00,8.365833999999999548e+00,-7.522470500000000015e+01,-1.777878700000000123e+01,2.291675700000000049e+01,-4.566990400000000250e+01,-3.751817199999999985e+01,-6.551359999999999850e+00,-2.313128999999999991e+01,0
-4.984114799999999690e+01,3.930407999999999902e+00,-5.326151500000000283e+01,-4.418412899999999865e+01,-4.795023799999999881e+01,-1.838601390000000038e+02,3.610192000000000068e+00,-1.958298000000000094e+00,2.363856000000000179e+00,1.476739000000000024e+00,-3.971892199999999917e+01,-1.626013100000000122e+01,8.941598000000000823e+00,9.110134999999999650e+00,-7.035696999999999868e+00,1.051618099999999956e+01,-5.561269899999999922e+01,-2.688586600000000004e+01,1.222886800000000029e+01,-3.443943000000000154e+01,-3.563652900000000301e+01,-2.562760899999999964e+01,-2.910634699999999953e+01,0
-5.862928300000000092e+01,7.235915000000000319e+00,-6.801607099999999662e+01,-4.570645900000000239e+01,-5.309970500000000015e+01,-2.047019899999999950e+02,2.864990999999999843e+00,-2.218900999999999790e+00,1.823523000000000005e+00,1.240118999999999971e+00,-4.845119300000000351e+01,-3.223273700000000019e+01,6.715567000000000064e+00,8.999779999999999447e+00,-9.074685999999999808e+00,7.172709000000000223e+00,-5.275335100000000210e+01,-4.243558600000000069e+01,3.695145999999999820e+00,-4.730265500000000145e+01,-3.694694400000000201e+01,-2.763313000000000130e+01,-3.144526199999999960e+01,0
-3.483577799999999769e+01,4.234892999999999574e+00,-3.599914199999999909e+01,-1.989614299999999858e+01,-2.929585900000000009e+01,-1.726709280000000035e+02,3.747965999999999909e+00,-1.935197999999999974e+00,2.620014999999999983e+00,1.276369000000000087e+00,-3.204711400000000054e+01,-1.640502499999999841e+01,6.491330999999999740e+00,4.533682999999999907e+00,-9.424042999999999282e+00,5.846282999999999674e+00,-4.270558299999999718e+01,-2.197285600000000017e+01,8.801526000000000849e+00,-3.157981399999999894e+01,-2.787580300000000122e+01,-1.474182000000000059e+01,-2.018015400000000170e+01,0
-2.154564900000000094e+01,6.757114999999999760e+00,-2.859738000000000113e+01,-1.136392099999999949e+01,-1.869194099999999992e+01,-1.487443749999999909e+02,2.576864000000000043e+00,-6.488163000000000125e+00,4.136252999999999957e+00,2.628366000000000202e+00,-1.844595100000000087e+01,-6.273699999999999832e+00,4.457190999999999903e+00,3.944882999999999917e+00,-5.366747000000000156e+00,3.723530999999999924e+00,-1.817303300000000021e+01,-9.359785999999999717e+00,3.480141999999999847e+00,-1.261218599999999945e+01,-1.241227199999999975e+01,-3.372335000000000083e+00,-9.237080999999999875e+00,0
1.063441000000000081e+00,5.192506999999999984e+00,1.751303999999999972e+00,7.986951000000000356e+00,3.514800000000000146e+00,-1.107264360000000067e+02,3.235085000000000210e+00,-5.173504999999999576e+00,5.209264000000000117e+00,2.727279999999999927e+00,-1.770991899999999930e+01,-1.466220999999999997e+00,6.656882000000000410e+00,7.322511000000000436e+00,-6.478042000000000300e+00,1.156249700000000047e+01,-4.835923000000000194e+00,2.387942400000000021e+01,1.074585100000000004e+01,7.847868000000000066e+00,-1.441189999999999971e+00,1.125605700000000020e+01,2.813658999999999910e+00,0
1.049963999999999942e+01,2.758898999999999990e+00,-8.428494999999999848e+00,6.216846999999999568e+00,-3.080140000000000100e-01,-8.568287700000000484e+01,4.859763000000000055e+00,-2.343366000000000060e+00,2.685512000000000121e+00,1.579288999999999943e+00,-6.081991000000000369e+00,-3.295360000000000067e+00,1.078880000000000061e+00,9.312210000000000321e+00,-6.419109999999999872e+00,8.413769000000000275e+00,6.507785000000000153e+00,2.576969700000000074e+01,6.941086999999999563e+00,1.519698999999999955e+01,3.919747999999999788e+00,9.284126999999999796e+00,6.930274999999999963e+00,0
1.880065199999999948e+01,4.650847999999999871e+00,3.292240000000000055e+00,1.924448399999999992e+01,1.067062999999999917e+01,-7.759542399999999418e+01,6.076652000000000164e+00,-4.633193999999999591e+00,6.499488000000000376e+00,3.101602999999999888e+00,2.952506000000000075e+00,1.039618800000000043e+01,2.824113000000000095e+00,5.722925000000000040e+00,-5.174059999999999881e+00,1.091891500000000015e+01,2.179437300000000022e+01,3.675203599999999682e+01,6.577179000000000109e+00,3.026786699999999897e+01,7.808243000000000045e+00,1.739094899999999910e+01,1.237841300000000011e+01,0
1.278491900000000037e+01,4.461959000000000231e+00,1.990055900000000122e+01,2.728052699999999930e+01,2.299917900000000159e+01,-4.756068599999999691e+01,3.254509999999999792e+00,-5.103021000000000029e+00,2.748769999999999936e+00,2.060554000000000219e+00,1.825944000000000011e+00,1.706452499999999972e+01,5.690792000000000073e+00,1.005095900000000064e+01,-8.375090000000000146e+00,9.996484999999999843e+00,2.302208500000000058e+01,3.401610300000000109e+01,4.555436000000000263e+00,2.953472800000000120e+01,1.044434599999999946e+01,1.704724399999999918e+01,1.481665300000000052e+01,0
-8.268660999999999817e+00,7.595523000000000025e+00,-7.954426999999999914e+00,2.445629399999999976e+01,4.805038999999999838e+00,-4.195369900000000030e+01,2.777867999999999782e+00,-4.847967999999999833e+00,6.287636000000000003e+00,2.893035999999999941e+00,-4.095578999999999859e+00,2.916958199999999835e+01,1.322781200000000013e+01,6.565164000000000222e+00,-9.073956000000000799e+00,3.969160000000000021e+00,-8.618525999999999243e+00,3.639975599999999645e+01,1.686469500000000110e+01,9.239696999999999605e+00,2.132992000000000221e+00,1.919529800000000108e+01,1.155471900000000041e+01,0
1.008791399999999960e+01,7.271287000000000056e+00,5.391693000000000069e+00,2.206434099999999887e+01,1.231762999999999941e+01,-1.180825899999999962e+01,4.877542000000000044e+00,-4.808841000000000143e+00,5.281984999999999708e+00,3.382333000000000034e+00,8.016016000000000474e+00,1.591014799999999951e+01,3.480602999999999891e+00,3.120337000000000138e+00,-5.182885999999999882e+00,6.291443000000000119e+00,1.326689400000000063e+01,2.598960800000000049e+01,4.702496000000000009e+00,1.830050400000000010e+01,1.097529499999999913e+01,2.059004200000000040e+01,1.568887199999999993e+01,0
-1.156085799999999963e+01,2.064205600000000018e+01,-1.520442199999999922e+01,2.780503399999999914e+01,3.141379999999999839e+00,8.788934999999999320e+01,3.372281000000000084e+00,-3.203323999999999838e+00,4.628810999999999787e+00,2.099019000000000190e+00,1.617427400000000048e+01,2.952958800000000039e+01,5.617483000000000004e+00,9.492791999999999675e+00,-9.769814000000000220e+00,8.499598999999999904e+00,-2.258482599999999962e+01,4.221187299999999709e+01,2.377186700000000030e+01,3.987874000000000141e+00,4.258990999999999971e+00,3.851581699999999842e+01,1.966153600000000168e+01,0
-1.638514500000000140e+01,3.387338999999999878e+00,-1.897184599999999932e+01,-5.874365000000000059e+00,-1.445493199999999945e+01,6.600249700000000530e+01,2.137481999999999882e+00,-4.243660000000000210e+00,3.105547000000000057e+00,1.843634999999999913e+00,6.466845000000000176e+00,2.018302600000000169e+01,5.350522999999999918e+00,5.828077000000000396e+00,-5.640105000000000146e+00,5.089113000000000220e+00,-2.762707199999999830e+01,-1.500604200000000077e+01,5.176531999999999911e+00,-1.880710300000000146e+01,-1.438278500000000015e+01,2.012389999999999901e+00,-5.831157000000000146e+00,0
-2.354407000000000139e+01,7.031532999999999589e+00,-2.355150099999999824e+01,-1.117225200000000029e+01,-1.834544800000000109e+01,4.480959000000000003e+01,4.720374999999999766e+00,-3.008624999999999883e+00,4.592287999999999926e+00,2.263443000000000094e+00,-5.165262000000000242e+00,4.189275000000000304e+00,3.387999999999999901e+00,6.163930999999999827e+00,-7.547632000000000119e+00,6.470536000000000065e+00,-2.885013700000000014e+01,-2.005121499999999912e+01,3.681001000000000190e+00,-2.640843900000000133e+01,-2.568154900000000040e+01,-1.570755499999999927e+01,-2.137819100000000105e+01,0
-2.660937699999999850e+01,6.876679000000000208e+00,-2.179634599999999978e+01,-9.533611999999999753e+00,-1.543851100000000010e+01,4.205279199999999662e+01,2.685531999999999808e+00,-3.759519000000000055e+00,5.357630000000000337e+00,2.437933000000000128e+00,-2.097562999999999889e+01,5.691576999999999664e+00,1.053005500000000083e+01,1.128747399999999956e+01,-1.091881300000000010e+01,9.535467000000000581e+00,-4.767451299999999748e+01,-1.989413899999999913e+01,1.118985499999999966e+01,-2.866148899999999955e+01,-3.537570800000000304e+01,-1.854768999999999934e+01,-2.535350299999999990e+01,0
1.285817999999999905e+00,3.678244999999999987e+00,-4.851497000000000170e+00,4.433398000000000394e+00,-1.118430000000000035e+00,4.261389299999999736e+01,2.381356999999999946e+00,-6.038766999999999996e+00,3.826995999999999842e+00,1.972885999999999918e+00,7.369670000000000387e-01,6.765647999999999662e+00,2.470991999999999855e+00,2.657955999999999985e+00,-2.677972000000000019e+00,2.132366000000000206e+00,-1.347641300000000086e+01,-5.618680000000000341e-01,5.044649999999999856e+00,-6.792423000000000322e+00,-2.915800199999999975e+01,-1.591148300000000049e+01,-2.072937800000000053e+01,0
-2.286566699999999841e+01,7.659419999999999895e+00,-2.345259199999999922e+01,-2.340453999999999812e+00,-1.548931800000000081e+01,1.723431599999999975e+01,3.124706000000000206e+00,-3.536446999999999896e+00,2.570463999999999860e+00,1.776453000000000060e+00,-1.373513200000000012e+01,-8.698607000000000866e+00,1.993713000000000068e+00,7.655090000000000394e+00,-7.541471999999999731e+00,6.064022999999999719e+00,-2.250614099999999951e+01,-1.091701400000000000e+01,4.274677999999999756e+00,-1.557704099999999947e+01,-4.126600599999999730e+01,-2.654528900000000036e+01,-3.537461100000000158e+01,0
-2.201460000000000150e+01,3.726862000000000119e+00,-1.813207600000000141e+01,-3.195459999999999967e-01,-1.084808800000000062e+01,6.141252999999999851e+00,3.255968999999999891e+00,-4.071087999999999596e+00,5.082824999999999704e+00,2.343582000000000054e+00,-2.486178400000000011e+01,3.881521999999999917e+00,1.123471100000000078e+01,8.977738999999999692e+00,-5.404075999999999880e+00,1.044710399999999950e+01,-2.870446799999999854e+01,5.433990999999999794e+00,1.272186699999999959e+01,-1.378152200000000072e+01,-4.486330600000000146e+01,-2.860314899999999838e+01,-3.770675399999999655e+01,0
-3.380750100000000202e+01,6.088957999999999871e+00,-2.923422899999999913e+01,-1.008904000000000067e+01,-2.083061400000000063e+01,-1.126317000000000013e+00,2.458082000000000100e+00,-4.815465999999999802e+00,5.065882000000000218e+00,2.345073000000000185e+00,-4.472035600000000244e+01,-1.438305300000000031e+01,1.106504200000000004e+01,3.574504999999999821e+00,-7.530460999999999849e+00,6.679081000000000046e+00,-4.053099999999999881e+01,-5.984117999999999604e+00,1.354769600000000018e+01,-2.885418299999999903e+01,-4.980011600000000271e+01,-3.738356000000000279e+01,-4.499190000000000111e+01,0
