@relation Sub1_B_32

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a35 numeric
@attribute a36 numeric
@attribute a37 numeric
@attribute a38 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a41 numeric
@attribute a42 numeric
@attribute a43 numeric
@attribute a44 numeric
@attribute a45 numeric
@attribute a46 numeric
@attribute a47 numeric
@attribute a48 numeric
@attribute a49 numeric
@attribute a50 numeric
@attribute a51 numeric
@attribute a52 numeric
@attribute a53 numeric
@attribute a54 numeric
@attribute a55 numeric
@attribute a56 numeric
@attribute a57 numeric
@attribute a58 numeric
@attribute a59 numeric
@attribute a60 numeric
@attribute a61 numeric
@attribute a62 numeric
@attribute a63 numeric
@attribute a64 numeric
@attribute a65 numeric
@attribute a66 numeric
@attribute a67 numeric
@attribute a68 numeric
@attribute a69 numeric
@attribute a70 numeric
@attribute a71 numeric
@attribute a72 numeric
@attribute a73 numeric
@attribute a74 numeric
@attribute a75 numeric
@attribute a76 numeric
@attribute a77 numeric
@attribute a78 numeric
@attribute a79 numeric
@attribute a80 numeric
@attribute a81 numeric
@attribute a82 numeric
@attribute a83 numeric
@attribute a84 numeric
@attribute a85 numeric
@attribute a86 numeric
@attribute a87 numeric
@attribute a88 numeric
@attribute a89 numeric
@attribute a90 numeric
@attribute a91 numeric
@attribute a92 numeric
@attribute a93 numeric
@attribute a94 numeric
@attribute a95 numeric
@attribute a96 numeric
@attribute class {0,1}

@data
1.614463,21.724658,7.505913,12.37923,-18.065808,6.158056,9.90142,-0.98543,-6.608469,10.047666,6.148819,1.28865,-6.553287,5.600481,2.765019,-0.08285,-12.375708,13.385137,10.038188,3.412793,-21.444181,6.458966,11.676693,-1.281272,-3.471649,10.367868,4.445072,1.915521,-7.568442,3.057123,2.858885,0.019194,-0.491954,19.17183,7.934883,9.780193,-23.537562,10.369489,13.691298,-0.754128,-8.79018,5.750242,4.956484,-0.688341,-6.041559,3.816481,2.802477,0.231189,-4.354577,20.214967,9.400626,7.307062,-25.318928,8.687698,13.905486,-1.340123,-8.099498,6.416192,4.070915,0.063996,-6.804552,5.341976,2.747776,0.038844,-12.639072,27.366551,14.371771,6.715655,-32.595304,14.838307,18.708369,-1.066304,-7.154236,7.743178,4.52233,-0.586242,-11.347805,6.615214,4.465596,-0.104246,4.771364,16.547965,4.80579,9.435678,-15.976769,8.916361,9.967755,0.866377,-4.198709,8.943835,3.645409,2.780405,-5.545437,3.562263,2.40693,0.056736,0
2.79581,10.166944,2.99221,5.102964,-9.82297,14.434927,10.12597,2.657641,-14.672156,6.627192,6.3473,-1.310669,-6.810371,6.609499,3.190099,0.115825,-7.364463,8.034662,6.066612,-2.222748,-10.699031,11.357112,8.867483,0.855933,-10.936689,6.631654,5.084837,-0.052838,-4.293115,3.794093,2.206317,0.124422,-59.272534,-10.184165,18.038528,-29.813987,-13.894121,29.614028,15.825349,4.24101,-9.467061,7.728528,4.768863,-3.237412,-3.092525,5.335977,2.598929,0.018347,-1.627756,14.972857,6.316646,4.558198,-8.220369,7.682666,5.830164,-0.130343,-8.980459,6.508749,5.230438,-1.803177,-5.300742,3.55252,2.116842,-0.043029,-4.893982,18.037046,9.245435,4.792324,-11.133815,14.424759,10.096239,3.202892,-13.466733,8.511027,6.60532,-1.819061,-3.792779,5.816762,2.715585,0.099667,0.620199,6.271576,2.143505,2.8666,-9.601239,7.533069,7.243899,0.337089,-8.053687,3.070344,3.672117,-0.351687,-4.035897,2.779712,1.937117,0.129447,0
9.760125,38.225699,13.983661,24.108949,-7.53504,6.005095,4.897194,-0.37838,-3.181032,4.145831,2.056481,0.109925,-3.79866,3.070933,1.883997,-0.103052,-10.90019,9.802367,7.333532,-0.998944,-11.145397,12.009997,9.357924,0.966248,-2.191719,7.521839,2.752105,0.779693,-4.567812,4.798254,2.295974,0.141489,-13.291322,1.745415,5.532033,-4.478888,-13.685639,10.845093,9.124252,-0.045125,-4.427673,9.694604,3.879965,0.701391,-5.067682,4.303107,2.471617,0.058961,2.651925,31.775556,11.130773,21.315858,-5.217196,16.89423,9.375428,5.060128,-3.787721,10.863294,4.454984,2.815517,-4.522826,6.342333,2.65278,0.289905,6.457806,34.901797,10.102632,21.540544,-12.600271,12.70463,9.42858,1.717858,-7.178942,5.462027,4.173168,-0.585151,-5.045688,6.09856,3.072853,0.005237,11.813574,24.900343,4.880975,19.510738,-10.879102,4.670628,6.163246,-1.587531,-5.112575,2.704205,2.154687,-1.53818,-3.535073,4.322672,2.154124,-0.218353,0
-21.22592,4.870791,10.970284,-10.365622,-4.099333,10.296941,5.696983,2.823226,-7.568551,8.778361,4.687458,1.226886,-4.309738,5.567426,2.28362,0.306424,-25.112884,-13.623563,4.152218,-18.644193,-4.932811,2.888705,3.480022,-1.413085,-6.517986,4.426438,3.447794,-0.229339,-5.103294,5.296106,2.641827,-0.30319,-5.112308,4.012288,3.676561,-2.121175,-3.959007,0.307384,1.674801,-1.688818,-2.14257,4.276989,2.167235,0.911409,-3.797475,4.560274,2.261996,-0.081168,-9.425087,-0.001317,3.588882,-4.506933,-7.236227,5.666812,4.885749,0.649864,-4.982201,3.421595,2.5169,0.035065,-4.558494,4.066025,2.17784,0.058903,-10.186503,6.376881,6.276967,-3.167955,-8.546611,12.195582,7.85782,0.095911,-5.365382,8.015902,4.418582,1.247746,-3.524299,5.326095,2.405777,0.091878,-8.096501,9.631692,7.334679,0.39224,-2.20467,7.610903,3.628709,1.668415,-3.057094,6.662953,2.925776,0.291268,-3.554991,4.553231,2.155512,0.174514,0
-16.625062,16.857556,13.329596,-2.666816,-7.311478,3.936955,4.437439,-0.835651,-5.009853,9.395152,3.889942,2.144186,-4.32488,7.861559,2.745948,-0.224198,3.712442,32.53397,11.647206,13.336668,-6.804423,10.54854,6.137531,1.822661,-3.934695,8.891101,3.879234,2.140784,-3.308298,5.091253,2.141181,0.108012,-1.489887,23.555553,10.107749,7.071617,-6.274458,10.94105,6.176985,2.691512,-3.753207,4.460289,2.720895,0.532142,-2.541897,3.295573,2.090679,0.086072,-2.939848,12.973929,6.854397,5.135689,-11.697117,9.820017,8.441262,2.62918,-3.173838,8.436896,4.078758,2.211544,-5.813962,5.827778,3.004532,-0.153236,-0.958764,20.57757,10.308631,9.913031,-13.264016,14.014376,10.533337,3.744942,-4.895443,8.274638,4.52176,2.396376,-9.630496,6.311211,3.884461,-0.053629,-3.873329,14.858198,6.780623,6.284943,-6.778024,5.542723,5.081162,-0.805656,-3.36978,3.049682,1.832445,0.12966,-4.823512,3.285686,1.920635,-0.00969,0
5.027041,22.595267,8.413103,14.194699,-14.254954,3.882654,7.119811,-2.474742,-3.518763,6.674588,3.480142,1.561893,-4.274709,4.304891,2.325332,0.203844,-0.318249,17.090207,6.844348,9.453326,-8.211068,2.151202,3.945501,-1.858427,-2.480308,7.162441,2.745511,1.305471,-4.30489,3.567833,2.273661,0.120097,-8.293769,8.954843,6.248765,0.744951,-6.118337,-0.715911,2.061233,-3.001064,-5.19899,5.378273,3.580647,-1.010299,-6.574494,4.064865,2.611909,-0.141722,-3.891015,14.770159,7.481888,5.815418,-2.487169,4.282022,2.719261,-0.23252,-13.40437,8.636952,7.047278,0.823515,-5.05845,4.306403,2.736953,0.069003,-1.180574,26.094394,10.541413,11.179756,-13.022336,5.843399,7.717672,-0.80962,-14.301149,6.731058,6.289058,-0.259529,-7.818331,4.573469,2.8012,0.121696,9.974889,23.34731,5.953038,16.579907,-7.410723,4.610338,4.425782,-0.369956,-3.360312,6.847138,3.282918,1.433125,-2.51241,3.046569,1.474304,0.14285,0
-8.668608,10.391549,6.913821,-0.622395,-5.673021,4.762791,4.102804,1.323323,-9.334364,5.710598,5.511992,-1.344355,-4.821312,2.027903,2.018441,-0.190549,-21.705166,-0.480931,8.062907,-12.686267,-1.922938,9.187711,5.099958,3.389676,-6.622269,2.807189,2.745187,-1.157568,-4.060785,4.804529,2.632038,-0.170719,-10.573668,7.158044,6.453799,-1.006059,-3.581417,8.893301,4.720746,0.9756,-5.913974,1.235038,2.445277,-1.864649,-5.053172,5.071891,2.775038,-0.17513,-30.615858,-7.693544,8.774482,-16.195475,-2.228197,3.809253,2.282728,0.635974,-2.769494,4.636647,2.463001,0.400767,-4.579468,4.288494,2.50209,0.015817,-24.000336,-4.586442,8.38809,-14.846658,0.338879,6.881399,2.678254,2.82579,-4.752222,5.156126,3.638366,0.16048,-4.311731,6.559392,3.410023,-0.125314,-7.404547,4.332181,4.404399,-0.456916,-0.031189,4.362388,1.976677,1.962733,-4.636921,5.728668,3.946052,-0.002467,-3.041162,2.036736,1.453921,-0.032051,0
-0.373255,19.055484,7.279096,10.689065,-6.087716,17.06929,8.380993,3.788433,-4.979977,8.291516,3.774668,0.588929,-3.020686,4.816735,1.882832,0.121201,-11.204508,15.946541,10.059854,4.891726,-7.12474,10.709076,7.375211,3.777456,-7.509521,10.74723,5.422829,1.35775,-3.046876,4.543008,1.980499,0.163107,-4.103582,18.35039,8.426994,9.874232,-9.253844,11.394505,7.787964,2.359686,-6.804517,9.317081,4.454443,1.232952,-3.786805,4.315031,1.81001,0.326243,-18.016382,1.648334,7.253897,-7.860305,-2.478816,6.554926,4.020453,2.50493,-5.165048,0.322843,2.208044,-2.014259,-2.785156,2.268451,1.299263,0.134775,-6.637886,9.952303,6.795604,1.253942,-7.995241,10.449277,7.424372,1.622487,-8.097907,1.609509,3.337447,-2.887087,-6.589651,5.806418,2.795811,-0.10959,6.346212,15.554964,3.617006,9.388228,-4.605936,6.401632,4.4345,0.804985,-7.688165,3.079254,3.253872,-2.010339,-2.01551,2.539403,1.110946,-0.038318,0
-17.798533,5.422042,9.355286,-7.269852,-6.101234,16.161815,9.162321,4.974287,-9.160761,13.249842,6.714884,0.940647,-5.066521,5.312177,2.823184,0.008741,-25.538787,-2.249878,9.641535,-12.398994,-4.217342,12.946816,7.439846,4.5993,-7.536172,9.66415,6.387376,0.58978,-4.813268,6.07009,2.769345,-0.075445,-13.619798,0.831334,5.916291,-6.921397,-1.496338,9.272561,4.363714,3.905315,-6.411779,2.826343,2.88337,-2.234728,-3.54902,4.315965,1.956725,-0.022627,-31.212949,-12.455778,6.775739,-21.896762,-17.235039,10.942953,11.550074,-0.865433,-10.781166,9.990723,6.460959,0.296239,-3.081293,6.315455,2.730465,-0.116433,-25.375874,-3.897799,8.960522,-13.049311,-19.618681,14.337288,13.539317,0.020458,-11.486636,16.264757,8.439684,1.435449,-7.840649,8.119896,4.298429,0.145553,0.134365,10.22025,3.764613,4.881285,-9.636365,9.628054,8.084111,1.719291,-4.9885,6.123269,3.778167,0.169549,-3.553683,2.540447,1.932748,-0.074407,0
-41.334774,-26.673209,6.875623,-34.075228,-10.94202,1.713167,4.559371,-4.775038,-10.136957,4.172503,4.769606,-1.013182,-3.842133,5.783495,3.062812,0.140744,-27.266732,-15.603509,5.555535,-21.674106,-12.893166,-1.177936,4.494562,-5.346858,-10.283024,6.712775,6.026458,-2.205768,-3.587537,5.537928,2.535394,0.073785,-6.933218,6.187781,5.576727,0.315467,-5.464835,6.026562,4.954812,-0.045553,-9.105466,7.514828,4.381187,-1.341236,-1.785902,4.566877,1.625615,-0.062974,-29.945998,-5.580343,10.475973,-18.264925,-6.479621,3.516488,3.574516,-1.709462,-8.609718,7.486207,4.659768,-1.706161,-4.32749,3.521482,2.03352,-0.049551,-32.774745,-14.127836,6.873989,-23.256794,-8.545615,2.801636,4.304674,-4.017167,-8.826347,6.969454,5.375144,0.06864,-3.810802,3.262002,2.295247,-0.054405,-15.025674,-8.507164,2.593242,-11.63125,-10.699522,-0.177594,4.237163,-3.716773,-5.219806,2.127993,2.403276,-1.353782,-3.052311,3.533281,1.99717,0.194399,0
-37.940826,-5.964202,11.752692,-24.80972,-10.067599,10.78021,7.445597,-0.145337,-8.219405,8.842153,5.046702,-1.501578,-5.097566,5.800644,2.736917,-0.055925,-14.478527,-0.188761,5.826513,-10.122236,-10.772167,3.299362,5.572367,-1.282517,-7.481491,2.830764,3.477038,-0.788486,-4.558435,3.059747,1.832857,-0.041538,-4.566023,8.654938,4.928578,2.391456,-4.749921,9.826053,5.185927,2.965626,-7.702443,4.999223,3.796053,-0.87105,-3.29559,4.053118,2.228883,-0.108477,-16.746476,13.20926,10.989597,-4.701682,-10.788818,10.574489,7.648508,-0.210445,-5.843584,10.888307,5.604413,-1.199344,-3.820873,6.590325,2.61336,-0.115388,-19.65482,14.485639,13.492333,-8.252651,-19.868008,10.445531,11.030845,-4.929793,-9.870269,12.464305,7.38899,-0.363101,-6.333336,10.889296,3.885582,-0.118862,-25.545513,-2.728053,8.995531,-18.116442,-5.943837,8.00568,5.411424,-1.066419,-8.08625,7.625804,4.360558,-0.029862,-4.049348,4.038858,2.257662,-0.128528,0
-6.881907,8.557716,5.463328,0.67712,-16.959927,10.918465,12.984968,-3.075801,-6.224799,9.510939,4.654096,0.874703,-5.080863,6.575494,2.824737,-0.363393,4.704524,15.57935,4.104293,9.405381,-16.958628,4.989517,10.311219,-5.635555,-8.718603,3.990101,3.57894,-1.541273,-6.335535,5.074613,2.903164,-0.560647,15.356181,27.369454,4.704519,22.317649,-8.301753,0.157947,3.053742,-4.675232,-6.356593,2.350968,2.493218,-1.526754,-3.770415,4.846732,2.102483,-0.27892,-15.338425,12.876174,11.707865,2.229464,-19.539348,16.811908,14.358266,-1.229071,-5.289509,4.849346,3.231569,-0.508264,-6.344794,6.07281,3.70618,-0.298561,-9.438767,19.632389,10.412795,4.778824,-22.182966,28.137834,21.833963,-0.827451,-10.674985,5.442521,5.643871,-0.769343,-9.405171,8.114869,4.600597,-0.391028,-18.462051,-8.704869,4.000827,-12.291789,-11.857505,7.231076,8.964378,-2.573602,-4.676953,3.571995,2.659135,0.146569,-4.305243,3.534875,2.396707,-0.106959,0
-14.102629,19.915382,14.103709,-4.2279,-0.614527,6.853953,2.696579,3.565737,-3.45362,9.661938,3.465611,2.179322,-4.062559,3.285235,1.789973,0.375758,-16.748605,18.239772,14.184171,-5.602778,-5.477755,9.760917,6.406644,3.059416,-9.390098,8.949069,5.417499,2.086462,-3.556523,5.861794,2.151211,0.532704,4.49708,32.908999,11.390822,15.135813,-7.663307,9.899559,7.694155,2.115265,-6.099196,7.402118,3.951451,0.42139,-3.285527,2.565676,1.505377,0.252224,-14.655684,12.64284,10.192552,-3.615977,-9.815353,13.878409,10.775488,2.842463,-2.139891,6.522953,2.482249,0.905958,-5.082176,3.56259,2.1284,0.360517,-17.162362,15.612807,12.837255,-6.284619,-9.570468,12.014645,8.796642,4.499796,-0.942183,6.599305,2.643407,2.220778,-3.566423,4.328942,1.783349,0.405319,-22.214953,-1.838641,7.965313,-15.306545,-0.01029,5.402026,2.076392,3.422558,-2.942971,3.744304,2.143054,0.805809,-4.578565,3.531222,2.113345,0.333224,0
-3.918517,20.783031,8.899324,7.531983,-6.869694,4.258747,4.434086,-0.593327,-8.358929,8.428821,4.702704,0.896432,-5.058832,4.55878,2.157408,0.054874,-3.711489,19.199869,9.29976,3.494545,-5.984143,9.901283,5.888046,0.192162,-6.390841,5.179694,3.439732,0.973461,-4.549932,3.286846,1.975252,0.019274,-9.447021,22.625057,11.616035,4.096293,-11.879595,7.299888,7.057434,-1.029007,-6.185249,5.37658,4.061633,0.772334,-3.787708,5.568404,2.458972,0.288956,-5.103143,16.230685,7.687681,6.75454,-4.587984,5.986858,4.345833,2.890843,-7.290589,9.336118,4.474596,0.44878,-4.547554,3.570182,2.793351,0.054068,-6.204015,26.796061,12.253104,12.746966,-6.09627,10.264513,6.810302,1.589366,-8.89084,9.175768,6.242628,-0.631846,-8.599537,6.070053,3.750802,0.170778,-13.093372,-2.144553,4.716995,-4.92371,-9.100807,5.551936,5.454607,-0.820113,-7.909886,4.667073,3.796875,1.220135,-3.314217,4.799771,2.001862,-0.147284,0
10.543076,30.459398,7.087486,20.194323,-8.838048,-4.21733,1.844065,-7.123254,-9.832897,4.911586,4.265772,-1.192697,-6.048451,6.622939,2.964277,-0.486747,7.357255,32.512186,8.919825,19.624502,-8.652559,-4.082858,1.897965,-6.053474,-7.518571,5.096323,3.757032,-1.375453,-4.784748,4.602513,2.563853,-0.519044,-10.340352,13.288888,9.266325,0.857696,-6.743991,3.904299,4.162969,-2.900283,-4.479289,3.935013,2.416757,-0.131681,-4.562529,3.806013,1.770243,-0.347361,7.773005,29.121502,7.570709,19.027822,-13.234522,-1.169159,4.814572,-8.265988,-6.072491,5.935278,4.157238,-0.349134,-4.795195,4.326601,2.472624,-0.361216,5.349465,30.195771,8.912379,19.274406,-14.871313,-2.25488,5.172313,-9.873568,-10.767602,9.540858,6.620832,-1.619304,-6.576985,5.839504,3.695705,-0.471853,-3.744454,10.502874,6.09868,4.270723,-9.288143,-1.192977,2.941169,-4.583537,-3.422897,3.771784,2.129844,-1.106455,-2.769376,2.546888,1.381328,-0.21741,0
-19.13412,1037.198677,456.170789,247.094727,-6.101173,1032.329419,444.330266,262.933044,-8.989754,1454.846917,480.956484,182.447451,-6.076022,2058.440755,498.209001,128.926856,-13.856338,1033.678174,452.031654,250.746545,-4.706242,1026.740144,444.276615,257.285783,-7.89578,1450.528247,479.319865,182.439098,-5.575704,2052.854656,496.854831,128.566389,-4.353815,1021.487462,443.01987,254.172575,-4.350897,1020.943504,442.155177,255.123618,-8.597666,1444.589494,478.248168,179.292188,-3.289501,2040.672442,493.963043,127.572598,-25.681351,1029.619652,455.079766,241.429561,0.563782,1033.370906,446.097224,260.715347,-4.838828,1458.405615,482.411033,182.077626,-3.299065,2062.238383,499.13383,129.111313,-32.238653,1032.070513,458.239036,238.427711,-7.633535,1035.692929,444.959159,265.216622,-7.740823,1457.887511,482.103501,182.40426,-5.570908,2059.203056,498.305121,129.314065,-10.572755,1033.873361,450.448453,253.692313,-1.029981,1030.88386,444.252039,261.460806,-2.533053,1458.589019,482.200887,182.822682,-4.833059,2062.240125,499.137304,129.123236,0
-35.209257,5.429014,14.571765,-17.173875,-11.029548,2.444555,4.828549,-3.505054,-8.493208,9.406629,5.787148,-1.277284,-4.598874,4.007284,2.212884,-0.190904,-31.869261,8.333677,14.336589,-13.082897,-7.089214,2.353442,3.668931,-3.70873,-10.401361,1.447059,3.627769,-2.586655,-2.0358,4.29503,1.42138,-0.23439,-6.309736,19.415365,10.17157,2.88006,-2.38848,3.07266,2.196838,-0.557629,-8.433923,2.838821,3.208586,-0.753948,-4.80402,2.551427,1.778081,-0.060465,-31.742082,-6.328431,9.91806,-21.519875,-12.352782,9.834768,9.72483,-0.727212,-9.169839,12.969658,6.560066,-0.327141,-4.303248,5.008331,2.455076,0.073921,-42.662219,-10.081181,13.190364,-30.77922,-17.936081,9.150098,10.793229,-5.623366,-4.89127,14.945215,6.81971,3.143975,-6.10904,8.802374,3.863639,-0.346668,-21.250056,1.303716,9.635457,-11.165979,-6.605444,4.684735,4.221198,-1.697865,-8.607714,-1.119808,2.453932,-5.693114,-3.814359,3.810134,2.069542,-0.058399,0
-50.792637,-13.288304,13.689352,-28.648302,-12.501988,12.426722,10.118073,1.615841,-14.069639,8.95882,7.764624,3.441436,-5.375193,7.830093,3.39526,0.367658,-17.16545,4.27002,7.792411,-5.335355,-8.264942,11.45694,7.338071,1.992184,-11.302634,9.688968,6.602801,0.033739,-5.831126,5.570318,2.776486,0.216399,-10.446272,10.930049,7.778785,-1.583065,-3.277074,4.799219,3.415768,1.392273,-9.110007,8.63779,4.771313,-0.855312,-2.790964,2.534602,1.566169,0.093398,-32.553052,1.289314,12.024249,-15.588581,-15.159031,14.322343,10.724678,-1.617705,-11.547675,4.03153,4.993915,-0.958735,-4.562533,6.075286,2.625578,-0.379263,-49.4764,-5.886791,16.124872,-24.0264,-8.607052,19.563975,10.953831,1.241394,-13.360471,12.684108,7.489534,1.524895,-8.165984,7.863305,4.529037,-0.039349,-23.721759,-8.248723,5.818802,-17.737268,1.160706,7.909345,2.492882,3.812918,-9.560447,4.427663,5.071838,0.560534,-4.333569,6.058434,3.061755,0.283402,0
-39.603529,-21.087325,7.212047,-28.653281,-16.248056,15.748835,14.097713,-1.970209,-7.087279,8.899726,4.774428,1.513603,-3.798944,6.298837,2.840374,-0.170518,-18.481754,-1.262264,6.67531,-9.236678,-14.968032,11.017667,11.656255,-2.917579,-3.102216,9.830946,4.179514,0.867783,-4.338437,5.800348,2.773659,-0.167238,2.432113,13.268425,4.442051,9.982061,-11.031738,9.512778,8.166388,-0.366645,-5.35977,2.356623,2.617438,-0.689577,-5.05049,3.309368,2.757304,-0.085195,-31.73349,14.76854,18.143611,-16.156126,-7.115178,13.333596,9.203358,2.211948,-4.774362,8.561825,4.046752,0.264192,-4.595588,6.043734,2.92478,0.205781,-43.190711,-24.009434,7.770954,-31.162414,-15.764529,9.351018,11.309047,-2.583625,-3.604346,8.620498,4.241067,2.413621,-9.15213,9.327728,4.158417,0.127799,-31.891963,-20.03587,4.603805,-26.208015,-8.51123,7.61784,6.212127,-1.181534,-4.019922,6.870993,3.558544,1.116318,-4.569984,3.534177,2.259827,-0.041499,0
-16.986767,5.745933,8.369821,-6.633341,-13.056905,6.443415,7.578921,-0.160706,-10.898187,4.623,5.109687,-2.477669,-6.318794,6.588642,3.017188,-0.101483,-0.061791,16.726565,6.293419,6.731671,-5.817209,10.302985,6.483045,-0.090618,-9.145354,5.748222,4.401121,-2.419636,-3.796212,3.543627,2.348666,0.054091,3.518404,16.802867,4.972524,11.638393,-3.89712,9.511826,4.848185,2.75553,-5.547903,8.069338,4.229435,0.258169,-2.771674,4.058842,1.950786,0.137999,-14.452121,4.476632,6.921894,-4.522816,-12.943073,10.422249,8.263457,-1.13934,-2.91948,4.301627,2.819962,-0.525287,-5.318091,6.836042,2.999666,0.106392,-5.060528,17.570113,8.174974,5.199994,-14.514032,10.301284,9.106714,-0.259144,-10.1321,7.399491,4.762504,-3.028044,-4.805418,6.085848,3.543894,-0.026606,-8.705689,3.469148,4.6858,-4.465309,-10.161127,2.326728,4.438213,-3.716769,-8.628976,3.425748,3.773147,-1.0631,-4.810382,5.317463,3.192713,-0.273462,0
-44.960231,-11.395875,12.139317,-28.322197,-12.002103,15.801803,10.063519,4.035228,-10.342753,2.468249,4.592147,-3.362345,-5.601576,6.294086,3.435828,-0.138469,-37.374382,1.731404,14.634874,-15.645929,-18.48156,6.358268,10.33904,-0.632819,-11.58122,6.404497,6.036423,-1.790182,-3.813449,5.279346,2.519982,-0.426868,-34.557536,4.116972,13.760511,-14.012229,-10.724112,3.825027,6.000415,-0.495507,-3.154096,9.046064,3.681295,1.302324,-5.06877,3.274835,2.172913,-0.266949,-46.772102,-7.883335,13.860349,-25.630168,-15.132377,8.199484,8.483523,-1.502982,-6.065469,7.943585,4.230321,1.432715,-5.594286,6.301985,3.731167,-0.325866,-49.603965,-0.952477,17.683128,-24.692413,-17.239408,4.132051,8.42702,-2.853665,-9.706564,7.806763,6.09997,1.014049,-7.614081,8.835926,4.378768,-0.404041,-33.195951,-8.402512,9.401155,-19.019684,-10.199653,10.844512,7.473164,0.476898,-7.464494,4.069206,3.822333,-0.813614,-3.061727,6.30377,2.689975,-0.05029,0
-25.407807,-14.842481,3.744469,-19.977065,-23.223843,15.980367,17.828738,-2.083143,-11.817327,12.259185,7.341226,-0.303953,-5.358329,6.302029,3.490121,-0.225296,0.955991,12.328806,4.597409,4.866001,-11.35783,10.326485,9.385828,0.386718,-6.300425,9.122035,5.053704,-0.369036,-5.823885,3.527826,2.561839,-0.106011,-5.101835,18.839928,9.41579,2.781246,-2.840591,4.537923,2.689969,0.208505,-2.873583,7.170094,2.842781,1.484934,-1.770828,3.559502,1.264806,0.129318,-19.833842,-9.715294,4.216475,-12.549614,-10.108318,15.149193,10.202445,0.209296,-12.560946,10.860232,7.969204,3.236182,-5.341474,4.266128,2.934444,-0.075563,-11.058564,0.038437,4.265872,-3.851803,-15.839759,21.946826,15.388515,1.149638,-10.603138,21.946881,9.332801,4.31056,-8.10212,9.120627,4.898081,0.075414,-9.071208,0.57687,3.675377,-5.606977,-12.123176,17.580046,12.34353,0.052199,-5.88898,9.303434,5.106507,1.797734,-5.829319,3.279587,2.768219,0.010323,0
-15.173983,-0.610024,5.188822,-8.305681,-4.26394,20.224452,9.781346,4.943829,-4.5524,8.386452,4.071317,3.402106,-6.345357,6.557778,3.195951,0.324249,-0.781939,16.858316,7.155997,8.299134,-1.28565,8.176001,3.713371,1.85111,-4.441496,11.517398,4.696227,3.450405,-8.354287,7.595452,4.061902,0.277183,-3.364159,9.993178,5.441818,5.976644,-7.267134,14.752745,8.818879,-0.119418,-6.782485,4.496424,3.373305,0.756692,-5.04475,4.072192,2.307325,-0.009931,-16.296811,-3.996585,5.120157,-11.515497,-4.716458,17.664107,8.856419,2.549328,-3.824363,8.365461,3.916689,1.583214,-5.076561,4.273222,2.221017,0.210291,-13.87286,-0.297377,5.454004,-8.150966,-4.95442,23.244063,11.114434,4.244132,-5.809614,12.602614,5.775386,1.259838,-9.386222,7.069295,4.596096,0.197774,-3.888225,7.680874,4.704109,0.741018,-7.505047,9.314505,6.833742,-1.781248,-3.267008,4.676525,2.545032,1.480384,-4.040954,3.284862,2.301723,-0.030954,0
-40.033841,-17.83743,8.967346,-25.99574,-7.966759,18.579847,10.74892,1.274869,-11.420034,6.634819,6.078753,-2.333807,-4.336183,4.2961,2.487181,-0.104589,-16.019312,-5.53998,3.761271,-10.216111,-6.048692,13.330858,7.199941,2.850025,-6.995599,5.914759,4.491522,-0.900027,-3.547738,5.062635,2.3404,-0.120874,-8.667467,7.374639,5.708596,-0.602276,-6.343276,9.101758,5.654589,0.041672,-9.462188,8.256959,5.24464,-0.357454,-3.549196,3.547442,1.734809,-0.127246,-25.106826,-6.572654,6.570558,-15.560659,-9.57482,14.645828,8.642452,1.672949,-6.835371,9.431933,5.992719,1.283238,-6.609125,7.345182,3.936151,0.063942,-17.754752,-4.486447,5.228396,-13.334161,-11.315646,15.927993,10.82043,0.991661,-17.068183,7.834249,8.753248,-2.248137,-9.130601,8.362715,5.106521,-0.09223,-10.353045,2.366578,5.03197,-6.137679,-5.661074,10.034,7.002604,1.30998,-9.000529,8.055449,5.613869,-1.382896,-5.320374,4.044367,2.376298,-0.053479,0
