@relation Sub1_B_64

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a35 numeric
@attribute a36 numeric
@attribute a37 numeric
@attribute a38 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a41 numeric
@attribute a42 numeric
@attribute a43 numeric
@attribute a44 numeric
@attribute a45 numeric
@attribute a46 numeric
@attribute a47 numeric
@attribute a48 numeric
@attribute a49 numeric
@attribute a50 numeric
@attribute a51 numeric
@attribute a52 numeric
@attribute a53 numeric
@attribute a54 numeric
@attribute a55 numeric
@attribute a56 numeric
@attribute a57 numeric
@attribute a58 numeric
@attribute a59 numeric
@attribute a60 numeric
@attribute a61 numeric
@attribute a62 numeric
@attribute a63 numeric
@attribute a64 numeric
@attribute a65 numeric
@attribute a66 numeric
@attribute a67 numeric
@attribute a68 numeric
@attribute a69 numeric
@attribute a70 numeric
@attribute a71 numeric
@attribute a72 numeric
@attribute a73 numeric
@attribute a74 numeric
@attribute a75 numeric
@attribute a76 numeric
@attribute a77 numeric
@attribute a78 numeric
@attribute a79 numeric
@attribute a80 numeric
@attribute a81 numeric
@attribute a82 numeric
@attribute a83 numeric
@attribute a84 numeric
@attribute a85 numeric
@attribute a86 numeric
@attribute a87 numeric
@attribute a88 numeric
@attribute a89 numeric
@attribute a90 numeric
@attribute a91 numeric
@attribute a92 numeric
@attribute a93 numeric
@attribute a94 numeric
@attribute a95 numeric
@attribute a96 numeric
@attribute a97 numeric
@attribute a98 numeric
@attribute a99 numeric
@attribute a100 numeric
@attribute a101 numeric
@attribute a102 numeric
@attribute a103 numeric
@attribute a104 numeric
@attribute a105 numeric
@attribute a106 numeric
@attribute a107 numeric
@attribute a108 numeric
@attribute a109 numeric
@attribute a110 numeric
@attribute a111 numeric
@attribute a112 numeric
@attribute a113 numeric
@attribute a114 numeric
@attribute a115 numeric
@attribute a116 numeric
@attribute a117 numeric
@attribute a118 numeric
@attribute a119 numeric
@attribute a120 numeric
@attribute class {0,1}

@data
-32.02148,33.321619,25.364533,9.847675,-9.464979,8.374295,6.360168,0.269865,-7.971232,10.932801,5.823283,0.990146,-11.929412,9.097444,4.527565,1.863202,-5.795333,5.032691,2.526414,0.125513,-35.85552,31.530469,26.637532,7.89297,-11.461589,11.636891,8.620929,-0.129402,-12.101224,8.461007,6.434091,0.265401,-7.451733,6.56379,3.357718,1.178555,-6.574846,5.325417,2.51253,0.179584,-71.302694,-11.278843,22.444273,-34.321845,-8.370219,8.445651,7.139755,-0.908185,-11.061768,5.846236,5.507305,-0.988827,-6.975102,5.831301,3.096195,1.565631,-4.05936,3.766881,1.658776,0.023742,-27.134092,34.778229,23.483043,12.271506,0.077749,14.262987,5.498271,4.997103,-12.772276,11.585114,7.54558,-0.608159,-8.913066,10.79092,5.702741,1.935376,-5.041927,5.080921,2.362959,0.095533,-40.295084,26.416347,26.125396,2.990916,-6.141074,15.108851,8.062922,3.220464,-11.143557,6.814453,5.974245,-0.104888,-15.186587,6.685105,5.329666,0.227213,-7.826872,8.374417,3.181426,0.207834,-19.865275,21.36146,15.464531,3.428631,-5.967938,4.410599,3.709016,-1.267398,-8.695606,2.284054,3.581716,-1.394322,-8.757274,9.347035,4.586261,-0.084536,-5.072626,5.062625,2.340982,-0.076781,0
-38.932407,13.822719,21.372534,-13.671121,-10.161484,10.210744,7.471949,-1.285989,-8.261234,4.917642,4.727058,-0.137591,-9.30949,11.184867,5.676027,-0.897073,-5.850323,4.029679,2.571403,-0.136093,-20.056262,14.039938,13.691952,-7.874522,-3.332041,5.549285,3.639306,-0.677357,-6.400025,6.850285,5.095695,-0.903301,-11.627317,7.832756,5.211101,-2.105061,-5.597641,7.090408,3.045082,0.034091,-0.126813,17.371553,7.063739,8.751465,-12.591845,6.225368,7.230058,-5.140771,-11.554133,10.225559,7.22223,-2.661375,-7.315299,3.092457,3.128372,-1.941163,-5.823182,3.809763,2.111217,-0.096812,-7.17655,16.197706,9.833969,-0.776153,-9.202176,11.357912,7.655326,-1.319374,-13.539894,16.451876,9.487986,-0.260903,-10.580121,5.364847,5.031168,-1.699931,-5.848766,6.578998,3.342628,-0.127156,-39.34867,14.870312,20.447498,-14.464233,-9.448261,12.404652,9.209939,-3.534692,-19.859705,10.866832,9.521447,-1.031815,-13.701035,10.737759,7.189637,-2.68628,-7.88919,8.330836,3.921416,-0.231619,-81.344876,-32.589401,17.917002,-58.717759,-12.574587,5.852714,6.864498,-5.162237,-10.742621,5.804222,5.518248,0.107775,-7.413205,5.438343,3.58835,-0.509377,-4.575977,3.512482,2.102514,-0.222661,0
6.86802,39.33438,12.100466,19.30983,-14.079286,15.354037,10.413281,0.497493,-11.92727,15.203578,9.090665,1.811364,-9.593927,10.28537,5.00129,-0.959439,-4.530557,4.314357,2.179315,0.068746,4.733308,26.879447,8.097476,13.746351,-17.896443,17.366793,12.772382,1.767659,-9.065054,14.518237,7.926871,1.708527,-4.774108,5.061633,2.435106,-0.925228,-2.768304,4.818244,1.490387,0.001621,4.923233,24.176304,7.794588,18.34076,-18.818773,11.317334,11.124949,-0.637399,-3.994212,9.704833,3.998717,0.960663,-4.251158,4.283639,2.355866,-0.726553,-4.804414,5.322629,1.770382,-0.034799,6.476501,24.909055,7.331284,12.927464,-13.463053,10.377794,9.21005,-0.161971,-9.018948,10.77667,6.768034,-0.134265,-9.427871,3.653735,4.357262,-2.625034,-4.539278,5.056593,2.219422,0.064368,15.123602,49.968491,13.675596,26.619844,-18.283915,12.795572,11.244968,-0.712501,-21.150604,12.933683,10.655249,-0.696584,-13.894582,7.089227,5.386605,-0.849671,-7.088309,5.597213,3.151945,0.089636,-26.334124,-4.486246,8.927353,-18.232105,-8.337589,8.94132,6.136209,0.004553,-6.260919,8.405263,4.387616,-0.22912,-6.655028,6.590177,3.817608,-0.595857,-4.575425,6.573514,2.564005,-0.044264,0
13.189748,33.380997,7.588267,23.924698,-5.626941,14.259575,8.055372,2.805203,-3.726978,6.727824,3.098583,0.092184,-5.47191,12.600769,5.43938,1.088267,-4.028675,3.807851,1.694561,-0.023046,15.819835,35.922834,7.302704,27.423642,-8.052828,10.886399,6.994709,1.301864,-7.832534,4.041848,3.883524,-1.599965,-6.55716,9.908166,4.886444,1.227506,-5.034761,3.314115,2.037234,-0.068084,18.686967,37.849042,6.873922,29.326014,-5.487295,14.182758,7.185104,2.54262,-3.854661,6.77398,3.524745,1.699671,-2.435985,10.29214,3.17811,1.412857,-3.273568,3.059762,1.619475,-0.019271,7.263435,22.467223,6.009515,16.54018,-4.286364,10.494873,6.173692,4.619624,-1.858763,15.461307,5.823553,3.247681,-9.250139,19.676092,6.711643,1.029432,-7.592869,3.565162,2.591557,-0.123087,23.47085,35.845558,5.872249,29.638853,-7.866239,10.739674,7.131292,2.016388,-4.022537,13.632548,5.89426,3.515369,-5.846552,22.39643,6.811925,3.023611,-6.827581,7.104641,3.477107,-0.08233,-8.215695,2.246041,3.84708,-3.476149,-3.81872,3.122386,3.078323,-0.356672,-3.086831,3.012528,2.016526,0.741411,-3.414593,8.389262,2.916798,0.240013,-3.051863,3.793099,1.482711,0.029252,0
8.62706,24.468479,6.557712,19.9408,-1.759334,9.299051,4.056548,4.464665,-3.32304,10.806355,4.297834,0.121799,-9.789119,7.224768,5.341938,-1.494184,-4.536525,5.100593,2.275024,0.085022,14.843232,25.622874,4.138091,21.807642,-1.619253,8.634608,3.696514,3.071405,-3.14883,4.43679,2.149803,-0.32658,-9.618528,6.664924,4.565284,-1.078643,-5.044123,5.598353,2.26741,0.062562,25.331804,40.233894,5.528308,31.203877,-3.763687,8.869637,5.064178,2.978955,-4.934857,6.098656,3.457354,-0.726951,-4.59302,4.543277,2.672821,0.119125,-6.304571,6.863762,3.343934,0.140326,19.957729,36.349941,6.011376,26.631107,-7.078806,2.123112,3.423952,-1.605781,-15.424282,6.915909,6.237005,-2.500915,-13.526996,11.51209,6.559157,0.668416,-5.808128,5.843045,2.890058,0.137155,16.423715,46.218769,11.101764,34.578687,-5.017084,4.721569,3.634784,1.015991,-6.934836,11.975739,5.428299,0.148385,-19.817697,13.812583,7.891817,-0.995163,-8.601926,6.106585,2.821341,0.190113,-2.180973,4.688646,2.887489,0.998031,-3.801803,2.601903,2.408352,0.219393,-3.954659,8.790711,3.832485,0.157691,-5.727552,3.403542,2.810273,-0.577494,-5.048035,5.076986,2.610436,0.000691,0
-21.666485,19.600372,17.976123,-3.242679,-9.357314,-1.589932,3.003015,-6.664508,-4.256445,8.736344,4.858176,1.241144,-12.491974,10.339755,6.353194,0.483323,-5.830157,7.081368,2.875325,0.045245,-30.689954,10.754724,15.380396,-13.572934,-8.593438,1.170682,3.74275,-3.708608,-5.021288,9.081408,3.555004,2.30565,-10.026571,9.998744,5.805767,0.251621,-4.571761,5.806988,2.638056,0.06182,-33.536375,22.383611,22.549866,-14.101512,-3.630024,8.747968,5.389473,1.755658,-1.997289,5.481954,2.950365,2.327803,-4.958574,8.528539,3.825863,0.699242,-4.82218,5.298013,2.430697,0.061454,-13.510729,27.211264,16.193289,-0.187903,-12.582225,5.054631,7.181827,-1.203312,-2.128294,6.635616,2.937606,1.425021,-8.109302,9.664601,4.754046,0.726406,-4.2937,6.347115,2.266062,0.023607,-36.877533,32.194372,26.515703,-12.593262,-17.194575,3.044931,8.15541,-3.689083,-3.492307,14.334921,5.453494,2.858135,-14.558257,11.724567,7.343007,0.521124,-10.142684,8.823214,4.255519,0.141665,-14.659728,8.204061,9.269182,-2.062452,-8.472221,-3.019105,2.034305,-5.590488,-4.44533,10.271488,4.694503,1.596392,-7.539588,11.457069,5.4662,1.247506,-6.322544,7.616929,2.413135,0.030207,0
-32.222648,-2.166396,12.330954,-13.357442,-1.671301,11.035505,4.73118,5.414236,-2.252413,7.541049,3.368025,4.373057,-8.606696,6.09444,5.05583,-0.338647,-5.819868,5.306408,2.451187,-0.120066,-41.120382,-9.25761,11.577208,-25.48998,-1.119328,12.658651,6.064895,5.363569,-2.046031,5.03598,2.387971,1.089325,-5.956127,6.38887,3.688847,-0.148332,-4.319272,4.52634,2.017334,-0.088862,-31.249333,-7.564788,8.69719,-21.723585,0.43958,11.404499,4.280953,4.407654,-7.428424,1.763045,2.66832,-1.592144,-3.955614,9.266224,2.963014,0.41614,-3.5523,5.306212,1.947888,-0.038775,-19.362583,-1.405139,7.158651,-12.721339,-8.20893,8.241265,6.53765,3.001584,-2.515026,13.905093,5.269448,2.820457,-11.340706,3.544602,3.794961,-1.088393,-5.067517,3.543256,1.970561,-0.048356,-51.204965,-15.209402,13.52942,-30.239701,1.323379,24.974064,9.77777,8.122876,-5.071138,16.137739,6.601125,3.276224,-11.216127,8.1487,4.485243,-0.699511,-6.083664,6.061144,2.934,-0.187118,-13.261646,5.493467,7.516554,-4.920169,-4.859126,8.53996,4.937625,2.948255,-0.127621,4.472999,1.500261,1.735109,-7.178963,5.914916,4.24272,0.517627,-5.597009,6.320912,2.404961,-0.027103,0
-10.829198,16.146328,9.933455,0.418567,-38.568502,5.923518,18.497918,-6.66445,-17.772033,9.724926,9.329577,-4.282347,-15.607431,7.671557,5.35328,0.426623,-6.871657,4.824307,2.811793,-0.015558,-20.268303,-9.986645,4.072044,-13.44764,-10.398198,4.382176,5.440223,-1.622859,-11.491516,8.041485,6.108671,-2.192382,-8.759333,6.602209,3.853196,0.018289,-3.807405,4.543377,1.821226,0.180606,-2.129756,24.862142,11.740607,9.599636,-0.444797,2.041578,0.92283,0.538993,-10.886747,7.956617,5.89982,-0.768792,-5.5592,5.785575,3.438982,-0.450014,-4.78272,4.061,1.812807,-0.056687,0.824416,7.349501,2.677495,3.852619,-3.251436,6.199046,3.768044,3.167446,-17.227621,10.062438,7.111691,-2.037741,-3.396768,6.498379,2.95701,1.327565,-4.562323,5.323554,2.313615,0.12927,-5.416832,-1.460214,1.588993,-3.295365,-13.31017,4.464443,6.923157,-1.521571,-22.062051,3.633308,7.338826,-4.442421,-11.827849,11.149449,5.38139,1.257224,-5.098322,5.564574,2.643544,0.037281,2.717082,10.148756,2.703029,7.012942,-16.095441,2.831477,7.47873,-3.474447,-9.077145,2.195946,3.542785,-1.864956,-3.932683,3.784249,2.009377,0.508111,-6.567616,6.088073,1.876673,0.068128,0
-8.246527,12.119667,8.261656,1.549759,1.777147,12.831898,4.557129,4.96634,-11.411324,19.984041,9.739903,1.691465,-11.840621,12.868553,5.925759,-0.243281,-7.330348,4.314876,2.692799,0.127676,-17.718392,-6.260046,4.433509,-13.316053,-1.314066,15.106145,6.014488,5.574244,-12.705927,11.647936,7.699067,0.531098,-9.152525,9.970986,5.806552,-0.069534,-7.080705,6.804264,3.596643,-0.009221,1.526209,17.941235,6.827685,6.194408,-4.322758,9.054419,5.592498,2.711814,-3.572094,9.732324,4.611401,2.142563,-2.464974,5.874249,2.207333,0.516144,-3.537966,3.787711,1.990643,0.059664,-3.240526,6.562196,3.989478,2.77208,-10.039931,9.608869,7.475501,0.788567,-15.206522,7.662699,7.570798,-1.327583,-3.941052,10.766454,4.072291,0.623117,-6.826628,6.344585,2.717867,0.073181,-9.905805,21.080745,12.576069,1.190329,-9.236451,19.093544,10.860038,0.946617,-19.60788,13.143252,10.248001,-0.932911,-9.445657,17.873222,6.615913,0.666497,-8.837101,8.112162,3.48006,0.182851,1.435429,14.880492,5.508663,7.152409,-1.13091,5.617078,2.482402,2.005683,-9.200627,6.826856,5.380015,0.46475,-5.371245,5.59069,2.648712,0.427867,-5.806884,4.567444,2.082191,-0.002941,0
-38.49616,-15.861975,9.26433,-22.797191,-13.911305,9.157511,8.919884,-5.983895,-10.108658,19.996118,8.882223,1.881207,-15.966082,9.665146,5.957492,-0.088178,-9.407243,8.326849,3.621801,0.126671,-1.499786,12.706739,5.068143,5.275872,-15.626059,15.301222,11.729347,-4.406515,-9.373749,18.127699,8.47734,1.877225,-12.684989,6.614153,5.057309,-0.169453,-6.832369,7.329599,3.102672,0.098643,1.580525,25.42598,8.45013,12.931017,-8.323438,7.716302,5.7539,-0.06674,-6.316545,6.945807,3.883039,0.272681,-10.309133,8.463879,3.902557,0.337188,-5.31841,4.546803,1.888091,0.088085,-22.863404,-6.057036,6.043749,-14.769454,-12.268549,11.65866,9.396142,-4.385905,-9.268042,9.193614,5.840912,-1.820027,-8.060316,7.009107,3.650561,1.782476,-7.632469,6.579856,3.112666,0.100591,-3.164356,5.739485,3.514566,1.813722,-13.535029,6.628698,8.214708,-6.803892,-16.329003,12.099202,8.684918,-1.748939,-10.739387,7.273996,4.080023,-0.720551,-8.12276,7.606708,4.008572,0.199077,28.495305,42.42996,5.685332,32.830314,-6.571856,8.652587,6.290508,-2.1387,-5.051269,5.03693,3.719665,0.775895,-5.820699,6.671813,3.228695,1.305443,-4.039937,3.316415,2.043466,0.03065,0
-32.674061,5.274546,15.407849,-18.78414,-17.296478,9.059757,10.324368,-6.834888,-15.67166,9.153583,8.191966,-1.075222,-6.127141,9.834621,5.502317,0.262775,-9.11061,6.831714,3.460093,-0.14755,-1.840337,34.686156,13.946666,12.064179,-15.557304,10.525615,10.393352,-3.575753,-14.24181,5.371188,7.502348,-2.45806,-7.849657,10.025939,5.135673,0.770789,-5.308092,3.790406,2.254072,-0.221199,-5.608548,13.452093,7.945746,3.559679,-10.143754,10.437515,7.277449,0.254429,-5.023096,5.326431,2.970241,0.827414,-3.57392,7.860599,2.979317,0.441606,-5.575911,5.311564,2.027267,-0.037068,-11.419464,0.622579,5.215414,-6.179931,-12.091089,0.390364,5.576846,-5.681252,-13.300494,7.271005,6.655302,-1.074637,-12.52585,12.134871,6.093389,-1.029772,-8.380528,8.343016,3.216086,-0.043822,-4.414547,11.109272,5.76799,1.62289,-15.817237,3.192233,7.642996,-5.764517,-14.764146,8.180406,8.532325,-1.47866,-10.01583,12.339723,6.364178,-1.84427,-8.090134,6.306887,3.822924,-0.117554,14.623433,23.98378,3.879885,20.219087,-10.591195,7.342124,6.373081,-1.76615,-6.302311,8.192947,4.906828,0.092712,-8.92022,6.143223,4.297185,-0.420715,-5.048222,3.808308,2.285524,0.006047,0
-11.295688,40.734691,19.10304,10.099803,-3.351679,3.518932,2.616113,-0.849414,-8.437748,18.221547,9.425726,1.698176,-12.184637,8.453041,6.101573,0.288774,-8.847743,7.868876,3.214934,0.181073,-1.080527,47.279694,17.635242,19.280671,-5.226927,5.334995,4.359794,0.409802,-3.052828,13.95908,6.363082,4.363993,-8.681262,6.498755,4.430541,0.025403,-6.077905,5.348798,2.695193,0.242841,-17.685557,-1.171647,5.938789,-10.1167,-5.239954,6.502872,5.348031,0.318285,-5.676108,11.455439,5.608974,2.974309,-7.715347,6.798031,3.719247,0.126761,-5.325768,5.822567,2.120845,0.048401,-5.381426,7.966588,5.113032,-0.673404,-7.755726,0.90951,3.210372,-3.460091,-3.770237,15.489064,6.298184,3.727088,-6.581307,2.699095,2.801504,-0.918981,-4.82118,7.095699,2.188611,0.06284,-12.115453,57.750668,27.904086,14.383499,-7.24812,11.697117,7.679407,0.617151,-4.806646,24.203668,9.370716,5.036676,-9.025314,10.433118,4.244891,0.230523,-7.32331,9.632579,3.467115,0.199922,9.046645,45.718019,14.162968,25.314645,-4.686982,2.669527,2.709889,-1.009913,-3.745423,14.238567,5.592259,1.424654,-10.008085,5.263527,4.029199,-1.572768,-3.504314,4.327487,1.871088,0.041282,0
-25.275835,0.41329,9.744327,-15.528686,-8.320381,3.180833,4.089794,-2.711571,-11.326913,8.253853,7.434072,-0.618879,-5.937393,11.816235,4.291219,0.002951,-6.093638,3.543773,1.892384,-0.002869,-15.211395,15.652268,11.313676,-2.464683,-1.842096,5.451401,2.605394,2.018753,-9.905875,14.652275,9.400398,0.375205,-4.481706,8.381057,3.623698,0.744723,-6.343453,4.054477,2.302087,-0.10458,-29.494025,-1.711381,10.865268,-16.965255,-2.363285,5.31945,3.053573,1.644914,-10.659897,14.034135,8.321046,0.092034,-7.732264,7.693718,3.89718,0.079888,-4.568986,4.544938,2.000466,-0.075074,-21.96073,5.523981,9.788199,-8.728882,-16.284429,-2.442993,5.514338,-7.572945,-14.381962,8.421562,8.078144,0.618464,-11.632065,7.469853,4.980976,1.200519,-6.581966,4.802779,2.936152,0.001873,-33.588428,1.625825,14.4611,-13.181401,-21.065626,2.254278,8.26103,-8.985696,-13.29484,11.302407,9.121919,0.655608,-11.962268,9.711814,6.261736,0.878926,-9.897351,7.321316,3.591202,-0.222774,-5.735931,7.424049,5.175615,0.556789,-13.004636,2.632373,5.629051,-4.284041,-7.777369,9.119164,6.478197,1.443866,-5.349254,5.166503,3.116861,0.011369,-6.081705,4.808424,2.24798,0.008305,0
-20.482051,14.36602,12.548573,-4.971778,-16.021974,4.980709,8.071823,-3.519591,-10.243669,17.646152,8.184298,-0.184664,-4.816205,8.583485,4.299731,1.247802,-7.077539,7.855462,3.156464,-0.130059,-7.158046,13.254738,7.736873,4.998015,-3.060786,5.438864,3.63147,1.784523,-12.230707,13.531803,8.299764,-0.002358,-6.793927,11.822029,4.809599,0.815022,-5.827074,6.081573,2.601817,-0.012389,-23.700933,-3.767832,7.963273,-16.054837,-5.115105,4.681066,4.025182,-0.897726,-10.875843,11.21042,7.373064,0.843426,-9.84565,4.395556,3.073486,-0.600244,-5.333889,5.827194,2.30122,-0.050685,4.957639,23.532423,7.094032,11.64984,-8.357244,7.007804,5.558683,-1.389142,-9.579052,16.544508,7.908381,2.402393,-11.622302,5.219076,4.212332,-0.725521,-5.820409,5.56359,3.358204,0.000118,-7.166411,17.263885,8.90816,2.869377,-11.571323,12.731064,9.351648,1.81402,-6.691759,26.93837,10.649225,4.145842,-6.254731,11.225584,5.171925,1.260234,-6.851506,8.115509,3.883497,0.128589,3.313139,13.923728,4.517703,8.218259,-9.865985,6.121772,6.087042,-0.635421,-7.372563,10.071757,6.566148,-0.518842,-3.731538,6.274429,3.244322,1.227259,-6.322977,6.330866,2.469514,-0.04175,0
2.917661,32.931777,10.821502,16.495516,-1.553901,5.303403,3.111973,2.13541,-13.779009,9.266141,6.894937,-2.064923,-6.750938,2.108029,2.902058,-1.176233,-5.836063,6.832554,2.357069,0.043062,10.764488,42.814389,12.628159,21.944626,-4.795475,6.62185,4.140222,1.730296,-10.680166,6.056533,6.70462,-2.887628,-8.377495,3.072247,3.138144,-1.255435,-4.310599,5.083722,2.566707,-0.016481,-15.965506,12.138996,10.191826,-1.872247,-11.293212,6.419441,7.292764,-3.361948,-13.685539,8.07184,6.341801,-2.766032,-9.840187,4.079781,4.165517,-2.0622,-6.075617,4.301332,2.268383,0.014537,12.514644,29.703905,6.93022,20.005755,-6.79692,12.744309,7.78824,-0.393077,-18.487791,6.338772,7.202905,-4.259693,-9.637224,3.786841,3.477867,-1.146984,-4.053349,5.080015,2.250945,0.045506,1.327562,29.043951,10.411307,14.678505,-4.664756,11.915746,6.636415,1.513568,-19.282389,10.964221,8.86504,-2.471854,-11.64331,7.533355,5.439451,0.733491,-4.270239,5.069085,2.422207,-0.029406,5.399867,22.309676,6.276273,14.790202,-2.405436,4.743067,3.01755,1.359969,-7.727166,3.828366,3.723331,-1.650352,-5.159004,4.517332,2.141887,-0.899536,-5.31132,5.827513,2.46253,0.002328,0
-13.071823,17.92956,11.205153,4.018108,-4.556575,11.705863,5.891145,2.346407,-17.206998,17.973126,11.248029,0.284426,-6.454572,9.652366,4.624489,0.276268,-6.098093,4.575988,2.722443,0.11359,-21.580374,22.621233,16.091398,1.888991,-2.773177,2.997339,2.51096,0.564482,-16.558069,20.936595,11.194087,-0.026252,-7.696808,10.174813,5.181623,1.695277,-7.626657,6.796237,2.778654,0.120044,-15.068165,9.032887,9.838559,-3.682378,-3.84251,1.54422,2.10822,-1.46158,-8.80349,12.984936,7.624077,0.198125,-7.001144,5.870803,3.37677,-0.086409,-4.574763,7.090373,2.755712,0.100357,-20.935127,18.045756,14.661614,-5.787081,-3.013668,16.710773,7.644993,5.852975,-11.279647,6.053573,5.394124,0.229793,-7.246186,8.413522,4.113724,-0.6054,-6.094716,5.839516,2.91537,0.051442,-3.86278,34.246,14.058148,11.237551,-5.381455,10.209744,6.025123,2.066061,-7.260215,13.729502,6.822713,-0.063558,-7.678348,8.416746,4.707032,-0.87271,-5.341714,5.079601,2.685897,0.071073,-5.785099,23.815897,10.484432,8.510374,-1.822004,10.26739,4.832949,2.553967,-6.941601,10.16638,5.728508,1.438019,-6.443825,7.356784,3.215168,-0.093095,-6.598347,5.082011,2.742014,0.179989,0
-20.345679,4.937671,9.311118,-5.520713,-10.686312,6.472438,6.380992,-0.12993,-12.465917,10.086675,6.148997,-0.013261,-10.217069,8.5751,6.254019,-0.134446,-5.062885,5.072126,2.555603,-0.138336,-24.492205,8.453083,12.960588,-2.680243,-8.835468,5.729914,5.185671,-0.947353,-5.90407,7.798049,4.519364,1.097046,-10.929095,9.819848,5.892136,0.084633,-5.837346,6.065971,2.538476,-0.160153,-22.921571,-4.927731,6.952959,-11.119446,-3.140879,5.758772,3.406824,0.093339,-2.085093,7.648455,3.391388,1.906375,-7.892098,7.886121,4.451847,0.336107,-5.056169,6.335852,2.58642,-0.039343,-8.940372,18.256306,9.846429,3.520805,-4.229211,14.278352,8.492426,4.427309,-5.491649,6.543751,3.66494,-0.291798,-7.151437,5.562409,3.24799,-0.753605,-5.307386,4.826562,1.948739,-0.092557,-19.151842,10.883207,11.871664,-1.233256,-14.445974,12.719296,11.445088,1.572718,-3.581924,8.262403,3.957489,0.89702,-11.962454,4.483003,4.407883,-2.140414,-6.341282,7.356575,3.233038,-0.024613,-10.946363,12.615223,9.951785,6.278453,-8.714604,1.937879,4.072035,-2.058007,-4.928432,3.102162,2.658689,-0.706398,-3.566807,7.50895,2.859588,-0.022061,-3.296759,4.054713,1.694072,-0.177676,0
-43.037901,8.539352,18.358823,-15.580798,-15.40456,18.100593,14.026315,3.379845,-11.094147,8.968004,6.713218,-1.627514,-7.161756,7.307305,4.033002,-0.306737,-5.853817,5.034836,2.716192,-0.129487,-41.943331,0.30863,16.747476,-14.980527,-10.695203,24.115179,14.532049,4.46395,-11.705401,10.75113,6.525742,-1.241778,-5.706262,8.533903,3.954762,1.014366,-6.083578,6.3252,3.216587,-0.081583,-41.662565,-8.266039,12.599065,-20.768284,-11.255565,8.915042,9.146343,-0.838246,-12.014123,4.770089,5.085742,-3.008969,-8.595885,9.229633,4.71692,0.845586,-6.070382,4.791819,2.556788,-0.053961,-47.653082,-20.60799,10.893523,-31.217686,-11.953916,14.281242,10.932476,1.270187,-14.332051,6.144185,6.200505,-3.486192,-6.101355,7.756327,3.849164,1.228553,-5.838622,4.552894,2.279537,-0.171978,-42.834027,-5.049109,13.597278,-22.573653,-25.74327,17.90925,17.289474,0.837894,-12.591717,6.911944,6.457514,-3.511905,-7.013924,10.055869,5.075419,1.5707,-6.855325,5.824084,3.157067,-0.078924,-18.211043,10.435932,10.161669,-3.88797,-11.49262,11.144622,9.122437,0.693284,-5.346975,6.001672,3.57652,-1.812105,-7.192656,10.203181,3.770539,1.974592,-3.544691,4.562222,1.987538,0.00523,0
-5.870228,36.288444,15.226088,13.761471,-16.08506,-1.459035,5.885232,-8.37005,-23.913842,21.304655,11.779975,-3.703963,-13.243746,16.569116,8.231673,2.208387,-5.802058,8.366256,3.293187,0.049098,-2.238567,39.585181,16.808825,11.175968,-10.662587,0.716603,4.977707,-4.790939,-12.106095,20.109152,9.490535,-2.224137,-11.739595,13.513002,7.022699,1.9684,-6.315584,5.331041,2.677085,-0.008115,-2.795097,16.875185,7.138684,8.651075,-8.919328,2.606074,4.280483,-2.310504,-10.825913,8.1057,5.983739,0.760864,-6.951368,7.922269,3.839685,1.213641,-3.03718,4.814157,2.020935,-0.049385,-13.199916,3.029544,5.8771,-6.033418,-7.31879,8.858082,5.964913,-0.861415,-18.680469,6.792562,8.196661,-2.032,-9.172769,11.068166,5.874319,2.178911,-3.572087,7.851582,2.659912,-0.00419,-12.192867,61.599697,28.401502,15.861963,-17.964904,7.082465,9.353328,-2.751147,-22.2292,15.202553,10.292334,-4.978764,-19.721064,10.683793,7.871308,0.270508,-7.865688,12.421653,4.60034,-0.004865,9.679764,34.877675,10.141435,17.522889,-5.494863,3.430342,3.183381,-1.429125,-17.005741,12.364221,8.063133,-2.32546,-11.624442,9.147558,4.904131,1.366656,-4.030369,4.830071,2.327719,0.051715,0
