@relation dwt

@attribute a0 numeric
@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a35 numeric
@attribute a36 numeric
@attribute a37 numeric
@attribute a38 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a41 numeric
@attribute a42 numeric
@attribute a43 numeric
@attribute a44 numeric
@attribute a45 numeric
@attribute a46 numeric
@attribute a47 numeric
@attribute a48 numeric
@attribute a49 numeric
@attribute a50 numeric
@attribute a51 numeric
@attribute a52 numeric
@attribute a53 numeric
@attribute a54 numeric
@attribute a55 numeric
@attribute a56 numeric
@attribute a57 numeric
@attribute a58 numeric
@attribute a59 numeric
@attribute a60 numeric
@attribute a61 numeric
@attribute a62 numeric
@attribute a63 numeric
@attribute a64 numeric
@attribute a65 numeric
@attribute a66 numeric
@attribute a67 numeric
@attribute a68 numeric
@attribute a69 numeric
@attribute a70 numeric
@attribute a71 numeric
@attribute a72 numeric
@attribute a73 numeric
@attribute a74 numeric
@attribute a75 numeric
@attribute a76 numeric
@attribute a77 numeric
@attribute a78 numeric
@attribute a79 numeric
@attribute a80 numeric
@attribute class {0,1,2,3,4,5,6,7}

@data
20,114.386896,130.649292,5.996145,124.209847,-16.883235,33.5257,23.941039,7.544299,-25.7325,18.164,16.632617,-0.341625,-11.73868,13.188956,6.57627,-0.49197,-140.557625,-127.714445,4.875211,-135.90557,-33.524993,18.023091,24.062221,-7.120919,-18.1155,22.6565,15.247695,-0.762875,-14.36346,10.564882,7.196896,0.185527,-239.511916,-188.24031,18.178595,-212.910117,-45.3708,71.160752,45.704209,18.212331,-46.532,34.2295,30.932645,2.453813,-17.399069,18.22992,12.351066,-1.173753,27.759244,64.323029,13.410804,48.061164,-39.01497,88.353346,49.072481,21.872581,-46.484,30.8105,28.084759,-1.574875,-18.437102,19.058649,12.668823,-1.501895,295.654427,362.670118,24.057146,333.174131,-70.155599,83.763162,57.391172,19.707331,-52.101,48.242,38.221457,2.215063,-20.508925,23.963849,14.890647,-2.670698,1
21,93.532903,129.095424,12.600391,110.908373,-48.337466,36.564138,35.242759,3.047012,-32.911,28.7115,17.854998,2.532938,-13.188956,15.053596,8.159175,-1.618435,-140.696572,-104.304614,12.86808,-122.30225,-36.321954,47.750214,35.321866,-3.340549,-30.957,30.6155,18.152435,-2.41075,-15.329368,15.122893,8.541876,1.825661,-235.026031,-165.935334,28.347727,-209.499387,-74.683911,70.572792,53.570578,8.949939,-47.7025,33.74,29.298492,1.678812,-14.773582,17.05683,12.042651,-2.653904,24.548626,95.742258,26.948767,55.311837,-83.727807,75.993473,58.711619,10.841184,-52.979,37.403,29.1829,2.99075,-27.690302,34.940974,15.693204,-2.183634,315.300681,399.197133,33.644229,346.087315,-84.935899,92.495224,63.212933,9.070324,-52.925,33.685,33.61292,-0.812188,-24.16891,15.953743,14.504605,-2.929676,1
22,89.388904,115.31957,11.232979,103.122508,-48.786479,26.654744,26.993056,-10.642841,-31.6405,23.4865,19.09318,-1.507375,-12.153044,13.534731,7.639798,-2.749231,-126.471705,-98.64281,12.220801,-113.869206,-26.516858,47.784862,26.55976,10.375289,-22.168,28.076,17.652268,1.843188,-14.432049,11.532204,8.060963,2.762092,-226.325082,-176.050143,20.417854,-207.946316,-63.875077,81.933877,58.729483,-3.736883,-43.7485,37.256,30.379627,-0.03,-15.329368,18.575695,11.969759,-3.206287,40.603132,85.902514,17.536885,56.787569,-64.081198,66.325555,53.34773,-5.619378,-49.561,53.564,35.021655,3.729125,-22.787223,16.641758,12.297663,-3.474369,349.550106,395.847568,17.80496,365.992725,-79.172625,104.476088,74.689597,-0.614034,-55.857,53.811,44.118521,1.995812,-26.926626,18.504984,15.847771,-3.102387,1
23,110.830856,164.036045,20.628552,138.762812,-38.1523,21.061175,21.945064,-12.187869,-24.3165,19.9705,17.147667,-1.36725,-13.741206,15.330075,8.132409,-2.563527,-175.015999,-123.43256,19.890476,-150.026934,-20.854347,39.118561,22.180814,12.300034,-22.6565,24.121,16.872379,0.665187,-16.228101,11.531497,7.824473,2.32616,-258.054024,-197.354563,25.369691,-229.265674,-58.555866,25.9639,40.028955,-17.064696,-38.8175,37.111,29.612464,-2.655437,-16.986826,17.332601,11.541681,-2.774554,-6.007933,69.675474,34.335833,35.761042,-64.288381,27.828541,40.499883,-20.275757,-40.43,41.7965,30.242018,-4.046625,-19.956675,31.143104,13.932568,-1.903266,294.754633,384.280716,36.329961,332.113383,-68.432027,58.249335,55.000462,-14.656909,-49.6565,55.4685,39.363242,-4.078,-22.372859,23.058752,15.697364,-2.029396,1
24,119.186737,149.880475,12.496463,139.056526,-38.635254,37.633991,31.798957,0.72505,-26.172,21.192,15.056692,-0.756688,-15.122186,17.401191,8.442963,-1.355214,-164.002104,-131.92668,12.421309,-150.467462,-37.530753,40.533836,32.082397,-0.155652,-24.3165,25.195,15.061356,1.123063,-17.67767,12.705295,7.988582,1.372362,-261.745121,-215.102943,16.973188,-238.233467,-56.76335,73.779875,54.23375,-4.074703,-36.965,36.7705,25.192295,-0.695,-16.918237,17.125419,11.576132,-2.088175,13.396138,56.209686,17.841703,31.928523,-66.429147,65.773305,53.340347,-11.799314,-38.1345,43.164,27.5566,1.08025,-17.954148,24.445389,12.436845,-2.619654,327.689899,355.935633,10.850401,338.318245,-92.843827,80.174949,68.076586,-20.82677,-46.48,39.505,32.248127,-3.033125,-28.241845,24.098199,16.01275,-3.257287,1
25,118.322653,141.179172,10.217013,129.889329,-27.725303,37.047092,23.0205,5.886664,-23.877,25.1465,18.459837,2.7955,-13.120366,11.462908,6.936965,1.338023,-151.019624,-129.30296,9.529816,-141.024227,-38.566311,25.826368,22.798509,-6.629038,-28.32,24.463,18.982265,-2.563438,-11.462908,12.360227,6.575073,-1.346464,-267.652291,-220.555444,16.689699,-243.532525,-63.213932,70.122365,48.316248,11.740624,-33.4465,39.989,28.820072,0.9395,-17.404019,16.84894,12.28088,0.949202,-7.458209,40.948554,19.126991,19.714667,-70.952155,72.60926,53.419083,7.216025,-34.7655,49.8535,32.095584,0.061125,-19.197242,23.202295,12.388928,1.993864,302.691553,392.152228,32.439231,353.682172,-90.286222,98.36916,69.383768,15.944286,-50.488,49.805,40.01637,-2.252312,-29.627774,28.383266,20.123372,0.729336,1
26,122.5013,132.133862,3.429353,127.455467,-39.878701,44.056288,30.194117,7.544122,-20.557,26.7085,16.668157,3.88175,-13.948388,13.534731,7.845119,1.078957,-143.182052,-133.100477,3.767625,-138.141353,-45.471562,40.77602,30.891431,-7.07805,-30.322,23.144,17.121778,-4.357938,-11.600794,12.29093,7.17021,-0.871818,-281.287078,-240.891128,16.396147,-264.094925,-52.412169,79.206566,48.025105,16.623992,-30.707,41.794,29.427909,4.053188,-17.956977,17.401191,12.245201,1.320831,-9.529325,42.847843,21.144478,12.921581,-57.452072,83.58886,53.341848,21.915802,-40.6735,41.358,29.774363,1.434562,-22.580041,20.094561,14.655435,1.20407,306.390429,383.175861,31.298337,342.944491,-73.267576,86.076816,61.02044,9.295626,-43.85,51.176,37.155021,5.644375,-22.026376,30.313668,15.800901,1.842455,1
27,113.696053,140.730866,10.064059,124.270039,-31.868242,44.055934,30.874194,-1.406877,-23.389,23.2915,15.310059,-1.971438,-13.879799,10.841361,7.463878,1.411164,-150.225543,-122.534888,10.078768,-134.291599,-45.540505,33.042039,31.432153,0.725315,-25.977,24.463,15.601326,2.453625,-10.3577,12.084455,6.837712,-1.320699,-287.918679,-258.156201,13.137555,-273.840536,-65.220701,69.400056,54.746512,-0.215137,-31.494,43.163,25.610178,-0.163875,-18.437809,15.467961,11.820296,2.326293,-7.906161,37.219273,17.362456,10.142121,-62.493037,61.251004,51.638229,-1.803918,-35.6445,47.168,27.093506,0.750688,-24.444681,15.675143,13.438772,1.428488,314.84778,346.132305,13.652145,328.807835,-102.717867,75.721944,72.539025,-7.760674,-47.1705,47.117,36.003197,4.070375,-24.238913,23.478066,15.779951,3.422574,1
28,121.982637,149.22428,11.376638,135.525853,-35.527873,17.643375,25.646009,-9.883231,-19.287,30.42,18.667712,-0.714,-15.260779,12.706002,8.954889,1.143745,-158.443184,-132.78935,10.721931,-146.194592,-18.022384,34.803089,25.464898,9.054591,-32.568,21.4845,19.412272,0.640813,-10.3577,14.155571,8.027934,-1.299088,-301.037631,-248.318577,21.114968,-279.588961,-68.808207,46.646067,43.642223,-15.543975,-33.4485,41.2615,29.356386,-1.64125,-19.472307,14.570642,13.354153,0.927812,-2.140412,42.572071,17.463713,15.25247,-70.918214,55.656728,47.218422,-17.462002,-37.1585,39.0625,28.399637,-1.812875,-20.508218,20.991879,13.993401,2.481591,293.754431,370.294497,28.134609,332.379785,-94.60523,65.393942,57.273635,-20.742801,-51.5175,56.64,41.543899,1.898125,-28.655502,24.861874,17.671423,0.972449,1
29,114.836263,153.02215,13.76087,135.86279,-33.697881,41.639043,31.06196,-5.541596,-21.0445,36.474,17.648446,-0.65925,-12.843888,11.67009,7.312363,2.011188,-163.690624,-126.125929,13.626654,-147.299358,-42.329533,35.044212,31.621242,5.929797,-37.305,22.412,17.760567,0.543125,-10.634179,9.874746,6.69028,-2.101698,-328.903648,-271.034736,22.635462,-292.604764,-67.567588,68.429198,49.668002,-10.03959,-36.33,38.865,26.555834,-2.279312,-19.127238,13.880506,11.941825,2.550578,-21.337301,43.710513,23.492684,15.208895,-72.506022,71.74659,53.478995,-16.210158,-41.894,31.1525,26.595479,-7.177562,-24.72116,25.411296,13.979424,2.408185,305.732113,345.505455,14.676043,325.283703,-101.574475,75.715933,62.865307,-17.720891,-53.8115,42.3315,36.003013,-6.537563,-24.930464,25.825661,16.018038,1.946356,1
30,127.817682,158.374241,11.261262,145.202079,-34.077597,40.120178,26.793352,6.9574,-15.8205,33.2035,17.072708,2.246125,-12.153044,15.260779,7.733837,2.511732,-170.285809,-140.66157,10.824627,-157.294843,-40.050882,33.663586,26.659777,-7.103772,-32.666,18.7015,17.906544,-1.141375,-14.639232,11.325022,7.498257,-2.360941,-321.82056,-281.322079,14.767907,-298.52749,-70.575621,63.672844,55.278039,6.309602,-39.649,43.602,27.409026,1.152813,-19.26866,14.63711,11.992012,2.938957,14.950005,62.63163,18.151206,40.802006,-74.819676,57.970028,54.084648,5.929621,-49.5115,45.557,29.912216,-0.43325,-28.380438,23.685249,13.196455,3.172081,312.435485,357.383081,17.368867,340.484731,-98.708925,89.116314,79.436651,6.183384,-53.224,44.3335,35.378504,1.757313,-25.065521,31.143104,18.674357,3.046614,1
31,124.952486,180.574566,22.246404,146.729872,-26.620095,37.357865,24.284986,7.32819,-29.15,29.1505,18.890529,0.470063,-14.570642,10.220521,7.997185,1.46296,-192.244656,-136.622223,22.200336,-158.106336,-36.977796,29.450997,25.0138,-7.241922,-30.8595,24.7555,18.057696,-1.287938,-11.946569,14.018392,8.131689,-1.756497,-336.015021,-297.136169,16.631202,-318.75039,-29.414935,60.836285,43.740303,16.538255,-42.7235,40.041,31.587095,1.696312,-18.646406,15.817979,11.978442,2.752811,4.971314,54.483285,20.426581,24.14257,-34.042949,60.041497,44.092878,12.144913,-48.584,44.2385,32.796808,1.9225,-19.680196,20.439629,12.19812,3.103138,295.441941,335.806425,15.548446,320.527968,-60.870934,75.268335,56.990816,17.505666,-37.4995,42.627,35.614594,5.88425,-21.959201,19.544431,13.778728,3.099514,1
32,122.43165,160.825427,14.551759,139.254869,-35.632171,44.401356,31.693642,6.775762,-25.879,34.18,17.539974,-0.323438,-11.600794,11.532204,7.2203,0.608421,-172.115801,-134.032797,14.470691,-149.837518,-43.503684,33.59429,30.986935,-6.775851,-32.4705,22.656,17.519397,0.71425,-13.396845,11.325022,7.50518,-0.427269,-344.3359,-311.183552,14.239035,-330.134898,-73.433039,63.495007,56.758589,8.900353,-37.3535,38.1355,25.511164,0.7745,-18.094863,16.716004,11.70124,1.95462,-9.184256,39.601515,22.563067,16.61586,-54.932297,61.422831,49.353357,10.849935,-39.9905,45.1175,32.412256,1.043688,-22.442862,25.894957,12.434802,1.014124,289.365065,322.68818,14.611034,306.804175,-87.250259,88.456937,67.783551,10.47835,-48.582,40.914,31.249867,-1.904563,-26.032843,29.002692,16.28875,3.313723,1
33,141.144877,154.541723,5.155669,149.655968,-49.511617,36.667022,30.97153,-8.73542,-27.7345,26.416,19.250273,-0.464,-16.435283,11.462908,7.396032,-1.234255,-165.1409,-151.848353,5.428061,-161.161921,-36.253365,50.408935,31.237738,9.503427,-24.805,24.0725,18.14821,0.823937,-12.706002,16.29669,7.989686,1.204159,-358.974071,-326.588581,11.520392,-343.332074,-76.81902,63.147464,51.123789,-14.397136,-42.675,35.499,30.233958,-0.487937,-16.433162,15.535136,11.083037,-1.311992,18.920763,23.650601,1.929819,21.139134,-83.65851,63.322826,53.980455,-21.311491,-53.467,39.355,32.253583,-0.44575,-17.815555,22.787223,12.093636,-1.601332,273.035849,332.699751,21.936316,308.813065,-86.312282,74.3346,62.016817,-19.222609,-51.17,47.559,37.492696,0.041812,-22.511451,22.994405,14.822323,-0.263176,1
34,138.521158,157.234385,7.337952,150.398254,-47.716273,39.636517,31.115896,-7.751305,-30.86,23.2915,19.227485,-4.028375,-13.327549,10.841361,7.081338,-1.363832,-170.69982,-150.53667,7.658635,-161.895898,-37.979412,49.027602,30.948062,8.873218,-20.5075,27.637,18.867199,3.686562,-13.741206,15.260779,7.874152,1.329493,-377.962717,-329.417361,18.87753,-351.032555,-69.64224,55.757845,46.940519,-13.207517,-45.02,31.6875,30.414791,-4.419375,-16.15739,18.575695,11.433233,-1.597089,13.189309,37.979059,10.042381,26.240202,-65.946546,56.554047,46.909371,-7.941516,-47.949,39.355,30.523049,-10.034125,-20.232446,18.852174,11.367108,-3.288577,285.637906,339.606063,20.030317,311.456849,-83.279855,53.446313,58.414739,-20.086075,-58.6405,38.4765,38.946221,-4.107875,-17.67767,24.926928,14.293891,-0.78206,1
35,141.662833,161.032609,7.418646,153.514385,-42.226296,39.809051,32.782098,5.63626,-30.81,23.0955,16.344831,2.679438,-11.462908,9.944043,6.223847,-1.523417,-173.531075,-151.710113,8.493441,-165.546691,-38.117298,41.742635,32.637248,-5.688055,-21.875,26.758,15.458908,-1.971438,-11.393612,11.187136,6.6464,1.558066,-386.834078,-329.938145,20.968036,-357.748213,-66.081957,65.120292,55.500995,0.81167,-39.84,32.425,26.480615,2.477312,-14.361339,16.298811,10.746758,-2.227607,28.484736,63.321412,15.673296,46.403617,-66.153021,64.530918,57.276803,-0.932055,-24.2675,29.834,21.461438,7.128813,-15.122893,17.67767,10.437834,-2.451318,312.881669,375.581888,25.271678,346.831457,-79.20197,91.602148,73.004931,-7.829617,-50.1,41.215,37.514981,3.26625,-23.963849,27.619591,16.527207,-3.180566,1
36,136.000676,147.947598,5.358885,142.094787,-21.959555,41.224679,27.818966,13.327107,-27.93,21.338,18.451467,2.624438,-10.564882,14.017685,7.388742,-1.096148,-159.305855,-149.224633,4.921798,-154.213448,-41.846933,20.854347,27.887909,-13.223781,-21.289,27.246,18.736545,-2.84425,-15.398664,9.114606,7.98537,1.173797,-403.68019,-370.197624,12.99894,-385.059417,-53.451969,74.78432,46.822501,16.795554,-43.755,31.98,30.607478,0.78025,-14.156278,17.126126,11.909658,-1.312125,8.217641,49.200843,15.494086,29.641298,-60.524805,82.588304,52.346638,14.708617,-48.975,31.738,29.319126,0.256312,-15.467961,33.767177,14.736088,-0.742418,295.412596,360.908008,23.923038,327.99422,-82.20682,96.636041,63.754847,15.371883,-60.253,38.579,40.703468,-2.228063,-27.895363,21.679894,16.949595,-1.609861,1
37,126.091635,165.071957,14.107601,143.881469,-46.058461,44.608185,35.082304,4.358871,-27.344,21.3375,15.988992,0.384312,-13.396138,17.815555,8.537333,-2.317587,-176.914935,-140.869459,13.325747,-156.026382,-45.091846,44.125584,34.503562,-4.21197,-25.537,25.1465,16.201229,-0.695688,-17.884852,14.362753,8.640783,2.105985,-414.081731,-362.124585,18.731646,-390.948998,-67.324697,69.224693,49.538175,10.703033,-41.305,36.085,26.942256,1.734812,-15.054303,17.260477,11.266176,-2.477393,12.740296,62.528392,17.71502,36.676038,-71.574409,75.129742,52.789575,10.435482,-40.1855,34.3745,27.810787,-0.030625,-20.232446,27.068755,13.697647,-1.437018,330.006735,394.643366,26.280472,351.032467,-82.036054,80.033174,59.786302,15.8985,-37.599,41.601,31.42662,4.284312,-20.852579,16.433162,13.825323,-3.280843,1
38,130.027745,158.719663,12.130811,142.129259,-42.501714,37.427515,29.491217,-7.992516,-33.6915,26.0745,20.401933,-0.805562,-11.462908,13.741206,6.515806,-2.13206,-171.149186,-142.940929,11.745974,-155.266949,-35.942238,43.089673,29.026864,8.390087,-29.443,31.836,20.168339,1.587062,-14.570642,9.528971,6.604316,2.149207,-416.256084,-374.61492,15.13278,-398.536165,-64.31914,72.159186,56.964763,-5.980709,-44.085,30.665,27.498542,-2.337875,-16.567512,16.921065,11.167441,-2.654214,8.11405,54.06892,19.164055,29.822494,-63.73613,72.368136,53.798711,-3.875564,-62.061,37.1095,36.53893,-2.691812,-21.130472,22.925816,11.956465,-3.336174,324.241693,369.537893,17.369563,351.46336,-81.928574,82.657601,71.77957,-9.872271,-60.005,38.525,36.410202,-2.6615,-27.41453,31.897587,17.399419,-3.521303,1
39,118.737724,175.257476,23.515836,148.171398,-36.805262,29.071635,25.563387,-5.696983,-29.4925,27.392,19.530629,-0.049,-12.913184,13.465434,7.942556,-0.975365,-185.684827,-133.583431,22.207247,-159.453021,-27.41453,35.873295,24.321078,5.809147,-29.0035,30.127,20.274849,-0.408812,-13.326842,10.841361,7.384096,0.763985,-439.00371,-374.512036,26.536757,-411.627187,-60.217213,27.170578,42.187832,-16.020388,-37.36,38.28,29.896721,-2.661875,-16.228101,17.960512,12.322158,-2.399302,-13.914447,69.053573,34.851096,20.914539,-59.869317,40.638134,43.239573,-11.833874,-37.8905,40.7715,29.177493,-3.717188,-20.370332,24.720453,15.187972,-0.962417,290.232685,393.469568,39.799716,334.096817,-96.848173,39.66869,55.485161,-28.640476,-48.975,41.355,34.704416,-6.309875,-24.034559,22.720755,16.108341,-3.651057,1
40,133.342661,168.93877,15.210582,153.108594,-40.568484,33.836474,29.103771,-2.140412,-17.2365,20.8005,12.309529,1.306125,-13.258252,13.534731,8.14879,-0.49197,-182.162728,-145.081341,16.320618,-165.391481,-34.595906,42.053408,29.801919,1.924656,-23.4865,16.748,11.987628,-0.982688,-14.086981,11.67009,7.637158,0.68638,-444.596924,-391.942218,19.043355,-414.931143,-60.213678,72.093072,53.678586,-6.499195,-39.115,38.62,26.238492,-1.068125,-16.913994,18.568624,12.197929,-0.781795,0.86267,57.003767,21.732729,28.838466,-48.371761,66.498089,46.436089,-3.064424,-52.1,34.4235,29.298602,-3.485375,-28.036077,23.270884,15.316695,-1.264572,290.680284,365.843614,27.642199,335.72882,-100.817871,105.654481,76.062608,-12.09241,-59.18,49.217,40.114508,-6.279875,-22.788637,22.924402,16.325367,-1.118643,1
41,132.134216,158.270297,11.075479,147.187282,-37.461457,46.680008,30.585693,6.905428,-22.2655,27.9785,17.573493,2.954125,-14.294164,15.675143,8.475076,1.173797,-172.840585,-144.874159,11.679714,-159.832561,-46.472825,35.700054,29.677064,-7.052064,-29.834,20.605,17.410119,-2.752688,-15.053596,14.086981,7.784697,-0.910621,-450.610867,-402.513464,17.171311,-424.231365,-64.59774,74.507842,50.467855,11.100693,-31.155,41.115,27.903635,2.148125,-17.889802,17.543319,12.397114,1.724899,-8.079402,51.75562,22.635386,22.399287,-67.396115,74.508195,50.694912,7.708083,-34.815,53.8085,31.219206,5.352688,-23.892431,23.546656,14.070925,2.654169,297.342291,373.440415,28.931627,339.932746,-93.670082,78.892257,66.200925,11.82424,-43.4555,43.506,33.837685,-2.50375,-23.06653,24.996225,15.622032,2.01879,1
42,127.507263,156.544249,10.30901,142.388148,-24.686158,48.89007,26.096544,13.707265,-23.145,26.3675,15.983516,3.601125,-13.81121,13.465434,7.889129,1.242917,-168.490464,-139.625659,10.243635,-154.636298,-47.957396,25.894957,26.233235,-12.921669,-27.2945,26.074,16.481662,-3.9245,-11.807976,10.909951,7.106658,-1.204203,-462.794317,-426.477313,13.843748,-447.803653,-42.847135,70.431371,42.818327,16.684185,-34.91,39.89,28.585251,3.20375,-16.298811,17.196837,11.709409,2.645463,-6.594478,30.141487,13.653784,9.365364,-40.741018,65.221055,42.853824,17.824659,-34.131,43.9455,28.450044,3.839063,-18.299216,23.201588,11.976148,2.619698,291.165006,347.373984,20.22329,315.885989,-65.498948,78.134239,62.405209,13.412578,-53.369,54.489,41.548448,5.212,-19.265831,25.342707,15.009151,2.926008,1
43,130.99436,152.228423,8.271959,138.271019,-38.911026,44.712483,33.541296,-2.528967,-22.5095,27.832,16.037593,-1.507625,-12.498112,11.807976,7.553338,1.929164,-166.039632,-142.560859,8.822796,-151.330662,-46.576417,37.461457,33.83711,2.019939,-29.1015,23.584,16.328455,1.879812,-12.912477,11.048543,6.910333,-1.657326,-472.460467,-444.494394,11.582746,-459.870431,-73.334044,71.987006,59.582559,0.97404,-33.64,43.41,24.232172,-0.17625,-18.646406,16.921065,12.215238,3.024649,-4.557303,15.881972,7.790767,8.52815,-71.91877,72.229897,63.474332,7.354176,-40.43,41.7975,26.4982,0.366312,-19.197242,30.728739,12.553612,3.055541,309.739287,344.057654,12.157008,327.641463,-106.787973,78.961907,81.33505,-0.240063,-40.6745,37.455,26.874021,-4.919375,-23.480188,24.996225,16.256797,4.047921,1
44,121.603274,150.01836,11.159372,135.767684,-35.631818,18.505692,23.694079,-9.589959,-18.164,26.074,16.74057,0.2745,-13.258252,13.741913,8.86468,1.670186,-160.756484,-130.959358,11.257684,-147.014836,-16.779997,34.423019,23.305857,9.926453,-27.588,15.674,17.041497,-0.476062,-12.291637,11.807976,8.077509,-1.700459,-499.981063,-442.146799,21.628919,-473.919759,-68.46915,51.68597,43.711937,-13.492481,-34.325,39.85,28.843711,-1.079375,-18.299923,13.399674,12.442885,1.358971,-17.504782,29.796419,17.549244,1.312037,-72.471728,44.229176,42.62497,-16.193099,-42.578,55.2245,32.163676,0.42725,-22.02779,25.549889,13.24504,1.709077,289.198542,344.336607,20.187755,321.323994,-98.263094,86.07328,65.883798,-15.692467,-43.9965,54.545,36.683415,-0.35425,-19.957382,20.230325,16.397751,1.45938,1
45,125.987337,155.439041,11.985566,144.122858,-44.056288,49.44232,35.036142,-2.908684,-19.7755,27.3925,13.780265,-0.36025,-13.396138,10.219814,7.185941,2.706098,-168.45617,-137.796373,12.119364,-156.492365,-49.511617,44.33206,35.328873,2.917257,-27.637,16.357,13.048425,0.134062,-10.979247,13.948388,6.983957,-2.779593,-505.609633,-445.632836,22.947048,-469.071658,-72.605724,65.562941,49.647114,-11.817522,-38.325,40.43,27.792394,-3.3,-19.890914,15.054303,12.817994,2.298981,-28.138961,46.127757,29.719195,18.515061,-72.574965,79.273388,54.641108,-6.689407,-34.961,36.865,25.723099,-3.0945,-18.367806,19.749492,12.430142,2.775041,288.368752,383.450219,36.743125,347.587442,-74.890386,66.498443,51.82416,-13.455977,-48.487,52.198,41.230214,-2.618937,-27.275937,30.590854,18.209525,1.73935,1
46,122.293411,161.826337,15.76906,147.221753,-46.024166,38.877438,33.333309,5.006316,-24.804,35.01,19.568082,1.159875,-12.567409,9.73686,6.846453,1.458673,-172.875941,-136.103913,15.130338,-159.280399,-38.635607,45.057198,32.861087,-5.3604,-36.5235,21.924,19.918033,-0.93375,-11.462908,11.73868,6.480248,-1.160981,-499.599225,-453.817597,16.838914,-472.245683,-74.787149,62.045085,56.720086,4.80921,-40.23,38.475,26.373665,-0.176875,-17.741309,15.952329,11.87587,2.628228,-9.667917,47.370851,20.761864,22.079851,-78.651841,83.554919,64.308278,10.444409,-41.992,37.6955,24.678337,-5.322313,-18.574988,21.821315,11.590451,1.450143,316.441952,371.717196,20.416901,344.638365,-102.788577,67.776185,73.29554,-2.477349,-32.86,45.8,30.894999,1.141625,-29.90001,26.655097,16.930213,3.578491,1
47,155.128268,169.388137,5.704758,161.654068,-29.382055,36.770613,27.829008,8.390087,-29.4925,25.1955,18.529646,0.610312,-16.84894,10.772065,8.400968,1.320654,-182.404558,-167.730678,5.94773,-173.280848,-35.942591,30.314375,28.29394,-8.019033,-26.1225,25,17.472274,-1.605063,-12.153044,16.711055,8.756055,-1.376781,-489.452243,-452.679155,15.42029,-469.770809,-31.109163,60.694511,43.561166,15.707493,-40.73,35.785,30.881465,2.098125,-18.922177,16.503872,12.033458,1.855713,11.532204,55.898559,20.959011,32.938625,-43.50333,66.153375,44.921577,13.534554,-58.203,40.5765,35.949243,-0.109875,-24.513978,23.40877,14.007808,0.673342,308.218654,371.848011,27.603142,342.778497,-60.245498,78.444659,59.784307,20.164741,-41.6,39.2065,35.59999,2.368,-19.055114,22.64863,13.515816,2.926008,1
48,139.902137,161.96493,8.744453,147.463672,-40.70743,36.735611,32.909799,2.347683,-26.3185,30.762,15.195587,0.842312,-12.360934,10.358407,6.961673,0.396996,-173.772906,-150.84709,8.918863,-158.719221,-37.806525,39.671519,33.238206,-3.124616,-31.006,23.0955,15.019744,-0.988688,-12.498112,13.188956,7.554422,-0.267507,-502.261482,-473.630729,11.746687,-490.554446,-71.470818,63.218882,54.400415,9.286964,-38.625,31.74,24.50635,0.294375,-16.015969,17.401898,10.975204,0.905539,12.705295,30.21043,6.620851,21.259431,-74.612493,53.793148,52.053869,6.983121,-42.92,41.6505,28.374068,1.837187,-23.270884,20.508925,13.621688,0.919195,308.424422,334.499691,9.695335,323.507098,-93.017069,81.037266,68.378709,14.130026,-46.775,52.7805,36.673297,-1.288312,-23.06653,22.443569,14.129845,1.748366,1
49,133.307306,156.647487,8.55093,143.156331,-48.924011,35.838647,30.248818,-9.451631,-32.2755,25.6835,18.452314,-1.263313,-12.015158,11.808683,7.614379,-1.730776,-166.660472,-146.427672,7.449714,-154.463852,-36.736319,46.715009,30.132716,9.348217,-23.926,30.4195,17.879437,1.605062,-12.084455,12.015158,7.903067,1.687378,-522.94082,-485.001006,13.442567,-503.176302,-73.334044,64.530565,50.521261,-11.447175,-44.235,33.355,29.863027,-1.378125,-17.94637,16.984705,11.47068,-2.08022,20.7154,40.119825,7.972727,32.342622,-78.721137,54.966239,50.475552,-19.671622,-53.2225,35.9375,29.572353,-0.311313,-24.651864,18.299216,14.510328,-3.12908,298.622507,327.243715,10.446679,313.666293,-94.739934,82.17394,69.747447,-18.739125,-50.489,48.585,36.102049,1.519937,-22.787223,19.544431,15.012721,-2.12711,1
